Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,New England Patriots,DST,2,NE,MIN,8,6,8,4,0,0,0,1,7,26.00,2014
2,Buffalo Bills,DST,2,BUF,MIA,9,4,5,1,1,0,0,1,10,20.00,2014
3,Arizona Cardinals,DST,2,ARI,NYG,4,2,2,2,2,0,0,1,14,17.00,2014
4,Washington Redskins,DST,2,WAS,JAX,9,10,18,1,0,0,0,0,10,16.00,2014
5,Baltimore Ravens,DST,2,BAL,PIT,2,2,3,1,2,0,0,0,6,15.00,2014
6,Carolina Panthers,DST,2,CAR,DET,4,4,7,1,2,0,0,0,7,14.00,2014
7,Chicago Bears,DST,2,CHI,SF,7,4,5,3,1,0,0,0,20,13.00,2014
8,Cincinnati Bengals,DST,2,CIN,ATL,2,2,9,3,0,0,0,0,10,12.00,2014
9,Cleveland Browns,DST,2,CLE,NO,3,2,6,1,1,0,1,0,24,12.00,2014
10,Dallas Cowboys,DST,2,DAL,TEN,2,2,5,2,0,0,0,0,10,10.00,2014
11,Houston Texans,DST,2,HOU,OAK,3,0,3,2,2,0,0,0,14,9.00,2014
12,Los Angeles Rams,DST,2,LAR,TB,6,1,5,1,0,0,0,0,17,8.00,2014
13,Tennessee Titans,DST,2,TEN,DAL,7,4,5,0,1,0,0,0,26,6.00,2014
14,New York Jets,DST,2,NYJ,GB,4,4,11,0,1,0,0,0,31,5.00,2014
15,Tampa Bay Buccaneers,DST,2,TB,LAR,5,2,4,0,1,0,0,0,19,5.00,2014
16,Detroit Lions,DST,2,DET,CAR,11,4,7,0,0,0,0,0,24,4.00,2014
17,Green Bay Packers,DST,2,GB,NYJ,4,2,6,1,0,0,0,0,24,4.00,2014
18,New York Giants,DST,2,NYG,ARI,5,4,10,0,0,0,0,0,25,4.00,2014
19,Philadelphia Eagles,DST,2,PHI,IND,5,0,3,1,1,0,0,0,27,4.00,2014
20,Los Angeles Chargers,DST,2,LAC,SEA,4,2,2,0,1,0,0,0,21,4.00,2014
21,Denver Broncos,DST,2,DEN,KC,6,2,5,0,0,0,0,0,17,3.00,2014
22,New Orleans Saints,DST,2,NO,CLE,2,1,6,0,0,0,0,0,26,2.00,2014
23,San Francisco 49ers,DST,2,SF,CHI,6,1,3,0,0,0,0,0,28,2.00,2014
24,Indianapolis Colts,DST,2,IND,PHI,5,0,4,1,0,0,0,0,30,1.00,2014
25,Kansas City Chiefs,DST,2,KC,DEN,4,1,1,0,0,0,0,0,24,1.00,2014
26,Oakland Raiders,DST,2,OAK,HOU,3,0,1,0,0,0,0,0,30,1.00,2014
27,Atlanta Falcons,DST,2,ATL,CIN,4,0,1,0,0,0,0,0,24,0.00,2014
28,Minnesota Vikings,DST,2,MIN,NE,3,1,3,0,0,0,0,0,30,0.00,2014
29,Pittsburgh Steelers,DST,2,PIT,BAL,3,0,0,0,0,0,0,0,26,0.00,2014
30,Seattle Seahawks,DST,2,SEA,LAC,7,1,4,0,0,0,0,0,30,0.00,2014
31,Jacksonville Jaguars,DST,2,JAX,WAS,6,3,3,0,0,0,0,0,41,-1.00,2014
32,Miami Dolphins,DST,2,MIA,BUF,3,0,2,0,0,0,0,0,29,-1.00,2014
