,Player,Position,Team,Opponent,Points,PlayerID
0,Philip Rivers,QB,LAC,SEA,25.06,00-0022942
1,Peyton Manning,QB,DEN,KC,21.58,00-0010346
2,Nick Foles,QB,PHI,IND,21.44,00-0029567
3,Andrew Luck,QB,IND,PHI,19.88,00-0029668
4,Cam Newton,QB,CAR,DET,19.14,00-0027939
5,Josh McCown,QB,TB,LAR,18.76,00-0021206
6,Geno Smith,QB,NYJ,GB,18.64,00-0030565
7,Derek Carr,QB,OAK,HOU,18.32,00-0031280
8,Kirk Cousins,QB,WAS,JAX,17.9,00-0029604
9,Russell Wilson,QB,SEA,LAC,17.88,00-0029263
10,Eli Manning,QB,NYG,ARI,17.58,00-0022803
11,Drew Brees,QB,NO,CLE,16.78,00-0020531
12,Colin Kaepernick,QB,SF,CHI,16.52,00-0027974
13,Matthew Stafford,QB,DET,CAR,15.44,00-0026498
14,Joe Flacco,QB,BAL,PIT,14.94,00-0026158
15,Andy Dalton,QB,CIN,ATL,14.68,00-0027973
16,Alex Smith,QB,KC,DEN,14.4,00-0023436
17,Ryan Tannehill,QB,MIA,BUF,13.74,00-0029701
18,Ryan Fitzpatrick,QB,HOU,OAK,13.56,00-0023682
19,Matt Ryan,QB,ATL,CIN,13.04,00-0026143
20,EJ Manuel,QB,BUF,MIA,12.68,00-0030526
21,Chad Henne,QB,JAX,WAS,12.42,00-0026197
22,Jake Locker,QB,TEN,DAL,12.26,00-0027946
23,Brian Hoyer,QB,CLE,NO,12.16,00-0026625
24,Tony Romo,QB,DAL,TEN,11.04,00-0021678
25,Tom Brady,QB,NE,MIN,9.96,00-0019596
26,Matt Cassel,QB,MIN,NE,9.68,00-0023662
27,Austin Davis,QB,LA,TB,9.4,00-0028957
28,Ben Roethlisberger,QB,PIT,BAL,7.68,00-0022924
29,Drew Stanton,QB,ARI,NYG,6.48,00-0025430
30,Robert Griffin III,QB,WAS,JAX,3.72,00-0029532
31,Luke McCown,QB,NO,CLE,0.0,00-0022864
32,Michael Vick,QB,NYJ,GB,0.0,
33,Johnny Manziel,QB,CLE,NO,0.0,00-0031409
34,Ryan Mallett,QB,HOU,OAK,-0.1,00-0028012
35,Sammy Watkins,WR,BUF,MIA,28.7,00-0031325
36,James Jones,WR,OAK,HOU,28.2,00-0025465
37,Brandon Marshall,WR,CHI,SF,27.8,00-0024334
38,Randall Cobb,WR,GB,NYJ,23.5,00-0028002
39,Julio Jones,WR,ATL,CIN,21.8,00-0027944
40,Emmanuel Sanders,WR,DEN,KC,21.6,00-0027685
41,Michael Crabtree,WR,SF,CHI,21.2,00-0026986
42,Julian Edelman,WR,NE,MIN,21.0,00-0027150
43,Mohamed Sanu,WR,CIN,ATL,19.4,00-0029632
44,Demaryius Thomas,WR,DEN,KC,17.2,00-0027874
45,Antonio Brown,WR,PIT,BAL,17.0,00-0027793
46,Mike Wallace,WR,MIA,BUF,16.6,00-0026901
47,Jason Avant,WR,CAR,DET,16.4,00-0024324
48,Miles Austin,WR,CLE,NO,16.4,00-0023921
49,Eric Decker,WR,NYJ,GB,16.3,00-0027690
50,Jeremy Maclin,WR,PHI,IND,14.5,00-0026995
51,Brian Quick,WR,LA,TB,14.4,00-0029640
52,Calvin Johnson,WR,DET,CAR,14.3,00-0025389
53,Rueben Randle,WR,NYG,ARI,13.9,00-0029262
54,Eddie Royal,WR,LAC,SEA,13.9,00-0026182
55,Andre Johnson,WR,HOU,OAK,13.4,00-0022044
56,Steve Smith,WR,BAL,PIT,13.1,
57,Andrew Hawkins,WR,CLE,NO,13.0,00-0027918
58,TY Hilton,WR,IND,PHI,12.5,00-0029608
59,Andre Roberts,WR,WAS,JAX,11.6,00-0027691
60,Allen Robinson,WR,JAX,WAS,11.5,00-0031428
61,DeAndre Hopkins,WR,HOU,OAK,11.2,00-0030564
62,Larry Fitzgerald,WR,ARI,NYG,11.1,00-0022921
63,Percy Harvin,WR,SEA,LAC,11.0,00-0026998
64,Victor Cruz,WR,NYG,ARI,11.0,00-0027265
65,Markus Wheaton,WR,PIT,BAL,11.0,00-0030460
66,Golden Tate,WR,DET,CAR,10.7,00-0027891
67,Ryan Grant,WR,WAS,JAX,10.7,00-0031068
68,Jerricho Cotchery,WR,CAR,DET,10.6,00-0022811
69,Keenan Allen,WR,LAC,SEA,10.5,00-0030279
70,Jermaine Kearse,WR,SEA,LAC,10.1,00-0029159
71,Davante Adams,WR,GB,NYJ,10.0,00-0031381
72,Cordarrelle Patterson,WR,MIN,NE,9.6,00-0030578
73,Andre Holmes,WR,OAK,HOU,9.5,00-0028263
74,Roddy White,WR,ATL,CIN,9.2,00-0023462
75,Vincent Jackson,WR,TB,LAR,9.1,00-0023496
76,Jeremy Kerley,WR,NYJ,GB,8.9,00-0028091
77,Mike Evans,WR,TB,LAR,8.9,00-0031408
78,Jarvis Landry,WR,MIA,BUF,8.9,00-0031382
79,Brian Hartline,WR,MIA,BUF,8.6,00-0027077
80,Brandin Cooks,WR,NO,CLE,7.8,00-0031236
81,Harry Douglas,WR,ATL,CIN,7.8,00-0026224
82,Alshon Jeffery,WR,CHI,SF,7.7,00-0029137
83,Delanie Walker,TE,TEN,DAL,33.2,00-0024389
84,Niles Paul,TE,WAS,JAX,23.9,00-0028093
85,Owen Daniels,TE,BAL,PIT,19.8,00-0024313
86,Martellus Bennett,TE,CHI,SF,16.7,00-0026201
87,Marcedes Lewis,TE,JAX,WAS,15.1,00-0024243
88,Larry Donnell,TE,NYG,ARI,15.1,00-0028838
89,Julius Thomas,TE,DEN,KC,13.9,00-0028067
90,Greg Olsen,TE,CAR,DET,13.2,00-0025418
91,Zach Ertz,TE,PHI,IND,12.6,00-0030061
92,Travis Kelce,TE,KC,DEN,12.1,00-0030506
93,Kyle Rudolph,TE,MIN,NE,10.3,00-0027981
94,Charles Clay,TE,MIA,BUF,10.1,00-0028112
95,Jack Doyle,TE,IND,PHI,9.2,00-0030181
96,Jared Cook,TE,LA,TB,8.6,00-0027061
97,Gary Barnidge,TE,CLE,NO,8.1,00-0026281
98,Jacob Tamme,TE,DEN,KC,7.4,00-0026267
99,Rob Gronkowski,TE,NE,MIN,7.2,00-0027656
100,Jason Witten,TE,DAL,TEN,7.2,00-0022127
101,Daniel Fells,TE,NYG,ARI,7.1,00-0023752
102,Derek Carrier,TE,SF,CHI,7.1,00-0029119
103,Mychal Rivera,TE,OAK,HOU,7.1,00-0030514
104,Anthony Fasano,TE,KC,DEN,6.9,00-0024268
105,Vernon Davis,TE,SF,CHI,6.9,00-0024221
106,Eric Ebron,TE,DET,CAR,6.8,00-0031387
107,Heath Miller,TE,PIT,BAL,6.5,00-0023465
108,John Carlson,TE,ARI,NYG,6.3,00-0026178
109,Dennis Pitta,TE,BAL,PIT,6.0,00-0027714
110,Lance Kendricks,TE,LA,TB,5.5,00-0027985
111,Jermaine Gresham,TE,CIN,ATL,5.5,00-0027873
112,Brandon Myers,TE,TB,LAR,5.3,00-0027135
113,Scott Chandler,TE,BUF,MIA,4.7,00-0025516
114,Garrett Graham,TE,HOU,OAK,3.6,00-0027718
115,Rhett Ellison,TE,MIN,NE,3.4,00-0029587
116,Levine Toilolo,TE,ATL,CIN,3.3,00-0030443
117,Zach Miller,TE,SEA,LAC,3.2,00-0027125
118,Joseph Fauria,TE,DET,CAR,3.0,00-0029883
119,Cory Harkey,TE,LA,TB,2.8,00-0028958
120,Troy Niklas,TE,ARI,NYG,2.6,00-0031044
121,Chris Gragg,TE,BUF,MIA,2.4,00-0030049
122,Jeff Cumberland,TE,NYJ,GB,2.4,00-0027321
123,Coby Fleener,TE,IND,PHI,2.3,00-0029697
124,Demetrius Harris,TE,KC,DEN,2.0,00-0030155
125,Vance McDonald,TE,SF,CHI,1.9,00-0030470
126,Dante Rosario,TE,CHI,SF,1.9,00-0025542
127,Andrew Quarless,TE,GB,NYJ,1.8,00-0027753
128,Michael Hoomanawanui,TE,NE,MIN,1.6,00-0027732
129,Jace Amaro,TE,NYJ,GB,1.6,00-0031042
130,Gavin Escobar,TE,DAL,TEN,1.5,00-0030544
131,Giovani Bernard,RB,CIN,ATL,27.9,00-0030456
