Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Nate Washington,WR,7,HOU,MIA,16,9,56,127,2,27,8,14,0,0,0,0,0,36.70,2015
2,TY Hilton,WR,7,IND,NO,15,4,27,150,2,87,10,38,0,0,0,0,0,34.00,2015
3,Mike Evans,WR,7,TB,WAS,12,8,67,164,1,40,14,21,0,0,0,0,0,33.40,2015
4,Amari Cooper,WR,7,OAK,LAC,6,5,83,133,1,52,22,27,0,0,0,0,0,27.30,2015
5,Stefon Diggs,WR,7,MIN,DET,9,6,67,108,1,36,12,18,1,9,0,0,0,26.70,2015
6,Jarvis Landry,WR,7,MIA,HOU,5,5,100,83,2,50,17,17,1,5,0,0,0,25.80,2015
7,Julio Jones,WR,7,ATL,TEN,17,9,53,92,1,21,5,10,0,0,0,0,0,24.20,2015
8,Robert Woods,WR,7,BUF,JAX,13,9,69,84,1,16,7,9,0,0,0,0,0,23.40,2015
9,Danny Amendola,WR,7,NE,NYJ,9,8,89,86,1,23,10,11,0,0,0,0,0,22.60,2015
10,Antonio Brown,WR,7,PIT,KC,8,6,75,124,0,41,16,21,1,6,0,0,0,22.00,2015
11,Allen Robinson,WR,7,JAX,BUF,9,6,67,98,1,23,11,16,0,0,0,0,0,21.80,2015
12,Calvin Johnson,WR,7,DET,MIN,7,5,71,86,1,46,12,17,0,0,0,0,0,19.60,2015
13,Tyler Lockett,WR,7,SEA,SF,5,5,100,79,1,43,16,16,0,0,0,0,0,18.90,2015
14,Chris Conley,WR,7,KC,PIT,7,6,86,63,1,25,9,11,0,0,0,0,0,18.30,2015
15,Michael Crabtree,WR,7,OAK,LAC,8,6,75,63,1,25,8,11,0,0,0,0,0,18.30,2015
16,Keenan Allen,WR,7,LAC,OAK,13,9,69,89,0,18,7,10,0,0,0,0,0,17.90,2015
17,Rishard Matthews,WR,7,MIA,HOU,3,3,100,75,1,53,25,25,0,0,0,0,0,16.50,2015
18,John Brown,WR,7,ARI,BAL,6,4,67,65,1,35,11,16,0,0,0,0,0,16.50,2015
19,Eric Decker,WR,7,NYJ,NE,12,6,50,94,0,24,8,16,0,0,0,0,0,15.40,2015
20,Ted Ginn,WR,7,CAR,PHI,8,5,63,59,0,20,7,12,1,43,0,0,0,15.20,2015
21,Michael Floyd,WR,7,ARI,BAL,4,3,75,59,1,33,15,20,0,0,0,0,0,14.90,2015
22,Martavis Bryant,WR,7,PIT,KC,8,3,38,45,1,19,6,15,1,13,0,0,0,14.80,2015
23,Kendall Wright,WR,7,TEN,ATL,8,4,50,46,1,19,6,12,0,0,0,0,0,14.60,2015
24,Ryan Grant,WR,7,WAS,TB,3,3,100,54,1,32,18,18,0,0,0,0,0,14.40,2015
25,Brandin Cooks,WR,7,NO,IND,13,6,46,81,0,47,6,14,0,0,0,1,0,14.10,2015
26,Donte Moncrief,WR,7,IND,NO,6,4,67,34,1,12,6,9,0,0,0,0,0,13.40,2015
27,Allen Hurns,WR,7,JAX,BUF,8,2,25,53,1,31,7,27,0,0,0,0,0,13.30,2015
28,Marcus Easley,WR,7,BUF,JAX,1,1,100,58,1,58,58,58,0,0,0,0,0,12.80,2015
29,Steve Smith,WR,7,BAL,ARI,9,5,56,78,0,29,9,16,0,0,0,0,0,12.80,2015
30,Dwayne Harris,WR,7,NYG,DAL,2,2,100,43,0,38,22,22,0,0,0,0,0,12.30,2015
31,Jeremy Kerley,WR,7,NYJ,NE,4,3,75,27,1,12,7,9,0,0,0,0,0,11.70,2015
32,Chris Hogan,WR,7,BUF,JAX,11,6,55,56,0,14,5,9,0,0,0,0,0,11.60,2015
33,Terrance Williams,WR,7,DAL,NYG,7,4,57,70,0,27,10,18,0,0,0,0,0,11.00,2015
34,DeAndre Hopkins,WR,7,HOU,MIA,12,6,50,50,0,11,4,8,0,0,0,1,0,11.00,2015
35,Brandon Marshall,WR,7,NYJ,NE,7,4,57,67,0,29,10,17,0,0,0,0,0,10.70,2015
36,Pierre Garcon,WR,7,WAS,TB,6,5,83,55,0,21,9,11,0,0,0,0,0,10.50,2015
37,Tavon Austin,WR,7,LAR,CLE,7,4,57,43,0,20,6,11,1,21,0,0,0,10.40,2015
38,Julian Edelman,WR,7,NE,NYJ,9,5,56,54,0,27,6,11,0,0,0,0,0,10.40,2015
39,Albert Wilson,WR,7,KC,PIT,6,3,50,71,0,40,12,24,0,0,0,0,0,10.10,2015
40,Jamison Crowder,WR,7,WAS,TB,5,5,100,48,0,18,10,10,0,0,0,0,0,9.80,2015
41,Devin Street,WR,7,DAL,NYG,1,1,100,25,1,25,25,25,0,0,0,0,0,9.50,2015
42,Jermaine Kearse,WR,7,SEA,SF,4,3,75,64,0,36,16,21,0,0,0,0,0,9.40,2015
43,Miles Austin,WR,7,PHI,CAR,6,4,67,52,0,22,9,13,0,0,0,0,0,9.20,2015
44,Steve Johnson,WR,7,LAC,OAK,8,4,50,50,0,23,6,13,0,0,0,1,0,9.00,2015
45,Rueben Randle,WR,7,NYG,DAL,5,2,40,68,0,44,14,34,0,0,0,0,0,8.80,2015
46,Andre Johnson,WR,7,IND,NO,4,4,100,44,0,35,11,11,0,0,0,0,0,8.40,2015
47,Andre Roberts,WR,7,WAS,TB,6,3,50,49,0,38,8,16,0,0,0,0,0,7.90,2015
48,Roddy White,WR,7,ATL,TEN,4,3,75,48,0,17,12,16,0,0,0,0,0,7.80,2015
49,Donteea Dye,WR,7,TB,WAS,1,1,100,7,1,7,7,7,0,0,0,0,0,7.70,2015
50,Travis Benjamin,WR,7,CLE,LAR,8,4,50,47,0,21,6,12,0,0,0,1,1,7.70,2015
