,Player,Position,Team,Opponent,Points,PlayerID
0,Philip Rivers,QB,LAC,OAK,30.44,00-0022942
1,Andrew Luck,QB,IND,NO,29.02,00-0029668
2,Ryan Tannehill,QB,MIA,HOU,27.58,00-0029701
3,Derek Carr,QB,OAK,LAC,23.86,00-0031280
4,Teddy Bridgewater,QB,MIN,DET,22.74,00-0031237
5,Brian Hoyer,QB,HOU,MIA,21.92,00-0026625
6,Ryan Fitzpatrick,QB,NYJ,NE,21.7,00-0023682
7,EJ Manuel,QB,BUF,JAX,20.72,00-0030526
8,Jameis Winston,QB,TB,WAS,20.38,00-0031503
9,Carson Palmer,QB,ARI,BAL,19.2,00-0021429
10,Matthew Stafford,QB,DET,MIN,18.74,00-0026498
11,Cam Newton,QB,CAR,PHI,16.88,00-0027939
12,Joe Flacco,QB,BAL,ARI,15.08,00-0026158
13,Alex Smith,QB,KC,PIT,14.54,00-0023436
14,Blake Bortles,QB,JAX,BUF,13.98,00-0031407
15,Russell Wilson,QB,SEA,SF,13.4,00-0029263
16,Drew Brees,QB,NO,IND,12.8,00-0020531
17,Matt Ryan,QB,ATL,TEN,11.74,00-0026143
18,Josh McCown,QB,CLE,LAR,10.9,00-0021206
19,Matt Cassel,QB,DAL,NYG,10.48,00-0023662
20,Zach Mettenberger,QB,TEN,ATL,9.48,00-0031266
21,Landry Jones,QB,PIT,KC,9.16,00-0030524
22,Sam Bradford,QB,PHI,CAR,7.8,00-0027854
23,Eli Manning,QB,NYG,DAL,6.4,00-0022803
24,Nick Foles,QB,LA,CLE,6.32,00-0029567
25,Colin Kaepernick,QB,SF,SEA,4.96,00-0027974
26,Johnny Manziel,QB,CLE,LAR,1.58,00-0031409
27,Luke McCown,QB,NO,IND,1.0,00-0022864
28,Matt Moore,QB,MIA,HOU,0.36,00-0025708
29,BJ Daniels,QB,SEA,SF,0.0,
30,Joe Webb,QB,CAR,PHI,0.0,00-0027796
31,Mike Evans,WR,TB,WAS,33.4,00-0031408
32,Amari Cooper,WR,OAK,LAC,27.3,00-0031544
33,Stefon Diggs,WR,MIN,DET,26.7,00-0031588
34,Jarvis Landry,WR,MIA,HOU,25.8,00-0031382
35,Julio Jones,WR,ATL,TEN,24.2,00-0027944
36,Robert Woods,WR,BUF,JAX,23.4,00-0030431
37,Danny Amendola,WR,NE,NYJ,22.6,00-0026035
38,Antonio Brown,WR,PIT,KC,22.0,00-0027793
39,Allen Robinson,WR,JAX,BUF,21.8,00-0031428
40,Calvin Johnson,WR,DET,MIN,19.6,00-0025389
41,Tyler Lockett,WR,SEA,SF,18.9,00-0032211
42,Chris Conley,WR,KC,PIT,18.3,00-0032128
43,Michael Crabtree,WR,OAK,LAC,18.3,00-0026986
44,Keenan Allen,WR,LAC,OAK,17.9,00-0030279
45,Rishard Matthews,WR,MIA,HOU,16.5,00-0029580
46,John Brown,WR,ARI,BAL,16.5,00-0031051
47,Eric Decker,WR,NYJ,NE,15.4,00-0027690
48,Ted Ginn,WR,CAR,PHI,15.2,00-0025396
49,Michael Floyd,WR,ARI,BAL,14.9,00-0029638
50,Martavis Bryant,WR,PIT,KC,14.8,00-0031373
51,Kendall Wright,WR,TEN,ATL,14.6,00-0029708
52,Ryan Grant,WR,WAS,TB,14.4,00-0031068
53,Brandin Cooks,WR,NO,IND,14.1,00-0031236
54,Donte Moncrief,WR,IND,NO,13.4,00-0031339
55,Allen Hurns,WR,JAX,BUF,13.3,00-0030821
56,Marcus Easley,WR,BUF,JAX,12.8,00-0027708
57,Steve Smith,WR,BAL,ARI,12.8,
58,Dwayne Harris,WR,NYG,DAL,12.3,00-0028114
59,Jeremy Kerley,WR,NYJ,NE,11.7,00-0028091
60,Chris Hogan,WR,BUF,JAX,11.6,00-0028237
61,Terrance Williams,WR,DAL,NYG,11.0,00-0030542
62,DeAndre Hopkins,WR,HOU,MIA,11.0,00-0030564
63,Brandon Marshall,WR,NYJ,NE,10.7,00-0024334
64,Pierre Garcon,WR,WAS,TB,10.5,00-0026345
65,Tavon Austin,WR,LA,CLE,10.4,00-0030525
66,Julian Edelman,WR,NE,NYJ,10.4,00-0027150
67,Albert Wilson,WR,KC,PIT,10.1,00-0030669
68,Jamison Crowder,WR,WAS,TB,9.8,00-0031941
69,Devin Street,WR,DAL,NYG,9.5,00-0031310
70,Jermaine Kearse,WR,SEA,SF,9.4,00-0029159
71,Miles Austin,WR,PHI,CAR,9.2,00-0023921
72,Steve Johnson,WR,LAC,OAK,9.0,00-0026364
73,Rueben Randle,WR,NYG,DAL,8.8,00-0029262
74,Andre Johnson,WR,IND,NO,8.4,00-0022044
75,Andre Roberts,WR,WAS,TB,7.9,00-0027691
76,Roddy White,WR,ATL,TEN,7.8,00-0023462
77,Donteea Dye,WR,TB,WAS,7.7,00-0032008
78,Travis Benjamin,WR,CLE,LAR,7.7,00-0029269
79,Eric Ebron,TE,DET,MIN,19.9,00-0031387
80,Gary Barnidge,TE,CLE,LAR,19.1,00-0026281
81,Ladarius Green,TE,LAC,OAK,18.5,00-0029275
82,Michael Hoomanawanui,TE,NO,IND,14.1,00-0027732
83,Jason Witten,TE,DAL,NYG,13.3,00-0022127
84,Delanie Walker,TE,TEN,ATL,12.5,00-0024389
85,Travis Kelce,TE,KC,PIT,12.3,00-0030506
86,Clive Walford,TE,OAK,LAC,12.2,00-0032256
87,Zach Ertz,TE,PHI,CAR,11.3,00-0030061
88,Crockett Gillmore,TE,BAL,ARI,10.3,00-0030992
89,Jermaine Gresham,TE,ARI,BAL,10.2,00-0027873
90,Vernon Davis,TE,SF,SEA,10.1,00-0024221
91,Benjamin Watson,TE,NO,IND,9.9,00-0022943
92,Greg Olsen,TE,CAR,PHI,9.5,00-0025418
93,Kyle Rudolph,TE,MIN,DET,9.0,00-0027981
94,Coby Fleener,TE,IND,NO,7.7,00-0029697
95,Jacob Tamme,TE,ATL,TEN,6.6,00-0026267
96,Nick Boyle,TE,BAL,ARI,6.0,00-0031598
97,Larry Donnell,TE,NYG,DAL,5.8,00-0028838
98,Charles Clay,TE,BUF,JAX,5.6,00-0028112
99,Chris Gragg,TE,BUF,JAX,5.5,00-0030049
100,Scott Chandler,TE,NE,NYJ,5.4,00-0025516
101,Luke Stocker,TE,TB,WAS,5.2,00-0028042
102,Jimmy Graham,TE,SEA,SF,5.1,00-0027696
103,Anthony Fasano,TE,TEN,ATL,5.1,00-0024268
104,Jordan Cameron,TE,MIA,HOU,4.3,00-0028040
105,Derek Carrier,TE,WAS,TB,3.5,00-0029119
106,Marcedes Lewis,TE,JAX,BUF,3.3,00-0024243
107,Mychal Rivera,TE,OAK,LAC,3.1,00-0030514
108,Brent Celek,TE,PHI,CAR,3.1,00-0025549
109,Jim Dray,TE,CLE,LAR,3.0,00-0027825
110,Jared Cook,TE,LA,CLE,2.9,00-0027061
111,Jeff Cumberland,TE,NYJ,NE,2.6,00-0027321
112,Tim Wright,TE,DET,MIN,2.3,
113,MyCole Pruitt,TE,MIN,DET,2.3,00-0031585
114,Tony Moeaki,TE,ATL,TEN,2.1,00-0027695
115,Lee Smith,TE,OAK,LAC,2.1,00-0028097
116,Dwayne Allen,TE,IND,NO,2.0,00-0029689
117,Garrett Celek,TE,SF,SEA,1.8,00-0028903
118,Cameron Brate,TE,TB,WAS,1.6,00-0031273
119,James Hanna,TE,DAL,NYG,1.6,00-0029634
120,John Phillips,TE,LAC,OAK,1.5,00-0027139
121,Michael Williams,TE,NE,NYJ,1.4,00-0030110
122,Julius Thomas,TE,JAX,BUF,1.4,00-0028067
123,Cory Harkey,TE,LA,CLE,1.4,00-0028958
124,James O'Shaughnessy,TE,KC,PIT,1.2,00-0031951
125,Vance McDonald,TE,SF,SEA,1.1,00-0030470
126,Dion Sims,TE,MIA,HOU,0.7,00-0030422
127,Danny Woodhead,RB,LAC,OAK,33.1,00-0026019
128,Arian Foster,RB,HOU,MIA,29.5,00-0026796
129,Darren McFadden,RB,DAL,NYG,27.2,00-0026144
130,Mark Ingram,RB,NO,IND,25.8,00-0027966
131,Charcandrick West,RB,KC,PIT,23.9,00-0030668
132,Doug Martin,RB,TB,WAS,23.1,00-0029613
133,TJ Yeldon,RB,JAX,BUF,22.4,00-0032209
134,Chris Johnson,RB,ARI,BAL,21.2,
135,Marshawn Lynch,RB,SEA,SF,21.2,00-0025399
136,Ryan Mathews,RB,PHI,CAR,21.1,00-0027864
137,Le'Veon Bell,RB,PIT,KC,20.7,00-0030496
138,Devonta Freeman,RB,ATL,TEN,18.0,00-0031285
139,Khiry Robinson,RB,NO,IND,16.1,00-0030348
140,Duke Johnson,RB,CLE,LAR,16.0,00-0032257
141,Latavius Murray,RB,OAK,LAC,15.6,00-0030513
142,Jonathan Stewart,RB,CAR,PHI,15.5,00-0026153
143,Mike Tolbert,FB,CAR,PHI,14.8,00-0026069
144,Adrian Peterson,RB,MIN,DET,14.0,00-0025394
145,Justin Forsett,RB,BAL,ARI,13.4,00-0026373
146,LeSean McCoy,RB,BUF,JAX,13.4,00-0027029
147,Branden Oliver,RB,LAC,OAK,13.4,00-0031277
148,Chris Ivory,RB,NYJ,NE,13.3,00-0027531
149,Dexter McCluster,RB,TEN,ATL,12.8,00-0027651
150,Frank Gore,RB,IND,NO,12.5,00-0023500
151,Kyle Juszczyk,FB,BAL,ARI,11.5,00-0029892
152,Orleans Darkwa,RB,NYG,DAL,10.8,00-0030860
