Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Lamar Miller,RB,7,MIA,HOU,14,175,13,1,3,3,61,1,0,0,41.60,2015
2,Todd Gurley,RB,7,LAR,CLE,19,128,7,2,5,4,35,0,0,0,35.30,2015
3,Danny Woodhead,RB,7,LAC,OAK,5,26,5,0,12,11,75,2,0,0,33.10,2015
4,Arian Foster,RB,7,HOU,MIA,18,59,3,1,7,5,66,1,0,0,29.50,2015
5,Darren McFadden,RB,7,DAL,NYG,29,152,5,1,2,2,10,0,0,0,27.20,2015
6,Mark Ingram,RB,7,NO,IND,14,143,10,1,2,2,5,0,1,0,25.80,2015
7,Charcandrick West,RB,7,KC,PIT,22,110,5,1,5,2,19,0,0,0,23.90,2015
8,Doug Martin,RB,7,TB,WAS,19,136,7,0,3,3,35,0,0,0,23.10,2015
9,TJ Yeldon,RB,7,JAX,BUF,20,115,6,1,3,1,9,0,0,0,22.40,2015
10,Marshawn Lynch,RB,7,SEA,SF,27,122,5,1,0,0,0,0,0,0,21.20,2015
11,Chris Johnson,RB,7,ARI,BAL,18,122,7,1,0,0,0,0,0,0,21.20,2015
12,Ryan Mathews,RB,7,PHI,CAR,6,97,16,1,3,3,24,0,0,0,21.10,2015
13,Le'Veon Bell,RB,7,PIT,KC,17,121,7,0,4,4,16,0,0,0,20.70,2015
14,Devonta Freeman,RB,7,ATL,TEN,25,116,5,0,3,2,14,0,0,0,18.00,2015
15,Khiry Robinson,RB,7,NO,IND,14,28,2,2,1,1,3,0,0,0,16.10,2015
16,Duke Johnson,RB,7,CLE,LAR,6,17,3,0,7,7,73,0,0,0,16.00,2015
17,Latavius Murray,RB,7,OAK,LAC,15,85,6,1,1,1,1,0,0,0,15.60,2015
18,Jonathan Stewart,RB,7,CAR,PHI,24,125,5,0,1,0,0,0,0,0,15.50,2015
19,Mike Tolbert,FB,7,CAR,PHI,3,16,5,1,1,1,2,1,0,0,14.80,2015
20,Adrian Peterson,RB,7,MIN,DET,19,98,5,0,3,3,12,0,0,0,14.00,2015
21,LeSean McCoy,RB,7,BUF,JAX,18,68,4,0,4,2,36,0,1,1,13.40,2015
22,Justin Forsett,RB,7,BAL,ARI,12,36,3,1,4,3,8,0,0,0,13.40,2015
23,Branden Oliver,RB,7,LAC,OAK,9,35,4,0,7,6,39,0,0,0,13.40,2015
24,Chris Ivory,RB,7,NYJ,NE,17,41,2,0,2,2,12,1,0,0,13.30,2015
25,Dexter McCluster,RB,7,TEN,ATL,5,20,4,0,8,6,48,0,0,0,12.80,2015
26,Frank Gore,RB,7,IND,NO,9,43,5,0,8,5,32,0,0,0,12.50,2015
27,Kyle Juszczyk,FB,7,BAL,ARI,0,0,0,0,5,4,15,1,0,0,11.50,2015
28,Orleans Darkwa,RB,7,NYG,DAL,8,48,6,1,1,0,0,0,0,0,10.80,2015
29,CJ Spiller,RB,7,NO,IND,4,16,4,0,6,6,32,0,0,0,10.80,2015
30,DeMarco Murray,RB,7,PHI,CAR,18,65,4,0,4,2,5,0,0,0,9.00,2015
31,Darren Sproles,RB,7,PHI,CAR,3,9,3,0,10,5,31,0,0,0,9.00,2015
32,Matt Jones,RB,7,WAS,TB,9,29,3,0,4,3,22,0,0,0,8.10,2015
33,Andre Ellington,RB,7,ARI,BAL,5,21,4,0,4,3,28,0,0,0,7.90,2015
34,Theo Riddick,RB,7,DET,MIN,3,8,3,0,4,3,40,0,0,0,7.80,2015
35,Charles Sims,RB,7,TB,WAS,10,49,5,0,3,2,17,0,1,1,7.60,2015
36,Fred Jackson,RB,7,SEA,SF,1,2,2,0,4,4,33,0,0,0,7.50,2015
37,Shane Vereen,RB,7,NYG,DAL,4,56,14,0,3,1,6,0,0,0,7.20,2015
38,Taiwan Jones,RB,7,OAK,LAC,3,35,12,0,3,2,17,0,0,0,7.20,2015
39,Jonas Gray,RB,7,MIA,HOU,12,48,4,0,1,1,10,0,0,0,6.80,2015
40,Reggie Bush,RB,7,SF,SEA,4,21,5,0,5,3,13,0,0,0,6.40,2015
41,Zach Line,FB,7,MIN,DET,2,2,1,0,1,1,49,0,0,0,6.10,2015
42,Thomas Rawls,RB,7,SEA,SF,6,32,5,0,2,2,9,0,0,0,6.10,2015
43,James White,RB,7,NE,NYJ,2,4,2,0,5,3,26,0,0,0,6.00,2015
44,Robert Turbin,RB,7,CLE,LAR,5,30,6,0,2,2,8,0,0,0,5.80,2015
45,Antonio Andrews,RB,7,TEN,ATL,10,57,6,0,0,0,0,0,0,0,5.70,2015
46,Tommy Bohanon,FB,7,NYJ,NE,0,0,0,0,4,2,36,0,0,0,5.60,2015
47,Joique Bell,RB,7,DET,MIN,3,21,7,0,2,2,14,0,0,0,5.50,2015
48,Jerick McKinnon,RB,7,MIN,DET,9,36,4,0,1,1,1,0,0,0,4.70,2015
49,Javorius Allen,RB,7,BAL,ARI,3,25,8,0,1,1,10,0,0,0,4.50,2015
50,Marcel Reece,FB,7,OAK,LAC,0,0,0,0,3,3,15,0,0,0,4.50,2015
