Player,Position,Team,Opponent,Points
Philip Rivers,QB,LAC,OAK,30.44
Andrew Luck,QB,IND,NO,29.02
Ryan Tannehill,QB,MIA,HOU,27.58
Derek Carr,QB,OAK,LAC,23.86
Teddy Bridgewater,QB,MIN,DET,22.74
Brian Hoyer,QB,HOU,MIA,21.92
Ryan Fitzpatrick,QB,NYJ,NE,21.70
EJ Manuel,QB,BUF,JAX,20.72
Jameis Winston,QB,TB,WAS,20.38
Carson Palmer,QB,ARI,BAL,19.20
Matthew Stafford,QB,DET,MIN,18.74
Cam Newton,QB,CAR,PHI,16.88
Joe Flacco,QB,BAL,ARI,15.08
Alex Smith,QB,KC,PIT,14.54
Blake Bortles,QB,JAX,BUF,13.98
Russell Wilson,QB,SEA,SF,13.40
Drew Brees,QB,NO,IND,12.80
Matt Ryan,QB,ATL,TEN,11.74
Josh McCown,QB,CLE,LAR,10.90
Matt Cassel,QB,DAL,NYG,10.48
Zach Mettenberger,QB,TEN,ATL,9.48
Landry Jones,QB,PIT,KC,9.16
Sam Bradford,QB,PHI,CAR,7.80
Eli Manning,QB,NYG,DAL,6.40
Nick Foles,QB,LAR,CLE,6.32
Colin Kaepernick,QB,SF,SEA,4.96
Johnny Manziel,QB,CLE,LAR,1.58
Luke McCown,QB,NO,IND,1.00
Matt Moore,QB,MIA,HOU,0.36
BJ Daniels,QB,SEA,SF,0.00
Joe Webb,QB,CAR,PHI,0.00
Mike Evans,WR,TB,WAS,33.40
Amari Cooper,WR,OAK,LAC,27.30
Stefon Diggs,WR,MIN,DET,26.70
Jarvis Landry,WR,MIA,HOU,25.80
Julio Jones,WR,ATL,TEN,24.20
Robert Woods,WR,BUF,JAX,23.40
Danny Amendola,WR,NE,NYJ,22.60
Antonio Brown,WR,PIT,KC,22.00
Allen Robinson,WR,JAX,BUF,21.80
Calvin Johnson,WR,DET,MIN,19.60
Tyler Lockett,WR,SEA,SF,18.90
Chris Conley,WR,KC,PIT,18.30
Michael Crabtree,WR,OAK,LAC,18.30
Keenan Allen,WR,LAC,OAK,17.90
Rishard Matthews,WR,MIA,HOU,16.50
John Brown,WR,ARI,BAL,16.50
Eric Decker,WR,NYJ,NE,15.40
Ted Ginn,WR,CAR,PHI,15.20
Michael Floyd,WR,ARI,BAL,14.90
Martavis Bryant,WR,PIT,KC,14.80
Kendall Wright,WR,TEN,ATL,14.60
Ryan Grant,WR,WAS,TB,14.40
Brandin Cooks,WR,NO,IND,14.10
Donte Moncrief,WR,IND,NO,13.40
Allen Hurns,WR,JAX,BUF,13.30
Marcus Easley,WR,BUF,JAX,12.80
Steve Smith,WR,BAL,ARI,12.80
Dwayne Harris,WR,NYG,DAL,12.30
Jeremy Kerley,WR,NYJ,NE,11.70
Chris Hogan,WR,BUF,JAX,11.60
Terrance Williams,WR,DAL,NYG,11.00
DeAndre Hopkins,WR,HOU,MIA,11.00
Brandon Marshall,WR,NYJ,NE,10.70
Pierre Garcon,WR,WAS,TB,10.50
Tavon Austin,WR,LAR,CLE,10.40
Julian Edelman,WR,NE,NYJ,10.40
Albert Wilson,WR,KC,PIT,10.10
Jamison Crowder,WR,WAS,TB,9.80
Devin Street,WR,DAL,NYG,9.50
Jermaine Kearse,WR,SEA,SF,9.40
Miles Austin,WR,PHI,CAR,9.20
Steve Johnson,WR,LAC,OAK,9.00
Rueben Randle,WR,NYG,DAL,8.80
Andre Johnson,WR,IND,NO,8.40
Andre Roberts,WR,WAS,TB,7.90
Roddy White,WR,ATL,TEN,7.80
Donteea Dye,WR,TB,WAS,7.70
Travis Benjamin,WR,CLE,LAR,7.70
Eric Ebron,TE,DET,MIN,19.90
Gary Barnidge,TE,CLE,LAR,19.10
Ladarius Green,TE,LAC,OAK,18.50
