Player,Position,Team,Opponent,Points
Michael Hoomanawanui,TE,NO,IND,14.10
Jason Witten,TE,DAL,NYG,13.30
Delanie Walker,TE,TEN,ATL,12.50
Travis Kelce,TE,KC,PIT,12.30
Clive Walford,TE,OAK,LAC,12.20
Zach Ertz,TE,PHI,CAR,11.30
Crockett Gillmore,TE,BAL,ARI,10.30
Jermaine Gresham,TE,ARI,BAL,10.20
Vernon Davis,TE,SF,SEA,10.10
Benjamin Watson,TE,NO,IND,9.90
Greg Olsen,TE,CAR,PHI,9.50
Kyle Rudolph,TE,MIN,DET,9.00
Coby Fleener,TE,IND,NO,7.70
Jacob Tamme,TE,ATL,TEN,6.60
Nick Boyle,TE,BAL,ARI,6.00
Larry Donnell,TE,NYG,DAL,5.80
Charles Clay,TE,BUF,JAX,5.60
Chris Gragg,TE,BUF,JAX,5.50
Scott Chandler,TE,NE,NYJ,5.40
Luke Stocker,TE,TB,WAS,5.20
Jimmy Graham,TE,SEA,SF,5.10
Anthony Fasano,TE,TEN,ATL,5.10
Jordan Cameron,TE,MIA,HOU,4.30
Derek Carrier,TE,WAS,TB,3.50
Marcedes Lewis,TE,JAX,BUF,3.30
Mychal Rivera,TE,OAK,LAC,3.10
Brent Celek,TE,PHI,CAR,3.10
Jim Dray,TE,CLE,LAR,3.00
Jared Cook,TE,LAR,CLE,2.90
Jeff Cumberland,TE,NYJ,NE,2.60
Tim Wright,TE,DET,MIN,2.30
MyCole Pruitt,TE,MIN,DET,2.30
Tony Moeaki,TE,ATL,TEN,2.10
Lee Smith,TE,OAK,LAC,2.10
Dwayne Allen,TE,IND,NO,2.00
Garrett Celek,TE,SF,SEA,1.80
Cameron Brate,TE,TB,WAS,1.60
James Hanna,TE,DAL,NYG,1.60
John Phillips,TE,LAC,OAK,1.50
Michael Williams,TE,NE,NYJ,1.40
Julius Thomas,TE,JAX,BUF,1.40
Cory Harkey,TE,LAR,CLE,1.40
James O'Shaughnessy,TE,KC,PIT,1.20
Vance McDonald,TE,SF,SEA,1.10
Dion Sims,TE,MIA,HOU,0.70
Danny Woodhead,RB,LAC,OAK,33.10
Arian Foster,RB,HOU,MIA,29.50
Darren McFadden,RB,DAL,NYG,27.20
Mark Ingram,RB,NO,IND,25.80
Charcandrick West,RB,KC,PIT,23.90
Doug Martin,RB,TB,WAS,23.10
TJ Yeldon,RB,JAX,BUF,22.40
Chris Johnson,RB,ARI,BAL,21.20
Marshawn Lynch,RB,SEA,SF,21.20
Ryan Mathews,RB,PHI,CAR,21.10
Le'Veon Bell,RB,PIT,KC,20.70
Devonta Freeman,RB,ATL,TEN,18.00
Khiry Robinson,RB,NO,IND,16.10
Duke Johnson,RB,CLE,LAR,16.00
Latavius Murray,RB,OAK,LAC,15.60
Jonathan Stewart,RB,CAR,PHI,15.50
Mike Tolbert,FB,CAR,PHI,14.80
Adrian Peterson,RB,MIN,DET,14.00
Justin Forsett,RB,BAL,ARI,13.40
LeSean McCoy,RB,BUF,JAX,13.40
Branden Oliver,RB,LAC,OAK,13.40
Chris Ivory,RB,NYJ,NE,13.30
Dexter McCluster,RB,TEN,ATL,12.80
Frank Gore,RB,IND,NO,12.50
Kyle Juszczyk,FB,BAL,ARI,11.50
Orleans Darkwa,RB,NYG,DAL,10.80
CJ Spiller,RB,NO,IND,10.80
DeMarco Murray,RB,PHI,CAR,9.00
Darren Sproles,RB,PHI,CAR,9.00
Matt Jones,RB,WAS,TB,8.10
Andre Ellington,RB,ARI,BAL,7.90
Theo Riddick,RB,DET,MIN,7.80
Charles Sims,RB,TB,WAS,7.60
Fred Jackson,RB,SEA,SF,7.50
Shane Vereen,RB,NYG,DAL,7.20
Taiwan Jones,RB,OAK,LAC,7.20
Jonas Gray,RB,MIA,HOU,6.80
Reggie Bush,RB,SF,SEA,6.40
Zach Line,FB,MIN,DET,6.10
Thomas Rawls,RB,SEA,SF,6.10
James White,RB,NE,NYJ,6.00
Robert Turbin,RB,CLE,LAR,5.80
Antonio Andrews,RB,TEN,ATL,5.70
Tommy Bohanon,FB,NYJ,NE,5.60
Joique Bell,RB,DET,MIN,5.50
Jerick McKinnon,RB,MIN,DET,4.70
Javorius Allen,RB,BAL,ARI,4.50
Marcel Reece,FB,OAK,LAC,4.50
Nick Folk,K,NYJ,NE,0.00
Caleb Sturgis,K,PHI,CAR,0.00
Connor Barth,K,TB,WAS,0.00
Stephen Gostkowski,K,NE,NYJ,0.00
Dan Carpenter,K,BUF,JAX,0.00
Cairo Santos,K,KC,PIT,0.00
Andrew Franks,K,MIA,HOU,0.00
Josh Brown,K,NYG,DAL,0.00
Graham Gano,K,CAR,PHI,0.00
Steven Hauschka,K,SEA,SF,0.00
Dan Bailey,K,DAL,NYG,0.00
Chandler Catanzaro,K,ARI,BAL,0.00
Chris Boswell,K,PIT,KC,0.00
Josh Lambo,K,LAC,OAK,0.00
Dustin Hopkins,K,WAS,TB,0.00
Matt Prater,K,DET,MIN,0.00
Greg Zuerlein,K,LAR,CLE,0.00
Travis Coons,K,CLE,LAR,0.00
Justin Tucker,K,BAL,ARI,0.00
Jason Myers,K,JAX,BUF,0.00
Matt Bryant,K,ATL,TEN,0.00
Phil Dawson,K,SF,SEA,0.00
Adam Vinatieri,K,IND,NO,0.00
Kai Forbath,K,NO,IND,0.00
Nick Novak,K,HOU,MIA,0.00
Ryan Succop,K,TEN,ATL,0.00
Jordan Gay,K,BUF,JAX,0.00
New York Giants,DST,NYG,DAL,22.00
Seattle Seahawks,DST,SEA,SF,13.00
Miami Dolphins,DST,MIA,HOU,12.00
Kansas City Chiefs,DST,KC,PIT,12.00
New Orleans Saints,DST,NO,IND,12.00
San Francisco 49ers,DST,SF,SEA,12.00
Buffalo Bills,DST,BUF,JAX,10.00
Atlanta Falcons,DST,ATL,TEN,9.00
Arizona Cardinals,DST,ARI,BAL,8.00
Minnesota Vikings,DST,MIN,DET,8.00
Carolina Panthers,DST,CAR,PHI,8.00
Indianapolis Colts,DST,IND,NO,8.00
Tampa Bay Buccaneers,DST,TB,WAS,8.00
Tennessee Titans,DST,TEN,ATL,8.00
Philadelphia Eagles,DST,PHI,CAR,7.00
Detroit Lions,DST,DET,MIN,7.00
Cleveland Browns,DST,CLE,LAR,5.00
Houston Texans,DST,HOU,MIA,4.00
New England Patriots,DST,NE,NYJ,4.00
Oakland Raiders,DST,OAK,LAC,4.00
Washington Redskins,DST,WAS,TB,3.00
Dallas Cowboys,DST,DAL,NYG,2.00
New York Jets,DST,NYJ,NE,2.00
Pittsburgh Steelers,DST,PIT,KC,2.00
Baltimore Ravens,DST,BAL,ARI,2.00
Los Angeles Chargers,DST,LAC,OAK,-3.00
