Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Blair Walsh,K,7,MIN,DET,5,5,100,53,1,2,0.00,2015
2,Nick Folk,K,7,NYJ,NE,3,3,100,55,2,2,0.00,2015
3,Sebastian Janikowski,K,7,OAK,LAC,3,3,100,32,4,4,0.00,2015
4,Stephen Gostkowski,K,7,NE,NYJ,3,3,100,46,3,3,0.00,2015
5,Connor Barth,K,7,TB,WAS,3,3,100,45,3,3,0.00,2015
6,Caleb Sturgis,K,7,PHI,CAR,3,4,75,52,1,1,0.00,2015
7,Dan Carpenter,K,7,BUF,JAX,3,3,100,38,2,2,0.00,2015
8,Cairo Santos,K,7,KC,PIT,3,4,75,30,2,2,0.00,2015
9,Andrew Franks,K,7,MIA,HOU,1,1,100,53,5,6,0.00,2015
10,Josh Brown,K,7,NYG,DAL,2,2,100,47,3,3,0.00,2015
11,Graham Gano,K,7,CAR,PHI,2,2,100,35,3,3,0.00,2015
12,Steven Hauschka,K,7,SEA,SF,2,2,100,49,2,2,0.00,2015
13,Dan Bailey,K,7,DAL,NYG,2,2,100,48,2,2,0.00,2015
14,Chandler Catanzaro,K,7,ARI,BAL,2,3,67,21,2,3,0.00,2015
15,Matt Prater,K,7,DET,MIN,1,1,100,52,2,2,0.00,2015
16,Chris Boswell,K,7,PIT,KC,2,2,100,36,1,1,0.00,2015
17,Dustin Hopkins,K,7,WAS,TB,1,1,100,35,4,4,0.00,2015
18,Josh Lambo,K,7,LAC,OAK,2,2,100,44,1,1,0.00,2015
19,Greg Zuerlein,K,7,LAR,CLE,1,3,33,39,3,3,0.00,2015
20,Travis Coons,K,7,CLE,LAR,2,2,100,44,0,0,0.00,2015
21,Jason Myers,K,7,JAX,BUF,0,0,0,0,4,5,0.00,2015
22,Matt Bryant,K,7,ATL,TEN,1,2,50,27,1,1,0.00,2015
23,Justin Tucker,K,7,BAL,ARI,1,1,100,44,1,1,0.00,2015
24,Phil Dawson,K,7,SF,SEA,1,1,100,35,0,0,0.00,2015
25,Kai Forbath,K,7,NO,IND,0,0,0,0,3,4,0.00,2015
26,Adam Vinatieri,K,7,IND,NO,0,0,0,0,3,3,0.00,2015
27,Nick Novak,K,7,HOU,MIA,0,0,0,0,2,3,0.00,2015
28,Ryan Succop,K,7,TEN,ATL,0,0,0,0,1,1,0.00,2015
29,Jordan Gay,K,7,BUF,JAX,0,0,0,0,0,0,0.00,2015
