Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Greg Olsen,TE,3,CAR,NO,11,8,73,134,2,52,12,17,0,0,0,0,0,36.40,2015
2,Gary Barnidge,TE,3,CLE,OAK,10,6,60,105,1,40,11,18,0,0,0,0,0,25.50,2015
3,Jimmy Graham,TE,3,SEA,CHI,8,7,88,83,1,30,10,12,0,0,0,0,0,21.30,2015
4,Charles Clay,TE,3,BUF,MIA,7,5,71,82,1,25,12,16,0,0,0,0,0,19.20,2015
5,Rob Gronkowski,TE,3,NE,JAX,7,4,57,101,0,43,14,25,0,0,0,0,0,17.10,2015
6,Travis Kelce,TE,3,KC,GB,10,6,60,80,0,38,8,13,0,0,0,0,0,16.00,2015
7,Jordan Reed,TE,3,WAS,NYG,9,6,67,96,0,26,11,16,0,0,0,0,0,15.60,2015
8,Owen Daniels,TE,3,DEN,DET,9,5,56,28,1,11,3,6,0,0,0,0,0,13.80,2015
9,Delanie Walker,TE,3,TEN,IND,10,7,70,68,0,19,7,10,0,0,0,0,0,13.80,2015
10,Clay Harbor,TE,3,JAX,NE,5,3,60,43,1,26,9,14,0,0,0,0,0,13.30,2015
11,Jason Witten,TE,3,DAL,ATL,8,6,75,65,0,19,8,11,0,0,0,0,0,12.50,2015
12,Eric Ebron,TE,3,DET,DEN,5,4,80,61,0,29,12,15,0,0,0,0,0,10.10,2015
13,Coby Fleener,TE,3,IND,TEN,6,4,67,51,0,19,9,13,0,0,0,0,0,9.10,2015
14,John Phillips,TE,3,LAC,MIN,4,4,100,35,0,15,9,9,0,0,0,0,0,7.50,2015
15,Maxx Williams,TE,3,BAL,CIN,7,3,43,44,0,28,6,15,0,0,0,0,0,7.40,2015
16,Benjamin Watson,TE,3,NO,CAR,4,4,100,42,0,20,11,11,0,0,0,1,1,7.20,2015
17,Crockett Gillmore,TE,3,BAL,CIN,3,3,100,40,0,19,13,13,0,0,0,0,0,7.00,2015
18,Larry Donnell,TE,3,NYG,WAS,6,3,50,32,0,22,5,11,0,0,0,0,0,6.20,2015
19,Jack Doyle,TE,3,IND,TEN,3,3,100,32,0,19,11,11,0,0,0,0,0,6.20,2015
20,Garrett Celek,TE,3,SF,ARI,3,3,100,29,0,12,10,10,0,0,0,0,0,5.90,2015
21,Daniel Fells,TE,3,NYG,WAS,3,3,100,27,0,23,9,9,0,0,0,0,0,5.70,2015
22,Martellus Bennett,TE,3,CHI,SEA,5,4,80,15,0,6,3,4,0,0,0,0,0,5.50,2015
23,Jermaine Gresham,TE,3,ARI,SF,3,2,67,34,0,22,11,17,0,0,0,0,0,5.40,2015
24,Zach Ertz,TE,3,PHI,NYJ,2,2,100,30,0,21,15,15,0,0,0,0,0,5.00,2015
25,Craig Stevens,TE,3,TEN,IND,2,2,100,29,0,27,15,15,0,0,0,0,0,4.90,2015
26,Brandon Myers,TE,3,TB,HOU,4,3,75,18,0,10,5,6,0,0,0,0,0,4.80,2015
27,Jordan Cameron,TE,3,MIA,BUF,8,3,38,16,0,10,2,5,0,0,0,0,0,4.60,2015
28,Scott Chandler,TE,3,NE,JAX,2,2,100,25,0,17,13,13,0,0,0,0,0,4.50,2015
29,Ed Dickson,TE,3,CAR,NO,3,2,67,19,0,10,6,10,0,0,0,0,0,3.90,2015
30,Nick Boyle,TE,3,BAL,CIN,2,2,100,19,0,13,10,10,0,0,0,0,0,3.90,2015
31,Heath Miller,TE,3,PIT,LAR,3,2,67,17,0,9,6,9,0,0,0,0,0,3.70,2015
32,Anthony Fasano,TE,3,TEN,IND,2,1,50,26,0,26,13,26,0,0,0,0,0,3.60,2015
33,Levine Toilolo,TE,3,ATL,DAL,1,1,100,6,0,6,6,6,0,0,0,0,0,3.60,2015
34,Virgil Green,TE,3,DEN,DET,1,1,100,26,0,26,26,26,0,0,0,0,0,3.60,2015
35,Richard Rodgers,TE,3,GB,KC,4,2,50,15,0,8,4,8,0,0,0,0,0,3.50,2015
36,Kyle Rudolph,TE,3,MIN,LAC,5,2,40,14,0,10,3,7,0,0,0,0,0,3.40,2015
37,Andrew Quarless,TE,3,GB,KC,2,2,100,14,0,7,7,7,0,0,0,0,0,3.40,2015
38,Lance Kendricks,TE,3,LAR,PIT,5,2,40,12,0,7,2,6,0,0,0,0,0,3.20,2015
39,Zach Miller,TE,3,CHI,SEA,1,1,100,21,0,21,21,21,0,0,0,0,0,3.10,2015
40,Jeff Cumberland,TE,3,NYJ,PHI,4,2,50,10,0,5,3,5,0,0,0,0,0,3.00,2015
41,Darren Fells,TE,3,ARI,SF,2,1,50,13,0,13,7,13,0,0,0,0,0,2.30,2015
42,Jake Stoneburner,TE,3,MIA,BUF,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30,2015
43,Josh Hill,TE,3,NO,CAR,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2015
44,Garrett Graham,TE,3,HOU,TB,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2015
45,Jacob Tamme,TE,3,ATL,DAL,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2015
46,Lee Smith,TE,3,OAK,CLE,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2015
47,Jared Cook,TE,3,LAR,PIT,3,1,33,7,0,7,2,7,0,0,0,0,0,1.70,2015
48,Blake Bell,TE,3,SF,ARI,1,1,100,0,0,0,0,0,0,0,0,0,0,1.00,2015
49,David Johnson,TE,3,LAC,MIN,0,0,0,0,0,0,0,0,1,2,0,0,0,0.20,2015
50,Derek Carrier,TE,3,WAS,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
