,Player,Position,Team,Opponent,Points,PlayerID
0,Cam Newton,QB,CAR,NO,32.9,00-0027939
1,Tom Brady,QB,NE,JAX,25.72,00-0019596
2,Joe Flacco,QB,BAL,CIN,24.48,00-0026158
3,Tyrod Taylor,QB,BUF,MIA,24.28,00-0028118
4,Marcus Mariota,QB,TEN,IND,23.68,00-0032268
5,Josh McCown,QB,CLE,OAK,23.64,00-0021206
6,Derek Carr,QB,OAK,CLE,23.46,00-0031280
7,Matt Ryan,QB,ATL,DAL,23.1,00-0026143
8,Peyton Manning,QB,DEN,DET,22.86,00-0010346
9,Carson Palmer,QB,ARI,SF,22.54,00-0021429
10,Alex Smith,QB,KC,GB,19.9,00-0023436
11,Kirk Cousins,QB,WAS,NYG,19.64,00-0029604
12,Eli Manning,QB,NYG,WAS,19.16,00-0022803
13,Ryan Tannehill,QB,MIA,BUF,18.78,00-0029701
14,Andrew Luck,QB,IND,TEN,18.5,00-0029668
15,Ryan Fitzpatrick,QB,NYJ,PHI,17.62,00-0023682
16,Blake Bortles,QB,JAX,NE,17.38,00-0031407
17,Russell Wilson,QB,SEA,CHI,16.2,00-0029263
18,Luke McCown,QB,NO,CAR,14.4,00-0022864
19,Jameis Winston,QB,TB,HOU,13.44,00-0031503
20,Matthew Stafford,QB,DET,DEN,12.58,00-0026498
21,Ryan Mallett,QB,HOU,TB,12.02,00-0028012
22,Philip Rivers,QB,LAC,MIN,11.84,00-0022942
23,Colin Kaepernick,QB,SF,ARI,9.28,00-0027974
24,Sam Bradford,QB,PHI,NYJ,8.52,00-0027854
25,Brandon Weeden,QB,DAL,ATL,8.28,00-0029677
26,Nick Foles,QB,LA,PIT,7.88,00-0029567
27,Ben Roethlisberger,QB,PIT,LAR,6.68,00-0022924
28,Kellen Clemens,QB,LAC,MIN,6.52,00-0024264
29,Jimmy Clausen,QB,CHI,SEA,3.82,00-0027659
30,Teddy Bridgewater,QB,MIN,LAC,3.74,00-0031237
31,Michael Vick,QB,PIT,LAR,1.32,
32,Joe Webb,QB,CAR,NO,0.0,00-0027796
33,EJ Manuel,QB,BUF,MIA,-0.2,00-0030526
34,Jimmy Garoppolo,QB,NE,JAX,-0.2,00-0031345
35,Drew Stanton,QB,ARI,SF,-0.3,00-0025430
36,Julio Jones,WR,ATL,DAL,43.4,00-0027944
37,Keenan Allen,WR,LAC,MIN,40.3,00-0030279
