Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Stephen Gostkowski,K,3,NE,JAX,3,3,100,46,6,6,0.00,2015
2,Steven Hauschka,K,3,SEA,CHI,4,4,100,48,2,2,0.00,2015
3,Dan Carpenter,K,3,BUF,MIA,2,3,67,51,5,5,0.00,2015
4,Josh Brown,K,3,NYG,WAS,3,3,100,48,3,3,0.00,2015
5,Sebastian Janikowski,K,3,OAK,CLE,2,2,100,35,3,3,0.00,2015
6,Graham Gano,K,3,CAR,NO,2,2,100,47,3,3,0.00,2015
7,Ryan Succop,K,3,TEN,IND,2,2,100,38,3,3,0.00,2015
8,Chandler Catanzaro,K,3,ARI,SF,1,1,100,22,6,6,0.00,2015
9,Travis Coons,K,3,CLE,OAK,2,2,100,41,2,2,0.00,2015
10,Mason Crosby,K,3,GB,KC,1,1,100,44,5,5,0.00,2015
11,Dustin Hopkins,K,3,WAS,NYG,2,2,100,44,1,1,0.00,2015
12,Randy Bullock,K,3,HOU,TB,2,3,67,39,1,2,0.00,2015
13,Matt Bryant,K,3,ATL,DAL,1,1,100,32,4,4,0.00,2015
14,Blair Walsh,K,3,MIN,LAC,1,1,100,24,4,4,0.00,2015
15,Nick Folk,K,3,NYJ,PHI,1,1,100,53,2,2,0.00,2015
16,Cody Parkey,K,3,PHI,NYJ,1,1,100,30,3,3,0.00,2015
17,Justin Tucker,K,3,BAL,CIN,1,2,50,21,3,3,0.00,2015
18,Josh Scobee,K,3,PIT,LAR,2,2,100,41,0,0,0.00,2015
19,Greg Zuerlein,K,3,LAR,PIT,2,2,100,49,0,0,0.00,2015
20,Brandon McManus,K,3,DEN,DET,1,1,100,48,3,3,0.00,2015
21,Adam Vinatieri,K,3,IND,TEN,0,0,0,0,5,5,0.00,2015
22,Kyle Brindza,K,3,TB,HOU,1,4,25,58,0,1,0.00,2015
23,Jason Myers,K,3,JAX,NE,1,1,100,40,2,2,0.00,2015
24,Dan Bailey,K,3,DAL,ATL,0,0,0,0,4,4,0.00,2015
25,Zach Hocker,K,3,NO,CAR,1,1,100,31,1,1,0.00,2015
26,Mike Nugent,K,3,CIN,BAL,0,0,0,0,4,4,0.00,2015
27,Josh Lambo,K,3,LAC,MIN,0,0,0,0,2,2,0.00,2015
28,Cairo Santos,K,3,KC,GB,0,0,0,0,2,2,0.00,2015
29,Phil Dawson,K,3,SF,ARI,0,0,0,0,1,1,0.00,2015
30,Andrew Franks,K,3,MIA,BUF,0,0,0,0,0,1,0.00,2015
31,Jordan Gay,K,3,BUF,MIA,0,0,0,0,0,0,0.00,2015
32,Robbie Gould,K,3,CHI,SEA,0,0,0,0,0,0,0.00,2015
33,Matt Prater,K,3,DET,DEN,0,0,0,0,0,1,0.00,2015
