Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,AJ Green,WR,3,CIN,BAL,13,10,77,227,2,80,18,23,0,0,0,0,0,47.70,2015
2,Steve Smith,WR,3,BAL,CIN,17,13,77,186,2,50,11,14,0,0,0,0,0,46.60,2015
3,Julio Jones,WR,3,ATL,DAL,20,12,60,164,2,45,8,14,0,0,0,0,0,43.40,2015
4,Keenan Allen,WR,3,LAC,MIN,18,12,67,133,2,34,7,11,0,0,0,0,0,40.30,2015
5,Larry Fitzgerald,WR,3,ARI,SF,11,9,82,134,2,23,12,15,0,0,0,0,0,37.40,2015
6,Randall Cobb,WR,3,GB,KC,12,7,58,91,3,29,8,13,1,12,0,0,0,35.30,2015
7,Rishard Matthews,WR,3,MIA,BUF,10,6,60,113,2,46,11,19,0,0,0,0,0,32.30,2015
8,Jeremy Maclin,WR,3,KC,GB,11,8,73,141,1,61,13,18,0,0,0,0,0,31.10,2015
9,James Jones,WR,3,GB,KC,8,7,88,139,1,52,17,20,0,0,0,0,0,29.90,2015
10,Brandon Marshall,WR,3,NYJ,PHI,14,10,71,109,1,20,8,11,0,0,0,2,1,28.90,2015
11,Rueben Randle,WR,3,NYG,WAS,7,7,100,116,1,41,17,17,0,0,0,0,0,27.60,2015
12,DeAndre Hopkins,WR,3,HOU,TB,14,8,57,101,1,29,7,13,0,0,0,0,0,27.10,2015
13,Antonio Brown,WR,3,PIT,LAR,13,11,85,108,0,19,8,10,0,0,0,0,0,24.80,2015
14,Kendall Wright,WR,3,TEN,IND,12,7,58,95,1,24,8,14,1,13,0,0,0,23.80,2015
15,Amari Cooper,WR,3,OAK,CLE,11,8,73,134,0,40,12,17,0,0,0,1,1,23.40,2015
16,Demaryius Thomas,WR,3,DEN,DET,13,9,69,92,1,45,7,10,0,0,0,1,1,23.20,2015
17,Odell Beckham Jr,WR,3,NYG,WAS,9,7,78,79,1,30,9,11,0,0,0,0,0,20.90,2015
18,Marvin Jones,WR,3,CIN,BAL,8,5,63,94,1,32,12,19,0,0,0,0,0,20.40,2015
19,Kenny Britt,WR,3,LAR,PIT,10,7,70,102,0,26,10,15,0,0,0,0,0,20.20,2015
20,Mike Evans,WR,3,TB,HOU,17,7,41,101,0,20,6,14,0,0,0,0,0,20.10,2015
21,Jarvis Landry,WR,3,MIA,BUF,13,8,62,67,0,13,5,8,1,-1,0,0,0,16.60,2015
22,Julian Edelman,WR,3,NE,JAX,11,8,73,85,0,19,8,11,0,0,0,0,0,16.50,2015
23,Calvin Johnson,WR,3,DET,DEN,13,8,62,77,0,25,6,10,0,0,0,0,0,15.70,2015
24,Jeremy Kerley,WR,3,NYJ,PHI,11,6,55,33,1,9,3,6,0,0,0,0,0,15.30,2015
25,Percy Harvin,WR,3,BUF,MIA,8,7,88,66,0,18,8,9,2,16,0,0,0,15.20,2015
26,Allen Hurns,WR,3,JAX,NE,4,2,50,70,1,59,18,35,0,0,0,0,0,15.00,2015
27,Danny Amendola,WR,3,NE,JAX,5,5,100,39,1,12,8,8,0,0,0,0,0,14.90,2015
28,Brandin Cooks,WR,3,NO,CAR,8,7,88,79,0,16,10,11,0,0,0,0,0,14.90,2015
29,Emmanuel Sanders,WR,3,DEN,DET,9,6,67,87,0,34,10,15,0,0,0,0,0,14.70,2015
30,Seth Roberts,WR,3,OAK,CLE,5,3,60,56,1,36,11,19,0,0,0,0,0,14.60,2015
