Player,Position,Team,Opponent,Points
Cam Newton,QB,CAR,NO,32.90
Tom Brady,QB,NE,JAX,25.72
Joe Flacco,QB,BAL,CIN,24.48
Tyrod Taylor,QB,BUF,MIA,24.28
Marcus Mariota,QB,TEN,IND,23.68
Josh McCown,QB,CLE,OAK,23.64
Derek Carr,QB,OAK,CLE,23.46
Matt Ryan,QB,ATL,DAL,23.10
Peyton Manning,QB,DEN,DET,22.86
Carson Palmer,QB,ARI,SF,22.54
Alex Smith,QB,KC,GB,19.90
Kirk Cousins,QB,WAS,NYG,19.64
Eli Manning,QB,NYG,WAS,19.16
Ryan Tannehill,QB,MIA,BUF,18.78
Andrew Luck,QB,IND,TEN,18.50
Ryan Fitzpatrick,QB,NYJ,PHI,17.62
Blake Bortles,QB,JAX,NE,17.38
Russell Wilson,QB,SEA,CHI,16.20
Luke McCown,QB,NO,CAR,14.40
Jameis Winston,QB,TB,HOU,13.44
Matthew Stafford,QB,DET,DEN,12.58
Ryan Mallett,QB,HOU,TB,12.02
Philip Rivers,QB,LAC,MIN,11.84
Colin Kaepernick,QB,SF,ARI,9.28
Sam Bradford,QB,PHI,NYJ,8.52
Brandon Weeden,QB,DAL,ATL,8.28
Nick Foles,QB,LAR,PIT,7.88
Ben Roethlisberger,QB,PIT,LAR,6.68
Kellen Clemens,QB,LAC,MIN,6.52
Jimmy Clausen,QB,CHI,SEA,3.82
Teddy Bridgewater,QB,MIN,LAC,3.74
Michael Vick,QB,PIT,LAR,1.32
Joe Webb,QB,CAR,NO,0.00
EJ Manuel,QB,BUF,MIA,-0.20
Jimmy Garoppolo,QB,NE,JAX,-0.20
Drew Stanton,QB,ARI,SF,-0.30
Julio Jones,WR,ATL,DAL,43.40
Keenan Allen,WR,LAC,MIN,40.30
Larry Fitzgerald,WR,ARI,SF,37.40
Randall Cobb,WR,GB,KC,35.30
Rishard Matthews,WR,MIA,BUF,32.30
Jeremy Maclin,WR,KC,GB,31.10
James Jones,WR,GB,KC,29.90
Brandon Marshall,WR,NYJ,PHI,28.90
Rueben Randle,WR,NYG,WAS,27.60
DeAndre Hopkins,WR,HOU,TB,27.10
Antonio Brown,WR,PIT,LAR,24.80
Kendall Wright,WR,TEN,IND,23.80
Amari Cooper,WR,OAK,CLE,23.40
Demaryius Thomas,WR,DEN,DET,23.20
Odell Beckham Jr,WR,NYG,WAS,20.90
Marvin Jones,WR,CIN,BAL,20.40
Kenny Britt,WR,LAR,PIT,20.20
Mike Evans,WR,TB,HOU,20.10
Jarvis Landry,WR,MIA,BUF,16.60
Julian Edelman,WR,NE,JAX,16.50
Calvin Johnson,WR,DET,DEN,15.70
Jeremy Kerley,WR,NYJ,PHI,15.30
Percy Harvin,WR,BUF,MIA,15.20
Allen Hurns,WR,JAX,NE,15.00
Danny Amendola,WR,NE,JAX,14.90
Brandin Cooks,WR,NO,CAR,14.90
Emmanuel Sanders,WR,DEN,DET,14.70
Seth Roberts,WR,OAK,CLE,14.60
Brian Hartline,WR,CLE,OAK,14.60
Jermaine Kearse,WR,SEA,CHI,13.60
Travis Benjamin,WR,CLE,OAK,13.50
TY Hilton,WR,IND,TEN,13.40
Ted Ginn,WR,CAR,NO,13.30
Chris Hogan,WR,BUF,MIA,13.20
Donte Moncrief,WR,IND,TEN,13.20
Jamison Crowder,WR,WAS,NYG,12.50
Phillip Dorsett,WR,IND,TEN,12.30
Keshawn Martin,WR,NE,JAX,12.30
Cecil Shorts,WR,HOU,TB,11.80
Pierre Garcon,WR,WAS,NYG,11.40
Jordan Matthews,WR,PHI,NYJ,10.90
Allen Robinson,WR,JAX,NE,10.80
Golden Tate,WR,DET,DEN,10.70
Rashad Ross,WR,WAS,NYG,10.70
Malcom Floyd,WR,LAC,MIN,10.30
Dorial Green-Beckham,WR,TEN,IND,10.20
Quincy Enunwa,WR,NYJ,PHI,10.00
Willie Snead,WR,NO,CAR,9.40
Jimmy Graham,TE,SEA,CHI,21.30
Charles Clay,TE,BUF,MIA,19.20
Rob Gronkowski,TE,NE,JAX,17.10
Travis Kelce,TE,KC,GB,16.00
Jordan Reed,TE,WAS,NYG,15.60
Owen Daniels,TE,DEN,DET,13.80
Delanie Walker,TE,TEN,IND,13.80
Clay Harbor,TE,JAX,NE,13.30
Jason Witten,TE,DAL,ATL,12.50
Eric Ebron,TE,DET,DEN,10.10
Coby Fleener,TE,IND,TEN,9.10
John Phillips,TE,LAC,MIN,7.50
Maxx Williams,TE,BAL,CIN,7.40
Benjamin Watson,TE,NO,CAR,7.20
Crockett Gillmore,TE,BAL,CIN,7.00
Larry Donnell,TE,NYG,WAS,6.20
Jack Doyle,TE,IND,TEN,6.20
Garrett Celek,TE,SF,ARI,5.90
Daniel Fells,TE,NYG,WAS,5.70
Martellus Bennett,TE,CHI,SEA,5.50
Jermaine Gresham,TE,ARI,SF,5.40
Zach Ertz,TE,PHI,NYJ,5.00
Craig Stevens,TE,TEN,IND,4.90
Brandon Myers,TE,TB,HOU,4.80
Jordan Cameron,TE,MIA,BUF,4.60
Scott Chandler,TE,NE,JAX,4.50
Nick Boyle,TE,BAL,CIN,3.90
Ed Dickson,TE,CAR,NO,3.90
Heath Miller,TE,PIT,LAR,3.70
Virgil Green,TE,DEN,DET,3.60
Levine Toilolo,TE,ATL,DAL,3.60
Anthony Fasano,TE,TEN,IND,3.60
Richard Rodgers,TE,GB,KC,3.50
Andrew Quarless,TE,GB,KC,3.40
Kyle Rudolph,TE,MIN,LAC,3.40
Lance Kendricks,TE,LAR,PIT,3.20
Zach Miller,TE,CHI,SEA,3.10
Jeff Cumberland,TE,NYJ,PHI,3.00
Darren Fells,TE,ARI,SF,2.30
Jake Stoneburner,TE,MIA,BUF,2.30
Josh Hill,TE,NO,CAR,2.00
Garrett Graham,TE,HOU,TB,1.90
Lee Smith,TE,OAK,CLE,1.80
Jacob Tamme,TE,ATL,DAL,1.80
Jared Cook,TE,LAR,PIT,1.70
Blake Bell,TE,SF,ARI,1.00
David Johnson,TE,LAC,MIN,0.20
Marcedes Lewis,TE,JAX,NE,0.00
Chris Johnson,RB,ARI,SF,31.00
Joseph Randle,RB,DAL,ATL,30.50
LeGarrette Blount,RB,NE,JAX,28.20
Adrian Peterson,RB,MIN,LAC,27.60
Le'Veon Bell,RB,PIT,LAR,26.20
Latavius Murray,RB,OAK,CLE,24.90
Lance Dunbar,RB,DAL,ATL,23.50
Alfred Blue,RB,HOU,TB,22.90
Ryan Mathews,RB,PHI,NYJ,22.80
Chris Thompson,RB,WAS,NYG,22.60
Frank Gore,RB,IND,TEN,22.40
Mark Ingram,RB,NO,CAR,20.90
Karlos Williams,RB,BUF,MIA,20.00
Darren Sproles,RB,PHI,NYJ,19.60
Dion Lewis,RB,NE,JAX,17.70
Theo Riddick,RB,DET,DEN,14.60
Bilal Powell,RB,NYJ,PHI,14.50
Thomas Rawls,RB,SEA,CHI,13.40
Charles Sims,RB,TB,HOU,13.20
Antonio Andrews,RB,TEN,IND,13.10
Ameer Abdullah,RB,DET,DEN,12.20
Eddie Lacy,RB,GB,KC,11.70
Giovani Bernard,RB,CIN,BAL,11.30
Khiry Robinson,RB,NO,CAR,10.00
LeSean McCoy,RB,BUF,MIA,9.60
Darren McFadden,RB,DAL,ATL,9.50
Lamar Miller,RB,MIA,BUF,9.50
Duke Johnson,RB,CLE,OAK,9.50
Ty Montgomery,RB,GB,KC,9.40
Andre Williams,RB,NYG,WAS,8.90
Rashad Jennings,RB,NYG,WAS,8.70
Ronnie Hillman,RB,DEN,DET,8.60
Jonathan Grimes,RB,HOU,TB,7.80
Matt Forte,RB,CHI,SEA,7.40
Joique Bell,RB,DET,DEN,7.40
Mike Tolbert,FB,CAR,NO,7.40
James White,RB,NE,JAX,7.40
Danny Woodhead,RB,LAC,MIN,7.30
Carlos Hyde,RB,SF,ARI,7.10
David Johnson,RB,ARI,SF,7.10
Jalston Fowler,RB,TEN,IND,6.90
Justin Forsett,RB,BAL,CIN,6.90
Marcel Reece,FB,OAK,CLE,6.60
TJ Yeldon,RB,JAX,NE,6.20
Zach Line,FB,MIN,LAC,6.10
James Starks,RB,GB,KC,6.10
Bishop Sankey,RB,TEN,IND,6.10
Marcus Murphy,RB,NO,CAR,6.00
Dan Carpenter,K,BUF,MIA,0.00
Josh Brown,K,NYG,WAS,0.00
Ryan Succop,K,TEN,IND,0.00
Sebastian Janikowski,K,OAK,CLE,0.00
Graham Gano,K,CAR,NO,0.00
Chandler Catanzaro,K,ARI,SF,0.00
Mason Crosby,K,GB,KC,0.00
Travis Coons,K,CLE,OAK,0.00
Blair Walsh,K,MIN,LAC,0.00
Randy Bullock,K,HOU,TB,0.00
Dustin Hopkins,K,WAS,NYG,0.00
Nick Folk,K,NYJ,PHI,0.00
Matt Bryant,K,ATL,DAL,0.00
Cody Parkey,K,PHI,NYJ,0.00
Justin Tucker,K,BAL,CIN,0.00
Brandon McManus,K,DEN,DET,0.00
Josh Scobee,K,PIT,LAR,0.00
Greg Zuerlein,K,LAR,PIT,0.00
Adam Vinatieri,K,IND,TEN,0.00
Kyle Brindza,K,TB,HOU,0.00
Jason Myers,K,JAX,NE,0.00
Zach Hocker,K,NO,CAR,0.00
Mike Nugent,K,CIN,BAL,0.00
Dan Bailey,K,DAL,ATL,0.00
Josh Lambo,K,LAC,MIN,0.00
Cairo Santos,K,KC,GB,0.00
Phil Dawson,K,SF,ARI,0.00
Matt Prater,K,DET,DEN,0.00
Jordan Gay,K,BUF,MIA,0.00
Robbie Gould,K,CHI,SEA,0.00
Andrew Franks,K,MIA,BUF,0.00
Denver Broncos,DST,DEN,DET,18.00
Philadelphia Eagles,DST,PHI,NYJ,16.00
Buffalo Bills,DST,BUF,MIA,15.00
Minnesota Vikings,DST,MIN,LAC,15.00
Oakland Raiders,DST,OAK,CLE,12.00
Indianapolis Colts,DST,IND,TEN,12.00
Pittsburgh Steelers,DST,PIT,LAR,11.00
Los Angeles Rams,DST,LAR,PIT,11.00
Baltimore Ravens,DST,BAL,CIN,11.00
New York Giants,DST,NYG,WAS,11.00
Cleveland Browns,DST,CLE,OAK,10.00
Green Bay Packers,DST,GB,KC,8.00
New Orleans Saints,DST,NO,CAR,7.00
Houston Texans,DST,HOU,TB,6.00
Tennessee Titans,DST,TEN,IND,6.00
Detroit Lions,DST,DET,DEN,5.00
New England Patriots,DST,NE,JAX,5.00
Carolina Panthers,DST,CAR,NO,5.00
Washington Redskins,DST,WAS,NYG,5.00
Tampa Bay Buccaneers,DST,TB,HOU,4.00
Chicago Bears,DST,CHI,SEA,4.00
Atlanta Falcons,DST,ATL,DAL,3.00
Cincinnati Bengals,DST,CIN,BAL,3.00
New York Jets,DST,NYJ,PHI,3.00
Los Angeles Chargers,DST,LAC,MIN,2.00
San Francisco 49ers,DST,SF,ARI,2.00
Jacksonville Jaguars,DST,JAX,NE,0.00
Kansas City Chiefs,DST,KC,GB,-1.00
Dallas Cowboys,DST,DAL,ATL,-3.00
Miami Dolphins,DST,MIA,BUF,-4.00
