Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Knowshon Moreno,RB,6,DEN,JAX,15,42,3,3,10,7,62,0,0,0,35.40,2013
2,Marshawn Lynch,RB,6,SEA,TEN,21,77,4,2,5,4,78,0,1,0,31.50,2013
3,Jamaal Charles,RB,6,KC,OAK,22,78,4,2,9,5,50,0,1,0,29.80,2013
4,Brandon Jacobs,RB,6,NYG,CHI,22,106,5,2,2,1,8,0,0,0,27.40,2013
5,Arian Foster,RB,6,HOU,LAR,20,141,7,0,7,4,57,0,0,0,26.80,2013
6,Reggie Bush,RB,6,DET,CLE,17,78,5,0,6,5,57,1,0,0,24.50,2013
7,Stevan Ridley,RB,6,NE,NO,20,96,5,2,1,1,14,0,0,0,24.00,2013
8,Giovani Bernard,RB,6,CIN,BUF,15,28,2,0,7,6,72,1,0,0,22.00,2013
9,Chris Ogbonnaya,RB,6,CLE,DET,5,24,5,0,12,7,61,1,0,0,21.50,2013
10,LeSean McCoy,RB,6,PHI,TB,25,116,5,0,2,2,55,0,1,1,21.10,2013
11,Andre Ellington,RB,6,ARI,SF,7,56,8,1,5,5,36,0,0,0,20.20,2013
12,Mike Tolbert,FB,6,CAR,MIN,8,27,3,1,3,2,20,1,0,0,18.70,2013
13,Matt Forte,RB,6,CHI,NYG,19,67,4,0,6,6,44,0,0,0,17.10,2013
14,DeAngelo Williams,RB,6,CAR,MIN,17,64,4,0,5,5,53,0,0,0,16.70,2013
15,Eddie Lacy,RB,6,GB,BAL,23,120,5,0,1,1,5,0,0,0,16.50,2013
16,Maurice Jones-Drew,RB,6,JAX,DEN,20,71,4,1,2,2,3,0,0,0,15.40,2013
17,Alfred Morris,RB,6,WAS,DAL,16,81,5,1,1,0,0,0,0,0,14.10,2013
18,Danny Woodhead,RB,6,LAC,IND,9,36,4,0,5,5,47,0,0,0,13.30,2013
19,Darren Sproles,RB,6,NO,NE,5,15,3,0,12,6,58,0,0,0,13.30,2013
20,Ryan Mathews,RB,6,LAC,IND,22,102,5,0,1,0,0,0,0,0,13.20,2013
21,Frank Gore,RB,6,SF,ARI,25,101,4,0,0,0,0,0,0,0,13.10,2013
22,Doug Martin,RB,6,TB,PHI,16,67,4,0,4,4,24,0,0,0,13.10,2013
23,DeMarco Murray,RB,6,DAL,WAS,7,29,4,1,2,2,21,0,0,0,13.00,2013
24,Ben Tate,RB,6,HOU,LAR,10,12,1,1,4,3,16,0,0,0,11.80,2013
25,Roy Helu,RB,6,WAS,DAL,6,42,7,0,6,4,35,0,0,0,11.70,2013
26,Khiry Robinson,RB,6,NO,NE,7,53,8,1,0,0,0,0,0,0,11.30,2013
27,Adrian Peterson,RB,6,MIN,CAR,10,62,6,0,4,3,21,0,1,0,11.30,2013
28,Darren McFadden,RB,6,OAK,KC,16,52,3,0,3,3,31,0,0,0,11.30,2013
29,Joseph Randle,RB,6,DAL,WAS,11,17,2,1,2,2,15,0,0,0,11.20,2013
30,Zac Stacy,RB,6,LAR,HOU,18,79,4,0,2,2,11,0,0,0,11.00,2013
31,Fred Jackson,RB,6,BUF,CIN,10,35,4,0,5,4,13,0,0,0,8.80,2013
32,BenJarvus Green-Ellis,RB,6,CIN,BUF,18,86,5,0,1,0,0,0,0,0,8.60,2013
33,CJ Spiller,RB,6,BUF,CIN,10,55,6,0,2,2,11,0,0,0,8.60,2013
34,Le'Veon Bell,RB,6,PIT,NYJ,16,34,2,0,3,3,22,0,0,0,8.60,2013
35,Chris Johnson,RB,6,TEN,SEA,12,33,3,0,4,3,21,0,0,0,8.40,2013
36,Pierre Thomas,RB,6,NO,NE,11,51,5,0,1,1,29,0,1,1,8.00,2013
37,Bilal Powell,RB,6,NYJ,PIT,9,30,3,0,3,3,20,0,0,0,8.00,2013
38,Ray Rice,RB,6,BAL,GB,14,34,2,0,4,3,15,0,0,0,7.90,2013
39,Travaris Cadet,RB,6,NO,NE,0,0,0,0,1,1,3,1,0,0,7.30,2013
40,Kendall Hunter,RB,6,SF,ARI,3,11,4,1,1,0,0,0,0,0,7.10,2013
41,Trent Richardson,RB,6,IND,LAC,10,40,4,0,2,1,13,0,0,0,6.30,2013
42,Robert Turbin,RB,6,SEA,TEN,1,13,13,0,2,2,23,0,0,0,5.60,2013
43,Ronnie Hillman,RB,6,DEN,JAX,4,20,5,0,2,2,16,0,1,0,5.60,2013
44,Donald Brown,RB,6,IND,LAC,3,15,5,0,2,2,19,0,0,0,5.40,2013
45,Tashard Choice,RB,6,BUF,CIN,4,24,6,0,3,2,9,0,0,0,5.30,2013
46,Rashard Mendenhall,RB,6,ARI,SF,10,40,4,0,1,1,2,0,0,0,5.20,2013
47,Bernard Pierce,RB,6,BAL,GB,6,9,2,0,2,2,22,0,0,0,5.10,2013
48,Willis McGahee,RB,6,CLE,DET,10,37,4,0,1,1,2,0,0,0,4.90,2013
49,Mike Goodson,RB,6,NYJ,PIT,4,29,7,0,1,1,10,0,0,0,4.90,2013
50,Brandon Bolden,RB,6,NE,NO,5,19,4,0,3,2,9,0,0,0,4.80,2013
