Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Calvin Johnson,WR,8,DET,WAS,15,9,60,101,3,15,7,11,0,0,0,0,0,40.10,2010
2,Brandon Lloyd,WR,8,DEN,SF,12,7,58,169,1,71,14,24,0,0,0,0,0,32.90,2010
3,Mike Sims-Walker,WR,8,JAX,DAL,10,8,80,153,1,39,15,19,0,0,0,0,0,32.30,2010
4,Darrius Heyward-Bey,WR,8,OAK,SEA,9,5,56,105,1,69,12,21,1,30,0,0,0,27.50,2010
5,Steve Breaston,WR,8,ARI,TB,11,8,73,147,0,37,13,18,1,14,0,0,0,27.10,2010
6,Andre Johnson,WR,8,HOU,IND,10,7,70,106,1,28,11,15,0,0,0,0,0,26.60,2010
7,Larry Fitzgerald,WR,8,ARI,TB,12,6,50,72,2,24,6,12,0,0,0,0,0,25.20,2010
8,Nate Washington,WR,8,TEN,LAC,9,4,44,117,1,71,13,29,0,0,0,0,0,24.70,2010
9,Terrell Owens,WR,8,CIN,MIA,12,5,42,65,2,37,5,13,0,0,0,0,0,23.50,2010
10,Mike Williams,WR,8,TB,ARI,6,4,67,105,1,47,18,26,0,0,0,0,0,23.50,2010
11,Brandon Tate,WR,8,NE,MIN,4,3,75,101,1,65,25,34,0,0,0,0,0,22.10,2010
12,Miles Austin,WR,8,DAL,JAX,12,7,58,117,0,35,10,17,0,0,0,0,0,21.70,2010
13,Percy Harvin,WR,8,MIN,NE,8,6,75,104,0,30,13,17,0,0,0,0,0,21.40,2010
14,Marques Colston,WR,8,NO,PIT,9,6,67,75,1,27,8,13,1,1,0,0,0,19.60,2010
15,Lance Moore,WR,8,NO,PIT,8,7,88,54,1,18,7,8,0,0,0,0,0,18.40,2010
16,Steve Smith,WR,8,CAR,LAR,15,9,60,85,0,20,6,9,0,0,0,1,1,16.50,2010
17,Dez Bryant,WR,8,DAL,JAX,9,7,78,84,0,29,9,12,0,0,0,0,0,15.40,2010
18,Mike Thomas,WR,8,JAX,DAL,4,4,100,41,1,15,10,10,1,9,0,0,0,15.00,2010
19,Danny Amendola,WR,8,LAR,CAR,7,6,86,28,1,9,4,5,0,0,0,0,0,14.80,2010
20,Pierre Garcon,WR,8,IND,HOU,11,7,64,78,0,18,7,11,0,0,0,0,0,14.80,2010
21,Steve Johnson,WR,8,BUF,KC,10,5,50,37,1,12,4,7,0,0,0,0,0,14.70,2010
22,Michael Crabtree,WR,8,SF,DEN,5,3,60,53,1,28,11,18,0,0,0,0,0,14.30,2010
23,Greg Jennings,WR,8,GB,NYJ,12,6,50,81,0,30,7,14,0,0,0,0,0,14.10,2010
24,Brandon LaFell,WR,8,CAR,LAR,8,4,50,40,1,17,5,10,0,0,0,0,0,14.00,2010
