Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,David Garrard,QB,8,JAX,DAL,17,21,81,260,12,4,0,158,2,2,1,1,31.60,2010
2,Matthew Stafford,QB,8,DET,WAS,26,45,58,212,5,4,1,90,0,0,0,0,25.48,2010
3,Jason Campbell,QB,8,OAK,SEA,15,27,56,310,12,2,0,121,4,4,1,0,23.80,2010
4,Philip Rivers,QB,8,LAC,TEN,27,36,75,305,9,2,1,107,2,3,2,0,22.50,2010
5,Kyle Orton,QB,8,DEN,SF,28,40,70,369,9,1,1,97,3,18,6,0,21.56,2010
6,Drew Brees,QB,8,NO,PIT,34,44,77,305,7,2,1,101,3,-2,-1,0,21.00,2010
7,Jon Kitna,QB,8,DAL,JAX,34,49,69,379,8,1,4,65,5,12,2,0,19.36,2010
8,Peyton Manning,QB,8,IND,HOU,26,45,58,268,6,2,0,90,4,3,1,0,19.02,2010
9,Vince Young,QB,8,TEN,LAC,10,21,48,253,12,2,0,124,2,3,2,0,18.42,2010
10,Troy Smith,QB,8,SF,DEN,12,19,63,196,10,1,0,115,4,2,1,1,18.04,2010
11,Josh Freeman,QB,8,TB,ARI,18,25,72,278,11,1,0,122,2,22,11,0,17.32,2010
12,Ryan Fitzpatrick,QB,8,BUF,KC,24,48,50,223,5,1,1,61,6,43,7,0,16.22,2010
13,Donovan McNabb,QB,8,WAS,DET,17,30,57,210,7,1,1,76,4,45,11,0,15.90,2010
14,Sam Bradford,QB,8,LAR,CAR,25,32,78,191,6,2,0,112,5,2,0,0,15.84,2010
15,Carson Palmer,QB,8,CIN,MIA,17,38,45,156,4,2,1,63,3,13,4,0,14.54,2010
16,Tom Brady,QB,8,NE,MIN,16,27,59,240,9,1,0,101,4,-3,-1,0,13.30,2010
17,Matt Cassel,QB,8,KC,BUF,14,26,54,152,6,1,0,84,2,13,7,0,11.38,2010
18,Derek Anderson,QB,8,ARI,TB,16,24,67,234,10,1,2,77,0,0,0,0,11.36,2010
19,Tarvaris Jackson,QB,8,MIN,NE,4,6,67,36,6,1,0,122,1,33,33,0,10.74,2010
20,Mark Sanchez,QB,8,NYJ,GB,16,38,42,256,7,0,2,43,2,22,11,0,10.44,2010
21,Matt Schaub,QB,8,HOU,IND,22,38,58,201,5,1,1,70,1,1,1,0,10.14,2010
22,Brett Favre,QB,8,MIN,NE,22,32,69,259,8,0,1,80,0,0,0,0,9.36,2010
23,Matt Moore,QB,8,CAR,LAR,23,37,62,194,5,1,3,51,1,5,5,0,9.26,2010
24,Aaron Rodgers,QB,8,GB,NYJ,15,34,44,170,5,0,0,60,3,5,2,0,7.30,2010
25,Chad Henne,QB,8,MIA,CIN,24,37,65,217,6,0,1,69,3,-7,-2,0,6.98,2010
26,Ben Roethlisberger,QB,8,PIT,NO,17,28,61,195,7,0,1,67,1,-1,-1,0,6.70,2010
27,Tim Tebow,QB,8,DEN,SF,0,0,0,0,0,0,0,0,2,1,1,1,6.10,2010
28,Matt Hasselbeck,QB,8,SEA,OAK,13,32,41,160,5,0,1,44,0,0,0,0,5.40,2010
29,Max Hall,QB,8,ARI,TB,8,16,50,71,4,1,2,43,1,-5,-5,0,4.34,2010
30,Kerry Collins,QB,8,TEN,LAC,8,15,53,52,4,0,0,61,0,0,0,0,2.08,2010
31,Rex Grossman,QB,8,WAS,DET,4,7,57,44,6,0,0,76,0,0,0,0,0.76,2010
32,Charlie Whitehurst,QB,8,SEA,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
33,Chase Daniel,QB,8,NO,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
