Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dan Carpenter,K,8,MIA,CIN,5,5,100,54,1,1,0.00,2010
2,Sebastian Janikowski,K,8,OAK,SEA,4,5,80,49,3,3,0.00,2010
3,Adam Vinatieri,K,8,IND,HOU,3,3,100,48,3,3,0.00,2010
4,Mason Crosby,K,8,GB,NYJ,3,4,75,41,0,0,0.00,2010
5,Kris Brown,K,8,LAC,TEN,2,2,100,36,3,3,0.00,2010
6,Josh Brown,K,8,LAR,CAR,2,3,67,41,2,2,0.00,2010
7,Connor Barth,K,8,TB,ARI,1,2,50,21,5,5,0.00,2010
8,Garrett Hartley,K,8,NO,PIT,2,2,100,31,2,2,0.00,2010
9,Graham Gano,K,8,WAS,DET,2,2,100,46,1,1,0.00,2010
10,Ryan Succop,K,8,KC,BUF,2,3,67,35,1,1,0.00,2010
11,Neil Rackers,K,8,HOU,IND,1,1,100,53,2,2,0.00,2010
12,Joe Nedney,K,8,SF,DEN,1,2,50,34,3,3,0.00,2010
13,David Buehler,K,8,DAL,JAX,1,1,100,34,2,2,0.00,2010
14,Josh Scobee,K,8,JAX,DAL,0,0,0,0,5,5,0.00,2010
15,Jason Hanson,K,8,DET,WAS,1,1,100,32,2,2,0.00,2010
16,Rob Bironas,K,8,TEN,LAC,1,1,100,21,2,2,0.00,2010
17,Jay Feely,K,8,ARI,TB,0,0,0,0,5,5,0.00,2010
18,Rian Lindell,K,8,BUF,KC,1,2,50,43,1,1,0.00,2010
19,John Kasay,K,8,CAR,LAR,1,1,100,44,1,1,0.00,2010
20,Matt Prater,K,8,DEN,SF,1,1,100,32,1,1,0.00,2010
21,Ryan Longwell,K,8,MIN,NE,1,1,100,24,1,1,0.00,2010
22,Stephen Gostkowski,K,8,NE,MIN,0,0,0,0,4,4,0.00,2010
23,Jeff Reed,K,8,PIT,NO,1,2,50,19,1,1,0.00,2010
24,Olindo Mare,K,8,SEA,OAK,1,3,33,47,0,0,0.00,2010
25,Mike Nugent,K,8,CIN,MIA,0,0,0,0,2,2,0.00,2010
26,Nick Folk,K,8,NYJ,GB,0,1,0,0,0,0,0.00,2010
27,Rhys Lloyd,K,8,CAR,LAR,0,0,0,0,0,0,0.00,2010
