Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Arian Foster,RB,8,HOU,IND,15,102,7,1,9,9,65,0,0,0,34.70,2010
2,Jamaal Charles,RB,8,KC,BUF,22,177,8,0,5,4,61,0,0,0,30.80,2010
3,LeGarrette Blount,RB,8,TB,ARI,22,120,6,2,2,2,9,0,1,1,28.90,2010
4,BenJarvus Green-Ellis,RB,8,NE,MIN,17,112,7,2,2,1,11,0,0,0,28.30,2010
5,Adrian Peterson,RB,8,MIN,NE,25,92,4,1,6,5,50,0,0,0,25.20,2010
6,Frank Gore,RB,8,SF,DEN,29,118,4,1,1,1,7,0,0,0,22.50,2010
7,Marcel Reece,FB,8,OAK,SEA,2,32,16,0,4,3,90,1,0,0,21.20,2010
8,Maurice Jones-Drew,RB,8,JAX,DAL,27,135,5,0,3,2,13,0,0,0,19.80,2010
9,Chris Johnson,RB,8,TEN,LAC,15,59,4,1,6,5,24,0,0,0,19.30,2010
10,Mike Tolbert,FB,8,LAC,TEN,11,63,6,1,4,4,27,0,0,0,19.00,2010
11,Darren McFadden,RB,8,OAK,SEA,21,111,5,0,2,2,24,0,0,0,18.50,2010
12,Darren Sproles,RB,8,LAC,TEN,4,41,10,0,6,4,36,1,0,0,17.70,2010
13,Michael Bush,RB,8,OAK,SEA,9,51,6,1,1,1,55,0,0,0,17.60,2010
14,Danny Woodhead,RB,8,NE,MIN,6,13,2,1,6,5,45,0,0,0,16.80,2010
15,Rashard Mendenhall,RB,8,PIT,NO,15,71,5,1,3,2,14,0,0,0,16.50,2010
16,Ryan Mathews,RB,8,LAC,TEN,15,43,3,1,3,3,11,0,0,0,14.40,2010
17,Keiland Williams,RB,8,WAS,DET,6,25,4,1,3,3,28,0,0,0,14.30,2010
18,LaDainian Tomlinson,RB,8,NYJ,GB,16,54,3,0,7,5,37,0,1,0,14.10,2010
19,Chris Wells,RB,8,ARI,TB,16,50,3,1,2,1,14,0,0,0,13.40,2010
20,Mike Hart,RB,8,IND,HOU,12,84,7,0,3,3,19,0,0,0,13.30,2010
21,Jahvid Best,RB,8,DET,WAS,12,48,4,0,8,5,31,0,0,0,12.90,2010
22,Ricky Williams,RB,8,MIA,CIN,9,47,5,1,1,1,2,0,0,0,11.90,2010
23,Ryan Torain,RB,8,WAS,DET,9,10,1,0,4,3,19,1,0,0,11.90,2010
24,Toby Gerhart,RB,8,MIN,NE,2,0,0,0,5,5,67,0,0,0,11.70,2010
25,Cedric Benson,RB,8,CIN,MIA,20,69,3,0,3,3,12,0,0,0,11.10,2010
26,Fred Jackson,RB,8,BUF,KC,20,64,3,0,8,3,11,0,0,0,10.50,2010
27,LaRod Stephens-Howling,RB,8,ARI,TB,4,41,10,1,2,0,0,0,0,0,10.10,2010
28,Knowshon Moreno,RB,8,DEN,SF,11,40,4,0,4,4,19,0,0,0,9.90,2010
29,Thomas Jones,RB,8,KC,BUF,19,77,4,0,1,1,5,0,0,0,9.20,2010
30,Brandon Jackson,RB,8,GB,NYJ,15,55,4,0,2,2,17,0,0,0,9.20,2010
31,Naufahu Tahi,RB,8,MIN,NE,0,0,0,0,2,2,9,1,0,0,8.90,2010
32,Kevin Smith,RB,8,DET,WAS,12,51,4,0,3,2,16,0,0,0,8.70,2010
33,CJ Spiller,RB,8,BUF,KC,6,17,3,0,6,4,28,0,1,0,8.50,2010
34,Ronnie Brown,RB,8,MIA,CIN,16,61,4,0,2,1,7,0,0,0,7.80,2010
35,Marion Barber,RB,8,DAL,JAX,9,16,2,1,0,0,0,0,0,0,7.60,2010
36,Steven Jackson,RB,8,LAR,CAR,23,59,3,0,1,1,4,0,0,0,7.30,2010
37,Tashard Choice,RB,8,DAL,JAX,0,0,0,0,4,4,27,0,0,0,6.70,2010
38,Felix Jones,RB,8,DAL,JAX,8,22,3,0,4,3,14,0,0,0,6.60,2010
39,Cadillac Williams,RB,8,TB,ARI,4,10,3,0,5,3,26,0,0,0,6.60,2010
40,Julius Jones,RB,8,NO,PIT,7,16,2,0,4,3,20,0,0,0,6.60,2010
41,Justin Forsett,RB,8,SEA,OAK,5,11,2,0,6,3,23,0,0,0,6.40,2010
42,Correll Buckhalter,RB,8,DEN,SF,0,0,0,0,4,4,23,0,0,0,6.30,2010
43,Mike Goodson,RB,8,CAR,LAR,1,1,1,0,5,4,16,0,0,0,5.70,2010
44,Donald Brown,RB,8,IND,HOU,9,16,2,0,2,2,13,0,0,0,4.90,2010
45,Jason Wright,RB,8,ARI,TB,0,0,0,0,4,3,19,0,0,0,4.90,2010
46,Jonathan Stewart,RB,8,CAR,LAR,14,30,2,0,1,1,8,0,0,0,4.80,2010
47,Jacob Hester,RB,8,LAC,TEN,2,6,3,0,3,3,12,0,0,0,4.80,2010
48,Shonn Greene,RB,8,NYJ,GB,6,22,4,0,2,1,10,0,0,0,4.20,2010
49,Derrick Ward,RB,8,HOU,IND,2,5,3,0,3,2,9,0,0,0,3.40,2010
50,Leon Washington,RB,8,SEA,OAK,5,29,6,0,0,0,0,0,0,0,2.90,2010
