Player,Position,Team,Opponent,Points
Jason Campbell,QB,OAK,SEA,23.80
Philip Rivers,QB,LAC,TEN,22.50
Kyle Orton,QB,DEN,SF,21.56
Drew Brees,QB,NO,PIT,21.00
Jon Kitna,QB,DAL,JAX,19.36
Peyton Manning,QB,IND,HOU,19.02
Vince Young,QB,TEN,LAC,18.42
Troy Smith,QB,SF,DEN,18.04
Josh Freeman,QB,TB,ARI,17.32
Ryan Fitzpatrick,QB,BUF,KC,16.22
Donovan McNabb,QB,WAS,DET,15.90
Sam Bradford,QB,LAR,CAR,15.84
Carson Palmer,QB,CIN,MIA,14.54
Tom Brady,QB,NE,MIN,13.30
Matt Cassel,QB,KC,BUF,11.38
Derek Anderson,QB,ARI,TB,11.36
Tarvaris Jackson,QB,MIN,NE,10.74
Mark Sanchez,QB,NYJ,GB,10.44
Matt Schaub,QB,HOU,IND,10.14
Brett Favre,QB,MIN,NE,9.36
Matt Moore,QB,CAR,LAR,9.26
Aaron Rodgers,QB,GB,NYJ,7.30
Chad Henne,QB,MIA,CIN,6.98
Ben Roethlisberger,QB,PIT,NO,6.70
Tim Tebow,QB,DEN,SF,6.10
Matt Hasselbeck,QB,SEA,OAK,5.40
Max Hall,QB,ARI,TB,4.34
Kerry Collins,QB,TEN,LAC,2.08
Rex Grossman,QB,WAS,DET,0.76
Charlie Whitehurst,QB,SEA,OAK,0.00
Chase Daniel,QB,NO,PIT,0.00
Mike Sims-Walker,WR,JAX,DAL,32.30
Darrius Heyward-Bey,WR,OAK,SEA,27.50
Steve Breaston,WR,ARI,TB,27.10
Andre Johnson,WR,HOU,IND,26.60
Larry Fitzgerald,WR,ARI,TB,25.20
Nate Washington,WR,TEN,LAC,24.70
Terrell Owens,WR,CIN,MIA,23.50
Mike Williams,WR,TB,ARI,23.50
Brandon Tate,WR,NE,MIN,22.10
Miles Austin,WR,DAL,JAX,21.70
Percy Harvin,WR,MIN,NE,21.40
Marques Colston,WR,NO,PIT,19.60
Lance Moore,WR,NO,PIT,18.40
Steve Smith,WR,CAR,LAR,16.50
Dez Bryant,WR,DAL,JAX,15.40
Mike Thomas,WR,JAX,DAL,15.00
Danny Amendola,WR,LAR,CAR,14.80
Pierre Garcon,WR,IND,HOU,14.80
Steve Johnson,WR,BUF,KC,14.70
Michael Crabtree,WR,SF,DEN,14.30
Greg Jennings,WR,GB,NYJ,14.10
Brandon LaFell,WR,CAR,LAR,14.00
Reggie Wayne,WR,IND,HOU,13.90
Robert Meachem,WR,NO,PIT,13.60
Brian Hartline,WR,MIA,CIN,13.30
Brandon Gibson,WR,LAR,CAR,12.70
Anthony Armstrong,WR,WAS,DET,12.20
Jerricho Cotchery,WR,NYJ,GB,12.10
Roscoe Parrish,WR,BUF,KC,11.90
Santana Moss,WR,WAS,DET,11.60
Brandon Marshall,WR,MIA,CIN,11.40
Davone Bess,WR,MIA,CIN,11.30
Dwayne Bowe,WR,KC,BUF,11.00
Nate Burleson,WR,DET,WAS,10.70
Lee Evans,WR,BUF,KC,10.60
Jordy Nelson,WR,GB,NYJ,10.50
Lavelle Hawkins,WR,TEN,LAC,9.60
Anthony Gonzalez,WR,IND,HOU,9.50
Jabar Gaffney,WR,DEN,SF,9.40
Micheal Spurlock,WR,TB,ARI,9.00
Patrick Crayton,WR,LAC,TEN,8.60
Laurent Robinson,WR,LAR,CAR,8.30
Early Doucet,WR,ARI,TB,7.90
Seyi Ajirotutu,WR,LAC,TEN,7.80
Eddie Royal,WR,DEN,SF,7.40
Santonio Holmes,WR,NYJ,GB,7.30
Mike Wallace,WR,PIT,NO,7.30
Chad Johnson,WR,CIN,MIA,6.40
Marcedes Lewis,TE,JAX,DAL,19.10
Jacob Tamme,TE,IND,HOU,18.40
Daniel Fells,TE,LAR,CAR,13.50
