Player,Position,Team,Opponent,Points
Ryan Fitzpatrick,QB,TEN,OAK,26.40
Carson Palmer,QB,ARI,IND,23.56
Josh McCown,QB,CHI,LAR,23.48
Colin Kaepernick,QB,SF,WAS,23.40
Alex Smith,QB,KC,LAC,22.46
Ryan Tannehill,QB,MIA,CAR,22.00
Cam Newton,QB,CAR,MIA,21.06
Matthew Stafford,QB,DET,TB,20.48
Drew Brees,QB,NO,ATL,18.52
Tony Romo,QB,DAL,NYG,16.46
Ben Roethlisberger,QB,PIT,CLE,16.38
Mike Glennon,QB,TB,DET,16.18
Matt Flynn,QB,GB,MIN,15.12
Eli Manning,QB,NYG,DAL,14.96
Andrew Luck,QB,IND,ARI,14.62
Matt McGloin,QB,OAK,TEN,14.00
Joe Flacco,QB,BAL,NYJ,13.92
Peyton Manning,QB,DEN,NE,13.00
Christian Ponder,QB,MIN,GB,12.82
Matt Ryan,QB,ATL,NO,12.68
Brandon Weeden,QB,CLE,PIT,12.56
Scott Tolzien,QB,GB,MIN,12.42
Kellen Clemens,QB,LAR,CHI,12.38
Chad Henne,QB,JAX,HOU,9.86
Robert Griffin III,QB,WAS,SF,6.42
Geno Smith,QB,NYJ,BAL,5.98
Case Keenum,QB,HOU,JAX,5.96
Jason Campbell,QB,CLE,PIT,3.86
Tyrod Taylor,QB,BAL,NYJ,2.30
Luke McCown,QB,NO,ATL,0.00
Joe Webb,QB,MIN,GB,0.00
Brock Osweiler,QB,DEN,NE,0.00
Brandon Marshall,WR,CHI,LAR,30.70
Tiquan Underwood,WR,TB,DET,28.80
Mike Wallace,WR,MIA,CAR,26.70
Anquan Boldin,WR,SF,WAS,26.40
Justin Hunter,WR,TEN,OAK,25.90
Kendall Wright,WR,TEN,OAK,25.30
Keenan Allen,WR,LAC,KC,24.40
Jacoby Jones,WR,BAL,NYJ,23.30
Larry Fitzgerald,WR,ARI,IND,22.60
Calvin Johnson,WR,DET,TB,21.50
Nate Burleson,WR,DET,TB,20.70
Antonio Brown,WR,PIT,CLE,20.40
Michael Floyd,WR,ARI,IND,20.40
Donnie Avery,WR,KC,LAC,19.10
Tavon Austin,WR,LAR,CHI,18.40
Dez Bryant,WR,DAL,NYG,17.60
Emmanuel Sanders,WR,PIT,CLE,17.20
Jarrett Boykin,WR,GB,MIN,17.00
Harry Douglas,WR,ATL,NO,16.90
Dwayne Bowe,WR,KC,LAC,16.10
Cecil Shorts,WR,JAX,HOU,15.10
James Jones,WR,GB,MIN,15.00
Demaryius Thomas,WR,DEN,NE,14.10
Earl Bennett,WR,CHI,LAR,13.80
Cordarrelle Patterson,WR,MIN,GB,13.40
Rod Streater,WR,OAK,TEN,13.30
Brian Hartline,WR,MIA,CAR,12.80
Pierre Garcon,WR,WAS,SF,12.80
Eddie Royal,WR,LAC,KC,12.70
Steve Smith,WR,CAR,MIA,11.90
Darius Johnson,WR,ATL,NO,11.70
Kenbrell Thompkins,WR,NE,DEN,11.60
Ace Sanders,WR,JAX,HOU,10.10
Jordy Nelson,WR,GB,MIN,9.80
Davone Bess,WR,CLE,PIT,9.70
Seyi Ajirotutu,WR,LAC,KC,9.60
Nate Washington,WR,TEN,OAK,9.50
Torrey Smith,WR,BAL,NYJ,9.40
Rueben Randle,WR,NYG,DAL,9.40
TY Hilton,WR,IND,ARI,8.80
