,Player,Position,Team,Opponent,Points,PlayerID
0,Ryan Fitzpatrick,QB,TEN,OAK,26.4,00-0023682
1,Carson Palmer,QB,ARI,IND,23.56,00-0021429
2,Josh McCown,QB,CHI,LAR,23.48,00-0021206
3,Colin Kaepernick,QB,SF,WAS,23.4,00-0027974
4,Alex Smith,QB,KC,LAC,22.46,00-0023436
5,Ryan Tannehill,QB,MIA,CAR,22.0,00-0029701
6,Cam Newton,QB,CAR,MIA,21.06,00-0027939
7,Matthew Stafford,QB,DET,TB,20.48,00-0026498
8,Drew Brees,QB,NO,ATL,18.52,00-0020531
9,Tony Romo,QB,DAL,NYG,16.46,00-0021678
10,Ben Roethlisberger,QB,PIT,CLE,16.38,00-0022924
11,Mike Glennon,QB,TB,DET,16.18,00-0030520
12,Matt Flynn,QB,GB,MIN,15.12,00-0026349
13,Eli Manning,QB,NYG,DAL,14.96,00-0022803
14,Andrew Luck,QB,IND,ARI,14.62,00-0029668
15,Matt McGloin,QB,OAK,TEN,14.0,00-0030419
16,Joe Flacco,QB,BAL,NYJ,13.92,00-0026158
17,Peyton Manning,QB,DEN,NE,13.0,00-0010346
18,Christian Ponder,QB,MIN,GB,12.82,00-0027950
19,Matt Ryan,QB,ATL,NO,12.68,00-0026143
20,Brandon Weeden,QB,CLE,PIT,12.56,00-0029677
21,Scott Tolzien,QB,GB,MIN,12.42,00-0028595
22,Kellen Clemens,QB,LA,CHI,12.38,00-0024264
23,Chad Henne,QB,JAX,HOU,9.86,00-0026197
24,Robert Griffin III,QB,WAS,SF,6.42,00-0029532
25,Geno Smith,QB,NYJ,BAL,5.98,00-0030565
26,Case Keenum,QB,HOU,JAX,5.96,00-0028986
27,Jason Campbell,QB,CLE,PIT,3.86,00-0023460
28,Tyrod Taylor,QB,BAL,NYJ,2.3,00-0028118
29,Luke McCown,QB,NO,ATL,0.0,00-0022864
30,Joe Webb,QB,MIN,GB,0.0,00-0027796
31,Brock Osweiler,QB,DEN,NE,0.0,00-0029682
32,Brandon Marshall,WR,CHI,LAR,30.7,00-0024334
33,Tiquan Underwood,WR,TB,DET,28.8,00-0027156
34,Mike Wallace,WR,MIA,CAR,26.7,00-0026901
35,Anquan Boldin,WR,SF,WAS,26.4,00-0022084
36,Justin Hunter,WR,TEN,OAK,25.9,00-0030521
