Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jimmy Graham,TE,12,NO,ATL,7,5,71,100,1,44,14,20,0,0,0,0,0,24.00,2013
2,Rob Gronkowski,TE,12,NE,DEN,10,7,70,90,1,33,9,13,0,0,0,0,0,22.00,2013
3,Jason Witten,TE,12,DAL,NYG,7,4,57,37,2,20,5,9,0,0,0,0,0,19.70,2013
4,Jared Cook,TE,12,LAR,CHI,5,4,80,80,1,29,16,20,0,0,0,0,0,18.00,2013
5,Ladarius Green,TE,12,LAC,KC,5,3,60,80,1,60,16,27,0,0,0,0,0,17.00,2013
6,Martellus Bennett,TE,12,CHI,LAR,5,4,80,62,1,37,12,16,0,0,0,0,0,16.20,2013
7,Vernon Davis,TE,12,SF,WAS,7,4,57,70,1,40,10,18,0,0,0,1,1,16.00,2013
8,Jacob Tamme,TE,12,DEN,NE,5,5,100,47,1,12,9,9,0,0,0,0,0,15.70,2013
9,Coby Fleener,TE,12,IND,ARI,8,4,50,55,1,17,7,14,0,0,0,0,0,15.50,2013
10,Tim Wright,TE,12,TB,DET,9,8,89,75,0,16,8,9,0,0,0,0,0,15.50,2013
11,Greg Olsen,TE,12,CAR,MIA,9,5,56,34,1,12,4,7,0,0,0,0,0,14.40,2013
12,Brandon Myers,TE,12,NYG,DAL,5,3,60,39,1,27,8,13,0,0,0,0,0,12.90,2013
13,Brandon Pettigrew,TE,12,DET,TB,5,3,60,32,1,18,6,11,0,0,0,0,0,12.20,2013
14,Anthony Fasano,TE,12,KC,LAC,5,4,80,21,1,16,4,5,0,0,0,0,0,12.10,2013
15,Rhett Ellison,TE,12,MIN,GB,2,2,100,26,1,14,13,13,0,0,0,0,0,10.60,2013
16,Delanie Walker,TE,12,TEN,OAK,9,5,56,46,0,14,5,9,0,0,0,0,0,9.60,2013
17,Rob Housler,TE,12,ARI,IND,5,4,80,51,0,20,10,13,0,0,0,0,0,9.10,2013
18,Heath Miller,TE,12,PIT,CLE,6,5,83,41,0,13,7,8,0,0,0,0,0,9.10,2013
19,Ed Dickson,TE,12,BAL,NYJ,5,3,60,55,0,27,11,18,0,0,0,0,0,8.50,2013
20,Tony Gonzalez,TE,12,ATL,NO,6,4,67,43,0,17,7,11,0,0,0,0,0,8.30,2013
21,Garrett Graham,TE,12,HOU,JAX,9,5,56,32,0,8,4,6,0,0,0,0,0,8.20,2013
22,Joseph Fauria,TE,12,DET,TB,1,1,100,10,1,10,10,10,0,0,0,0,0,8.00,2013
23,Benjamin Watson,TE,12,NO,ATL,2,1,50,1,1,1,1,1,0,0,0,0,0,7.10,2013
24,Charles Clay,TE,12,MIA,CAR,7,4,57,27,0,11,4,7,0,0,0,0,0,6.70,2013
25,John Carlson,TE,12,MIN,GB,5,3,60,36,0,15,7,12,0,0,0,0,0,6.60,2013
26,Jordan Cameron,TE,12,CLE,PIT,10,3,30,32,0,16,3,11,0,0,0,0,0,6.20,2013
27,Kellen Winslow,TE,12,NYJ,BAL,4,2,50,34,0,19,9,17,0,0,0,0,0,5.40,2013
28,Dallas Clark,TE,12,BAL,NYJ,4,3,75,24,0,12,6,8,0,0,0,0,0,5.40,2013
29,Antonio Gates,TE,12,LAC,KC,8,3,38,21,0,12,3,7,0,0,0,0,0,5.10,2013
30,Ryan Griffin,TE,12,HOU,JAX,2,1,50,37,0,37,19,37,0,0,0,0,0,4.70,2013
31,Andrew Quarless,TE,12,GB,MIN,3,2,67,22,0,13,7,11,0,0,0,0,0,4.20,2013
32,Josh Hill,TE,12,NO,ATL,3,2,67,16,0,9,5,8,0,0,0,0,0,3.60,2013
33,Brandon Bostick,TE,12,GB,MIN,5,1,20,24,0,24,5,24,0,0,0,0,0,3.40,2013
34,Vance McDonald,TE,12,SF,WAS,1,1,100,23,0,23,23,23,0,0,0,0,0,3.30,2013
35,Chase Ford,TE,12,MIN,GB,1,1,100,20,0,20,20,20,0,0,0,0,0,3.00,2013
36,Marcedes Lewis,TE,12,JAX,HOU,1,1,100,18,0,18,18,18,0,0,0,0,0,2.80,2013
37,Taylor Thompson,TE,12,TEN,OAK,2,2,100,4,0,4,2,2,0,0,0,0,0,2.40,2013
38,Mychal Rivera,TE,12,OAK,TEN,2,1,50,10,0,10,5,10,0,0,0,0,0,2.00,2013
39,Jeff Cumberland,TE,12,NYJ,BAL,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2013
40,Clay Harbor,TE,12,JAX,HOU,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2013
41,Levine Toilolo,TE,12,ATL,NO,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2013
42,Dion Sims,TE,12,MIA,CAR,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2013
43,Michael Egnew,TE,12,MIA,CAR,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2013
44,Jeron Mastrud,TE,12,OAK,TEN,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2013
45,Bear Pascoe,TE,12,NYG,DAL,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50,2013
46,Gavin Escobar,TE,12,DAL,NYG,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2013
47,Justice Cunningham,TE,12,IND,ARI,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2013
48,Virgil Green,TE,12,DEN,NE,2,1,50,3,0,3,2,3,0,0,0,0,0,1.30,2013
49,Craig Stevens,TE,12,TEN,OAK,1,1,100,-1,0,-1,-1,-1,0,0,0,0,0,0.90,2013
50,Chase Coffman,TE,12,ATL,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
