Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Drew Brees,QB,3,NO,ARI,29,46,63,342,7,3,1,98,6,21,4,1,35.78,2013
2,Cam Newton,QB,3,CAR,NYG,15,27,56,223,8,3,1,104,7,45,6,1,30.42,2013
3,Geno Smith,QB,3,NYJ,BUF,16,29,55,331,11,2,2,90,4,14,4,1,29.64,2013
4,Jake Locker,QB,3,TEN,LAC,23,37,62,299,8,1,0,97,5,68,14,1,28.76,2013
5,Peyton Manning,QB,3,DEN,OAK,32,37,87,374,10,3,0,136,3,-2,-1,0,28.76,2013
6,Matthew Stafford,QB,3,DET,WAS,25,42,60,385,9,2,1,96,1,2,2,0,25.60,2013
7,Brian Hoyer,QB,3,CLE,MIN,30,54,56,321,6,3,3,69,1,-2,-2,0,24.64,2013
8,Ben Roethlisberger,QB,3,PIT,CHI,26,41,63,406,10,2,2,92,2,7,4,0,23.94,2013
9,Christian Ponder,QB,3,MIN,CLE,25,42,60,228,5,0,1,64,5,46,9,2,23.72,2013
10,Russell Wilson,QB,3,SEA,JAX,14,21,67,202,10,4,1,117,2,14,7,0,23.48,2013
11,Tony Romo,QB,3,DAL,LAR,17,24,71,210,9,3,0,137,0,0,0,0,20.40,2013
12,EJ Manuel,QB,3,BUF,NYJ,19,42,45,243,6,1,0,72,6,40,7,0,19.72,2013
13,Michael Vick,QB,3,PHI,KC,13,30,43,201,7,1,2,49,4,99,25,0,18.94,2013
14,Robert Griffin III,QB,3,WAS,DET,32,50,64,326,7,0,1,74,6,37,6,0,17.74,2013
15,Tom Brady,QB,3,NE,TB,25,36,69,225,6,2,1,93,5,5,1,0,16.50,2013
16,Matt Ryan,QB,3,ATL,MIA,23,38,61,231,6,2,1,84,0,0,0,0,16.24,2013
17,Ryan Tannehill,QB,3,MIA,ATL,24,35,69,236,7,2,1,94,2,7,4,0,16.14,2013
18,Andy Dalton,QB,3,CIN,GB,20,28,71,235,8,2,1,106,4,3,1,0,15.70,2013
19,Tarvaris Jackson,QB,3,SEA,JAX,7,8,88,129,16,1,0,158,3,2,1,1,15.36,2013
20,Andrew Luck,QB,3,IND,SF,17,26,65,159,6,0,0,82,4,24,6,1,14.76,2013
21,Aaron Rodgers,QB,3,GB,CIN,26,43,61,244,6,1,2,64,3,24,8,0,14.16,2013
22,Alex Smith,QB,3,KC,PHI,22,35,63,273,8,0,0,87,11,32,3,0,14.12,2013
23,Sam Bradford,QB,3,LAR,DAL,29,48,60,240,5,1,0,80,0,0,0,0,13.60,2013
24,Jay Cutler,QB,3,CHI,PIT,20,30,67,159,5,1,0,91,4,11,3,0,11.46,2013
25,Philip Rivers,QB,3,LAC,TEN,20,24,83,184,8,1,0,113,0,0,0,0,10.46,2013
26,Josh Freeman,QB,3,TB,NE,19,41,46,236,6,0,1,55,1,4,4,0,8.84,2013
27,Chad Henne,QB,3,JAX,SEA,18,38,47,235,6,0,2,45,2,5,3,0,7.90,2013
28,Joe Flacco,QB,3,BAL,HOU,16,24,67,171,7,0,0,87,0,0,0,0,6.84,2013
29,Matt Schaub,QB,3,HOU,BAL,25,35,71,194,6,0,1,73,0,0,0,0,6.76,2013
30,Colin Kaepernick,QB,3,SF,IND,13,27,48,150,6,0,1,50,7,20,3,0,6.00,2013
31,Carson Palmer,QB,3,ARI,NO,18,35,51,187,5,0,2,43,0,0,0,0,5.48,2013
32,Eli Manning,QB,3,NYG,CAR,12,23,52,119,5,0,1,49,1,14,14,0,5.16,2013
33,Matt Flynn,QB,3,OAK,DEN,1,2,50,19,10,0,0,83,0,0,0,0,0.76,2013
34,Luke McCown,QB,3,NO,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
35,TJ Yates,QB,3,HOU,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
36,Joe Webb,QB,3,MIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
37,Derek Anderson,QB,3,CAR,NYG,0,0,0,0,0,0,0,0,2,-1,-1,0,-0.10,2013
38,Curtis Painter,QB,3,NYG,CAR,2,4,50,16,4,0,1,21,0,0,0,0,-0.36,2013
