,Player,Position,Team,Opponent,Points,PlayerID
38,Calvin Johnson,WR,DET,WAS,27.5,00-0025389
39,Denarius Moore,WR,OAK,DEN,27.4,00-0028086
40,Cecil Shorts,WR,JAX,SEA,25.3,00-0028052
41,Sidney Rice,WR,SEA,JAX,24.9,00-0025431
42,Julio Jones,WR,ATL,MIA,24.2,00-0027944
43,Donnie Avery,WR,KC,PHI,24.1,00-0026173
44,Nate Washington,WR,TEN,LAC,24.1,00-0023367
45,Stephen Hill,WR,NYJ,BUF,22.8,00-0028995
46,Wes Welker,WR,DEN,OAK,21.4,00-0022427
47,Nate Burleson,WR,DET,WAS,20.6,00-0021999
48,Brandon LaFell,WR,CAR,NYG,20.3,00-0027681
49,Jason Avant,WR,PHI,KC,19.7,00-0024324
50,Demaryius Thomas,WR,DEN,OAK,19.4,00-0027874
51,Kenbrell Thompkins,WR,NE,TB,19.1,00-0030000
52,Terrelle Pryor,WR,OAK,DEN,18.84,00-0028825
53,Jordy Nelson,WR,GB,CIN,17.3,00-0026176
54,Ted Ginn,WR,CAR,NYG,17.2,00-0025396
55,Golden Tate,WR,SEA,JAX,16.7,00-0027891
56,Steve Johnson,WR,BUF,NYJ,16.6,00-0026364
57,Pierre Garcon,WR,WAS,DET,16.3,00-0026345
58,Brian Hartline,WR,MIA,ATL,15.6,00-0027077
59,Santana Moss,WR,WAS,DET,14.7,00-0020494
60,AJ Green,WR,CIN,GB,14.6,00-0027942
61,Torrey Smith,WR,BAL,HOU,14.2,00-0027996
62,Dez Bryant,WR,DAL,LAR,13.8,00-0027902
63,Davone Bess,WR,CLE,MIN,13.7,00-0026000
64,James Jones,WR,GB,CIN,13.4,00-0025465
65,Kendall Wright,WR,TEN,LAC,13.1,00-0029708
66,Marvin Jones,WR,CIN,GB,12.8,00-0029293
67,Aaron Dobson,WR,NE,TB,12.2,00-0030540
68,Marques Colston,WR,NO,ARI,12.1,00-0024466
69,Alshon Jeffery,WR,CHI,PIT,12.1,00-0029137
70,DeAndre Hopkins,WR,HOU,BAL,12.0,00-0030564
71,Anquan Boldin,WR,SF,IND,11.7,00-0022084
72,Mike Williams,WR,TB,NE,11.5,00-0033536
73,Robert Meachem,WR,NO,ARI,11.4,00-0025414
74,Larry Fitzgerald,WR,ARI,NO,11.4,00-0022921
75,Julian Edelman,WR,NE,TB,11.4,00-0027150
76,Darrius Heyward-Bey,WR,IND,SF,10.9,00-0026983
77,Brandon Gibson,WR,MIA,ATL,10.9,00-0026937
78,Mohamed Sanu,WR,CIN,GB,10.8,00-0029632
79,Doug Baldwin,WR,SEA,JAX,10.5,00-0028434
80,Justin Hunter,WR,TEN,LAC,10.4,00-0030521
81,Randall Cobb,WR,GB,CIN,10.4,00-0028002
82,Reggie Wayne,WR,IND,SF,10.3,00-0020498
83,Earl Bennett,WR,CHI,PIT,10.2,00-0026210
84,Scott Chandler,TE,BUF,NYJ,18.9,00-0025516
85,Antonio Gates,TE,LAC,TEN,16.5,00-0021547
86,Zach Miller,TE,SEA,JAX,14.5,00-0027125
87,Julius Thomas,TE,DEN,OAK,12.7,00-0028067
88,Luke Willson,TE,SEA,JAX,12.6,00-0030089
89,Jason Witten,TE,DAL,LAR,11.7,00-0022127
90,Jordan Reed,TE,WAS,DET,10.0,00-0030472
91,Delanie Walker,TE,TEN,LAC,9.9,00-0024389
92,Gavin Escobar,TE,DAL,LAR,9.4,00-0030544
93,Greg Olsen,TE,CAR,NYG,9.4,00-0025418
94,Jared Cook,TE,LA,DAL,9.4,00-0027061
95,Logan Paulsen,TE,WAS,DET,9.1,00-0027215
96,Dallas Clark,TE,BAL,HOU,8.6,00-0022165
97,Lance Kendricks,TE,LA,DAL,8.6,00-0027985
98,Charles Clay,TE,MIA,ATL,8.0,00-0028112
99,Owen Daniels,TE,HOU,BAL,7.9,00-0024313
100,Kyle Rudolph,TE,MIN,CLE,7.8,00-0027981
101,Joseph Fauria,TE,DET,WAS,7.5,00-0029883
102,Levine Toilolo,TE,ATL,MIA,7.2,00-0030443
103,Dion Sims,TE,MIA,ATL,7.1,00-0030422
104,David Johnson,TE,PIT,CHI,7.1,
105,Sean McGrath,TE,KC,PHI,7.1,00-0029391
106,Ladarius Green,TE,LAC,TEN,6.8,00-0029275
107,Heath Miller,TE,PIT,CHI,6.5,00-0023465
108,Tony Gonzalez,TE,ATL,MIA,6.4,00-0006101
109,Brandon Myers,TE,NYG,CAR,6.3,00-0027135
110,Jermaine Gresham,TE,CIN,GB,5.7,00-0027873
111,Jeff Cumberland,TE,NYJ,BUF,5.6,00-0027321
112,Michael Hoomanawanui,TE,NE,TB,5.1,00-0027732
113,Kellen Davis,TE,SEA,JAX,5.1,00-0026298
114,Andrew Quarless,TE,GB,CIN,5.1,00-0027753
115,Mychal Rivera,TE,OAK,DEN,4.1,00-0030514
116,Garrett Celek,TE,SF,IND,4.0,00-0028903
117,Brent Celek,TE,PHI,KC,3.8,00-0025549
118,Coby Fleener,TE,IND,SF,3.3,00-0029697
119,Ryan Taylor,TE,GB,CIN,3.1,
120,Martellus Bennett,TE,CHI,PIT,3.0,00-0026201
121,Tony Scheffler,TE,DET,WAS,2.5,00-0024276
122,Benjamin Watson,TE,NO,ARI,2.4,00-0022943
123,Rob Housler,TE,ARI,NO,2.3,00-0028007
124,Michael Egnew,TE,MIA,ATL,1.8,00-0029694
125,Tyler Eifert,TE,CIN,GB,1.7,00-0030549
126,Vance McDonald,TE,SF,IND,1.6,00-0030470
127,Tim Wright,TE,TB,NE,1.6,
128,David Paulson,TE,PIT,CHI,1.6,00-0029218
129,Zach Ertz,TE,PHI,KC,1.5,00-0030061
130,Jacob Tamme,TE,DEN,OAK,1.5,00-0026267
131,Virgil Green,TE,DEN,OAK,1.3,00-0028142
132,LeSean McCoy,RB,PHI,KC,24.8,00-0027029
133,Johnathan Franklin,RB,GB,CIN,23.6,00-0030078
134,Joique Bell,RB,DET,WAS,23.2,00-0027218
135,Adrian Peterson,RB,MIN,CLE,22.5,00-0025394
136,Jason Snelling,RB,ATL,MIA,21.1,00-0025631
137,Matt Forte,RB,CHI,PIT,21.1,00-0026184
138,Bilal Powell,RB,NYJ,BUF,20.8,00-0028064
139,Ahmad Bradshaw,RB,IND,SF,20.1,00-0025637
140,Giovani Bernard,RB,CIN,GB,19.9,00-0030456
141,DeAngelo Williams,RB,CAR,NYG,15.7,00-0024242
142,Bernard Pierce,RB,BAL,HOU,15.2,00-0029264
143,Brandon Bolden,RB,NE,TB,15.0,00-0029239
144,Fred Jackson,RB,BUF,NYJ,14.9,00-0024204
145,Ronnie Hillman,RB,DEN,OAK,14.8,00-0029683
146,Danny Woodhead,RB,LAC,TEN,14.6,00-0026019
147,Marcel Reece,FB,OAK,DEN,14.5,00-0026393
148,Maurice Jones-Drew,RB,JAX,SEA,14.2,00-0024275
149,Alfred Morris,RB,WAS,DET,13.3,00-0029141
150,Isaiah Pead,RB,LA,DAL,13.3,00-0029626
151,Doug Martin,RB,TB,NE,12.8,00-0029613
152,Pierre Thomas,RB,NO,ARI,12.7,00-0024813
153,Frank Gore,RB,SF,IND,12.3,00-0023500
154,Darren McFadden,RB,OAK,DEN,11.54,00-0026144
155,Jacquizz Rodgers,RB,ATL,MIA,11.3,00-0028083
156,Daniel Thomas,RB,MIA,ATL,10.7,00-0028000
157,Alfonso Smith,RB,ARI,NO,10.4,00-0027346
158,Chris Johnson,RB,TEN,LAC,10.1,
159,Darren Sproles,RB,NO,ARI,9.6,00-0023564
160,Trent Richardson,RB,IND,SF,9.5,00-0029675
161,Chris Ogbonnaya,RB,CLE,MIN,9.3,00-0027140
162,Kendall Hunter,RB,SF,IND,8.8,00-0028053
163,Andre Ellington,RB,ARI,NO,8.5,00-0030287
164,BenJarvus Green-Ellis,RB,CIN,GB,7.9,00-0025860
165,Mike Tolbert,FB,CAR,NYG,7.8,00-0026069
166,Lamar Miller,RB,MIA,ATL,7.4,00-0029615
167,Ben Tate,RB,HOU,BAL,7.3,00-0027890
168,Marshawn Lynch,RB,SEA,JAX,6.9,00-0025399
169,Michael Bush,RB,CHI,PIT,6.9,00-0025487
170,Ronnie Brown,RB,LAC,TEN,6.6,00-0023437
171,Jordan Todman,RB,JAX,SEA,6.5,00-0028121
172,LeGarrette Blount,RB,NE,TB,6.5,00-0027325
173,Roy Helu,RB,WAS,DET,6.5,00-0028043
174,Arian Foster,RB,HOU,BAL,6.2,00-0026796
175,Ryan Mathews,RB,LAC,TEN,5.8,00-0027864
176,Jonathan Dwyer,RB,PIT,CHI,5.8,00-0027786
177,Felix Jones,RB,PIT,CHI,5.7,00-0026162
178,James Starks,RB,GB,CIN,5.5,00-0027791
179,Knowshon Moreno,RB,DEN,OAK,5.5,00-0026988
180,Stephen Gostkowski,K,NE,TB,0.0,00-0024333
181,Matt Bryant,K,ATL,MIA,0.0,00-0020578
182,Justin Tucker,K,BAL,HOU,0.0,00-0029597
183,Dan Carpenter,K,BUF,NYJ,0.0,00-0026003
184,Mason Crosby,K,GB,CIN,0.0,00-0025580
185,Shaun Suisham,K,PIT,CHI,0.0,00-0023001
186,Graham Gano,K,CAR,NYG,0.0,00-0026858
187,Robbie Gould,K,CHI,PIT,0.0,00-0023252
188,Blair Walsh,K,MIN,CLE,0.0,00-0029576
189,Caleb Sturgis,K,MIA,ATL,0.0,00-0030390
190,Randy Bullock,K,HOU,BAL,0.0,00-0029421
191,Steven Hauschka,K,SEA,JAX,0.0,
192,Adam Vinatieri,K,IND,SF,0.0,00-0016919
193,Nick Folk,K,NYJ,BUF,0.0,00-0025565
194,David Akers,K,DET,WAS,0.0,00-0000108
195,John Potter,K,WAS,DET,0.0,00-0029318
196,Rob Bironas,K,TEN,LAC,0.0,00-0020962
197,Garrett Hartley,K,NO,ARI,0.0,00-0025824
198,Dan Bailey,K,DAL,LAR,0.0,00-0028660
199,Billy Cundiff,K,CLE,MIN,0.0,00-0020972
200,Nick Novak,K,LAC,TEN,0.0,00-0023096
201,Josh Scobee,K,JAX,SEA,0.0,00-0022874
202,Mike Nugent,K,CIN,GB,0.0,00-0023482
203,Alex Henery,K,PHI,KC,0.0,00-0028058
204,Sebastian Janikowski,K,OAK,DEN,0.0,00-0019646
205,Rian Lindell,K,TB,NE,0.0,00-0019310
206,Greg Zuerlein,K,LA,DAL,0.0,00-0029621
207,Phil Dawson,K,SF,IND,0.0,00-0004091
208,Jay Feely,K,ARI,NO,0.0,00-0019770
209,Josh Brown,K,NYG,CAR,0.0,00-0021940
210,Carolina Panthers,DST,CAR,NYG,23.0,
211,Baltimore Ravens,DST,BAL,HOU,21.0,
212,Green Bay Packers,DST,GB,CIN,19.0,
213,Cincinnati Bengals,DST,CIN,GB,18.0,
214,Dallas Cowboys,DST,DAL,LAR,12.0,
215,New England Patriots,DST,NE,TB,12.0,
216,Cleveland Browns,DST,CLE,MIN,12.0,
217,New Orleans Saints,DST,NO,ARI,12.0,
218,Indianapolis Colts,DST,IND,SF,11.0,
219,Seattle Seahawks,DST,SEA,JAX,10.0,
220,Minnesota Vikings,DST,MIN,CLE,10.0,
221,Atlanta Falcons,DST,ATL,MIA,9.0,
222,New York Jets,DST,NYJ,BUF,9.0,
223,Washington Redskins,DST,WAS,DET,9.0,
224,Detroit Lions,DST,DET,WAS,7.0,
225,Tennessee Titans,DST,TEN,LAC,7.0,
226,Philadelphia Eagles,DST,PHI,KC,6.0,
227,Arizona Cardinals,DST,ARI,NO,5.0,
228,Tampa Bay Buccaneers,DST,TB,NE,5.0,
229,Buffalo Bills,DST,BUF,NYJ,4.0,
230,Miami Dolphins,DST,MIA,ATL,4.0,
231,Denver Broncos,DST,DEN,OAK,3.0,
232,Los Angeles Chargers,DST,LAC,TEN,3.0,
233,Pittsburgh Steelers,DST,PIT,CHI,3.0,
234,Jacksonville Jaguars,DST,JAX,SEA,2.0,
235,Houston Texans,DST,HOU,BAL,2.0,
236,Los Angeles Rams,DST,LA,DAL,2.0,
237,Oakland Raiders,DST,OAK,DEN,1.0,
238,San Francisco 49ers,DST,SF,IND,1.0,
239,New York Giants,DST,NYG,CAR,1.0,
