Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Prater,K,3,DEN,OAK,3,3,100,53,4,4,0.00,2013
2,Ryan Succop,K,3,KC,PHI,4,5,80,38,2,2,0.00,2013
3,Stephen Gostkowski,K,3,NE,TB,3,3,100,53,2,2,0.00,2013
4,Matt Bryant,K,3,ATL,MIA,3,4,75,52,2,2,0.00,2013
5,Mason Crosby,K,3,GB,CIN,3,3,100,41,3,3,0.00,2013
6,Justin Tucker,K,3,BAL,HOU,3,3,100,45,3,3,0.00,2013
7,Dan Carpenter,K,3,BUF,NYJ,4,4,100,43,0,0,0.00,2013
8,Shaun Suisham,K,3,PIT,CHI,3,3,100,44,2,2,0.00,2013
9,Graham Gano,K,3,CAR,NYG,1,1,100,53,5,5,0.00,2013
10,Robbie Gould,K,3,CHI,PIT,2,2,100,47,4,4,0.00,2013
11,Blair Walsh,K,3,MIN,CLE,2,2,100,43,3,3,0.00,2013
12,Randy Bullock,K,3,HOU,BAL,3,3,100,47,0,0,0.00,2013
13,David Akers,K,3,DET,WAS,2,2,100,32,3,3,0.00,2013
14,Adam Vinatieri,K,3,IND,SF,2,3,67,43,3,3,0.00,2013
15,Nick Folk,K,3,NYJ,BUF,2,2,100,47,3,3,0.00,2013
16,Steven Hauschka,K,3,SEA,JAX,1,1,100,21,6,6,0.00,2013
17,Caleb Sturgis,K,3,MIA,ATL,2,2,100,50,3,3,0.00,2013
18,John Potter,K,3,WAS,DET,2,2,100,43,2,2,0.00,2013
19,Rob Bironas,K,3,TEN,LAC,2,3,67,37,2,2,0.00,2013
20,Dan Bailey,K,3,DAL,LAR,1,2,50,19,4,4,0.00,2013
21,Garrett Hartley,K,3,NO,ARI,1,1,100,31,4,4,0.00,2013
22,Billy Cundiff,K,3,CLE,MIN,1,1,100,38,3,3,0.00,2013
23,Nick Novak,K,3,LAC,TEN,1,2,50,44,2,2,0.00,2013
24,Josh Scobee,K,3,JAX,SEA,1,1,100,33,2,2,0.00,2013
25,Alex Henery,K,3,PHI,KC,1,2,50,29,1,1,0.00,2013
26,Mike Nugent,K,3,CIN,GB,0,1,0,0,4,4,0.00,2013
27,Rian Lindell,K,3,TB,NE,1,2,50,30,0,0,0.00,2013
28,Sebastian Janikowski,K,3,OAK,DEN,0,0,0,0,3,3,0.00,2013
29,Jay Feely,K,3,ARI,NO,0,0,0,0,1,1,0.00,2013
30,Greg Zuerlein,K,3,LAR,DAL,0,0,0,0,1,1,0.00,2013
31,Phil Dawson,K,3,SF,IND,0,0,0,0,1,1,0.00,2013
32,Josh Brown,K,3,NYG,CAR,0,1,0,0,0,0,0.00,2013
