Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Antonio Brown,WR,3,PIT,CHI,13,9,69,196,2,45,15,22,0,0,0,0,0,43.60,2013
2,Josh Gordon,WR,3,CLE,MIN,19,10,53,146,1,47,8,15,1,22,0,0,0,35.80,2013
3,Eric Decker,WR,3,DEN,OAK,8,8,100,133,1,61,17,17,0,0,0,0,0,30.30,2013
4,Santonio Holmes,WR,3,NYJ,BUF,10,5,50,154,1,69,15,31,0,0,0,0,0,29.40,2013
5,Calvin Johnson,WR,3,DET,WAS,13,7,54,115,1,23,9,16,0,0,0,0,0,27.50,2013
6,Denarius Moore,WR,3,OAK,DEN,11,6,55,124,1,73,11,21,0,0,0,0,0,27.40,2013
7,Cecil Shorts,WR,3,JAX,SEA,15,8,53,143,0,59,10,18,0,0,0,0,0,25.30,2013
8,Sidney Rice,WR,3,SEA,JAX,7,5,71,79,2,23,11,16,0,0,0,0,0,24.90,2013
9,Julio Jones,WR,3,ATL,MIA,12,9,75,115,0,28,10,13,1,7,0,0,0,24.20,2013
10,Donnie Avery,WR,3,KC,PHI,7,7,100,141,0,51,20,20,0,0,0,0,0,24.10,2013
11,Nate Washington,WR,3,TEN,LAC,10,8,80,131,0,35,13,16,0,0,0,0,0,24.10,2013
12,Stephen Hill,WR,3,NYJ,BUF,6,3,50,108,1,51,18,36,0,0,0,0,0,22.80,2013
13,Wes Welker,WR,3,DEN,OAK,8,7,88,84,1,32,11,12,0,0,0,0,0,21.40,2013
14,Nate Burleson,WR,3,DET,WAS,9,6,67,116,0,47,13,19,0,0,0,0,0,20.60,2013
15,Brandon LaFell,WR,3,CAR,NYG,5,3,60,53,2,20,11,18,0,0,0,0,0,20.30,2013
16,Jason Avant,WR,3,PHI,KC,8,5,63,87,1,31,11,17,0,0,0,0,0,19.70,2013
17,Demaryius Thomas,WR,3,DEN,OAK,11,10,91,94,0,22,9,9,0,0,0,0,0,19.40,2013
18,Kenbrell Thompkins,WR,3,NE,TB,7,3,43,41,2,20,6,14,0,0,0,0,0,19.10,2013
19,Terrelle Pryor,WR,3,OAK,DEN,0,0,0,0,0,0,0,0,4,36,0,0,0,18.84,2013
20,Jordy Nelson,WR,3,GB,CIN,9,8,89,93,0,30,10,12,0,0,0,0,0,17.30,2013
21,Ted Ginn,WR,3,CAR,NYG,4,3,75,71,1,47,18,24,1,11,0,0,0,17.20,2013
22,Golden Tate,WR,3,SEA,JAX,8,5,63,88,0,30,11,18,2,29,0,0,0,16.70,2013
23,Steve Johnson,WR,3,BUF,NYJ,13,6,46,86,0,23,7,14,0,0,0,0,0,16.60,2013
24,Pierre Garcon,WR,3,WAS,DET,13,8,62,73,0,27,6,9,1,10,0,0,0,16.30,2013
25,Brian Hartline,WR,3,MIA,ATL,6,4,67,56,1,20,9,14,0,0,0,0,0,15.60,2013
26,Santana Moss,WR,3,WAS,DET,9,7,78,77,0,18,9,11,0,0,0,0,0,14.70,2013
27,AJ Green,WR,3,CIN,GB,8,4,50,46,1,20,6,12,0,0,0,0,0,14.60,2013
28,Torrey Smith,WR,3,BAL,HOU,9,5,56,92,0,48,10,18,0,0,0,0,0,14.20,2013
29,Dez Bryant,WR,3,DAL,LAR,6,4,67,38,1,16,6,10,0,0,0,0,0,13.80,2013
30,Davone Bess,WR,3,CLE,MIN,10,7,70,67,0,15,7,10,0,0,0,0,0,13.70,2013
31,James Jones,WR,3,GB,CIN,8,4,50,34,1,13,4,9,0,0,0,0,0,13.40,2013
32,Kendall Wright,WR,3,TEN,LAC,6,6,100,71,0,19,12,12,0,0,0,0,0,13.10,2013
33,Marvin Jones,WR,3,CIN,GB,4,3,75,38,1,22,10,13,0,0,0,0,0,12.80,2013
34,Aaron Dobson,WR,3,NE,TB,10,7,70,52,0,15,5,7,0,0,0,0,0,12.20,2013
35,Marques Colston,WR,3,NO,ARI,8,5,63,71,0,24,9,14,0,0,0,0,0,12.10,2013
36,Alshon Jeffery,WR,3,CHI,PIT,8,7,88,51,0,9,6,7,0,0,0,1,0,12.10,2013
37,DeAndre Hopkins,WR,3,HOU,BAL,7,6,86,60,0,18,9,10,0,0,0,0,0,12.00,2013
38,Anquan Boldin,WR,3,SF,IND,8,5,63,67,0,24,8,13,0,0,0,0,0,11.70,2013
39,Mike Williams,WR,3,TB,NE,9,5,56,65,0,28,7,13,0,0,0,0,0,11.50,2013
40,Robert Meachem,WR,3,NO,ARI,2,2,100,34,1,27,17,17,0,0,0,0,0,11.40,2013
41,Larry Fitzgerald,WR,3,ARI,NO,6,5,83,64,0,26,11,13,0,0,0,0,0,11.40,2013
42,Julian Edelman,WR,3,NE,TB,7,7,100,44,0,12,6,6,0,0,0,0,0,11.40,2013
43,Darrius Heyward-Bey,WR,3,IND,SF,5,5,100,59,0,19,12,12,0,0,0,0,0,10.90,2013
44,Brandon Gibson,WR,3,MIA,ATL,8,6,75,49,0,19,6,8,0,0,0,0,0,10.90,2013
45,Mohamed Sanu,WR,3,CIN,GB,5,4,80,68,0,32,14,17,0,0,0,0,0,10.80,2013
46,Doug Baldwin,WR,3,SEA,JAX,2,1,50,35,1,35,18,35,0,0,0,0,0,10.50,2013
47,Justin Hunter,WR,3,TEN,LAC,2,1,50,34,1,34,17,34,0,0,0,0,0,10.40,2013
48,Randall Cobb,WR,3,GB,CIN,11,5,46,54,0,26,5,11,0,0,0,0,0,10.40,2013
49,Reggie Wayne,WR,3,IND,SF,6,4,67,58,0,25,10,15,1,5,0,0,0,10.30,2013
