Player,Position,Team,Opponent,Points
Geno Smith,QB,NYJ,BUF,29.64
Jake Locker,QB,TEN,LAC,28.76
Peyton Manning,QB,DEN,OAK,28.76
Matthew Stafford,QB,DET,WAS,25.60
Brian Hoyer,QB,CLE,MIN,24.64
Ben Roethlisberger,QB,PIT,CHI,23.94
Christian Ponder,QB,MIN,CLE,23.72
Russell Wilson,QB,SEA,JAX,23.48
Tony Romo,QB,DAL,LAR,20.40
EJ Manuel,QB,BUF,NYJ,19.72
Michael Vick,QB,PHI,KC,18.94
Robert Griffin III,QB,WAS,DET,17.74
Tom Brady,QB,NE,TB,16.50
Matt Ryan,QB,ATL,MIA,16.24
Ryan Tannehill,QB,MIA,ATL,16.14
Andy Dalton,QB,CIN,GB,15.70
Tarvaris Jackson,QB,SEA,JAX,15.36
Andrew Luck,QB,IND,SF,14.76
Aaron Rodgers,QB,GB,CIN,14.16
Alex Smith,QB,KC,PHI,14.12
Sam Bradford,QB,LAR,DAL,13.60
Jay Cutler,QB,CHI,PIT,11.46
Philip Rivers,QB,LAC,TEN,10.46
Josh Freeman,QB,TB,NE,8.84
Chad Henne,QB,JAX,SEA,7.90
Joe Flacco,QB,BAL,HOU,6.84
Matt Schaub,QB,HOU,BAL,6.76
Colin Kaepernick,QB,SF,IND,6.00
Carson Palmer,QB,ARI,NO,5.48
Eli Manning,QB,NYG,CAR,5.16
Matt Flynn,QB,OAK,DEN,0.76
Luke McCown,QB,NO,ARI,0.00
Joe Webb,QB,MIN,CLE,0.00
TJ Yates,QB,HOU,BAL,0.00
Derek Anderson,QB,CAR,NYG,-0.10
Curtis Painter,QB,NYG,CAR,-0.36
Eric Decker,WR,DEN,OAK,30.30
Santonio Holmes,WR,NYJ,BUF,29.40
Calvin Johnson,WR,DET,WAS,27.50
Denarius Moore,WR,OAK,DEN,27.40
Cecil Shorts,WR,JAX,SEA,25.30
Sidney Rice,WR,SEA,JAX,24.90
Julio Jones,WR,ATL,MIA,24.20
Donnie Avery,WR,KC,PHI,24.10
Nate Washington,WR,TEN,LAC,24.10
Stephen Hill,WR,NYJ,BUF,22.80
Wes Welker,WR,DEN,OAK,21.40
Nate Burleson,WR,DET,WAS,20.60
Brandon LaFell,WR,CAR,NYG,20.30
Jason Avant,WR,PHI,KC,19.70
Demaryius Thomas,WR,DEN,OAK,19.40
Kenbrell Thompkins,WR,NE,TB,19.10
Terrelle Pryor,WR,OAK,DEN,18.84
Jordy Nelson,WR,GB,CIN,17.30
Ted Ginn,WR,CAR,NYG,17.20
Golden Tate,WR,SEA,JAX,16.70
Steve Johnson,WR,BUF,NYJ,16.60
Pierre Garcon,WR,WAS,DET,16.30
Brian Hartline,WR,MIA,ATL,15.60
Santana Moss,WR,WAS,DET,14.70
AJ Green,WR,CIN,GB,14.60
Torrey Smith,WR,BAL,HOU,14.20
Dez Bryant,WR,DAL,LAR,13.80
Davone Bess,WR,CLE,MIN,13.70
James Jones,WR,GB,CIN,13.40
Kendall Wright,WR,TEN,LAC,13.10
Marvin Jones,WR,CIN,GB,12.80
Aaron Dobson,WR,NE,TB,12.20
Marques Colston,WR,NO,ARI,12.10
Alshon Jeffery,WR,CHI,PIT,12.10
DeAndre Hopkins,WR,HOU,BAL,12.00
Anquan Boldin,WR,SF,IND,11.70
