Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Marvin Jones,WR,3,DET,GB,8,6,75,205,2,73,26,34,0,0,0,0,0,41.50,2016
2,Emmanuel Sanders,WR,3,DEN,CIN,13,9,69,117,2,41,9,13,0,0,0,0,0,35.70,2016
3,Terrelle Pryor,WR,3,CLE,MIA,14,8,57,144,0,40,10,18,4,21,1,0,0,34.90,2016
4,TY Hilton,WR,3,IND,LAC,11,8,73,174,1,63,16,22,0,0,0,0,0,34.40,2016
5,Doug Baldwin,WR,3,SEA,SF,10,8,80,164,1,59,16,21,1,-4,0,0,0,33.00,2016
6,Mike Evans,WR,3,TB,LAR,14,10,71,132,1,19,9,13,0,0,0,0,0,32.20,2016
7,Jordy Nelson,WR,3,GB,DET,7,6,86,101,2,49,14,17,0,0,0,0,0,31.10,2016
8,Jarvis Landry,WR,3,MIA,CLE,12,7,58,120,1,42,10,17,2,16,0,0,0,29.60,2016
9,Antonio Brown,WR,3,PIT,PHI,18,12,67,140,0,20,8,12,0,0,0,0,0,29.00,2016
10,Allen Robinson,WR,3,JAX,BAL,11,7,64,57,2,14,5,8,0,0,0,0,0,24.70,2016
11,Demaryius Thomas,WR,3,DEN,CIN,7,6,86,100,1,55,14,17,0,0,0,1,1,24.00,2016
12,Odell Beckham Jr,WR,3,NYG,WAS,11,7,64,121,0,26,11,17,0,0,0,0,0,22.10,2016
13,Adam Humphries,WR,3,TB,LAR,12,9,75,100,0,31,8,11,0,0,0,0,0,22.00,2016
14,Tavon Austin,WR,3,LAR,TB,8,5,63,82,1,43,10,16,2,22,0,0,0,21.40,2016
15,Michael Crabtree,WR,3,OAK,TEN,11,8,73,102,0,31,9,13,0,0,0,0,0,21.20,2016
16,DeSean Jackson,WR,3,WAS,NYG,8,5,63,96,1,44,12,19,0,0,0,0,0,20.60,2016
17,Michael Thomas,WR,3,NO,ATL,11,7,64,71,1,25,7,10,0,0,0,0,0,20.10,2016
18,Sterling Shepard,WR,3,NYG,WAS,7,5,71,73,1,23,10,15,0,0,0,0,0,18.30,2016
19,Jamison Crowder,WR,3,WAS,NYG,7,4,57,78,1,55,11,20,0,0,0,0,0,17.80,2016
20,Steve Smith,WR,3,BAL,JAX,11,8,73,87,0,23,8,11,0,0,0,0,0,16.70,2016
21,AJ Green,WR,3,CIN,DEN,11,8,73,77,0,20,7,10,0,0,0,0,0,15.70,2016
22,Brandon Coleman,WR,3,NO,ATL,8,7,88,78,0,28,10,11,0,0,0,0,0,14.80,2016
23,Cole Beasley,WR,3,DAL,CHI,7,7,100,73,0,29,10,10,0,0,0,0,0,14.30,2016
24,Devante Parker,WR,3,MIA,CLE,6,3,50,51,1,26,9,17,0,0,0,0,0,14.10,2016
25,Brian Quick,WR,3,LAR,TB,2,2,100,53,1,44,27,27,0,0,0,0,0,13.30,2016
26,Dez Bryant,WR,3,DAL,CHI,6,3,50,40,1,17,7,13,0,0,0,0,0,13.00,2016
27,John Brown,WR,3,ARI,BUF,11,6,55,70,0,19,6,12,0,0,0,0,0,13.00,2016
28,Larry Fitzgerald,WR,3,ARI,BUF,12,7,58,60,0,13,5,9,0,0,0,0,0,13.00,2016
29,Tyrell Williams,WR,3,LAC,IND,9,6,67,69,0,22,8,12,0,0,0,0,0,12.90,2016
30,Kenny Stills,WR,3,MIA,CLE,8,5,63,76,0,28,10,15,0,0,0,0,0,12.60,2016
