Player,Position,Team,Opponent,Points
Jameis Winston,QB,TB,LAR,30.50
Drew Brees,QB,NO,ATL,29.94
Aaron Rodgers,QB,GB,DET,26.40
Ryan Tannehill,QB,MIA,CLE,24.96
Carson Wentz,QB,PHI,PIT,24.04
Dak Prescott,QB,DAL,CHI,23.52
Brian Hoyer,QB,CHI,DAL,22.88
Matt Ryan,QB,ATL,NO,19.90
Kirk Cousins,QB,WAS,NYG,19.34
Eli Manning,QB,NYG,WAS,19.00
Andrew Luck,QB,IND,LAC,18.24
Tyrod Taylor,QB,BUF,ARI,17.36
Cam Newton,QB,CAR,MIN,16.08
Philip Rivers,QB,LAC,IND,15.24
Jacoby Brissett,QB,NE,HOU,14.92
Case Keenum,QB,LAR,TB,14.70
Blake Bortles,QB,JAX,BAL,14.46
Russell Wilson,QB,SEA,SF,14.02
Joe Flacco,QB,BAL,JAX,13.76
Alex Smith,QB,KC,NYJ,13.18
Derek Carr,QB,OAK,TEN,12.86
Andy Dalton,QB,CIN,DEN,11.24
Cody Kessler,QB,CLE,MIA,10.66
Sam Bradford,QB,MIN,CAR,10.64
Ben Roethlisberger,QB,PIT,PHI,8.98
Brock Osweiler,QB,HOU,NE,8.14
Marcus Mariota,QB,TEN,OAK,7.76
Carson Palmer,QB,ARI,BUF,7.48
Blaine Gabbert,QB,SF,SEA,5.96
Trevone Boykin,QB,SEA,SF,5.40
Ryan Fitzpatrick,QB,NYJ,KC,3.72
Derek Anderson,QB,CAR,MIN,0.12
Joe Webb,QB,CAR,MIN,0.00
Terrelle Pryor,WR,CLE,MIA,34.90
TY Hilton,WR,IND,LAC,34.40
Doug Baldwin,WR,SEA,SF,33.00
Mike Evans,WR,TB,LAR,32.20
Jordy Nelson,WR,GB,DET,31.10
Jarvis Landry,WR,MIA,CLE,29.60
Antonio Brown,WR,PIT,PHI,29.00
Allen Robinson,WR,JAX,BAL,24.70
Demaryius Thomas,WR,DEN,CIN,24.00
Odell Beckham Jr,WR,NYG,WAS,22.10
Adam Humphries,WR,TB,LAR,22.00
Tavon Austin,WR,LAR,TB,21.40
Michael Crabtree,WR,OAK,TEN,21.20
DeSean Jackson,WR,WAS,NYG,20.60
Michael Thomas,WR,NO,ATL,20.10
Sterling Shepard,WR,NYG,WAS,18.30
Jamison Crowder,WR,WAS,NYG,17.80
Steve Smith,WR,BAL,JAX,16.70
AJ Green,WR,CIN,DEN,15.70
Brandon Coleman,WR,NO,ATL,14.80
Cole Beasley,WR,DAL,CHI,14.30
Devante Parker,WR,MIA,CLE,14.10
Brian Quick,WR,LAR,TB,13.30
Dez Bryant,WR,DAL,CHI,13.00
John Brown,WR,ARI,BUF,13.00
Larry Fitzgerald,WR,ARI,BUF,13.00
Tyrell Williams,WR,LAC,IND,12.90
Kenny Stills,WR,MIA,CLE,12.60
Anquan Boldin,WR,DET,GB,12.20
Kevin White,WR,CHI,DAL,12.20
Alshon Jeffery,WR,CHI,DAL,12.00
Terrance Williams,WR,DAL,CHI,11.80
Travis Benjamin,WR,LAC,IND,11.20
Robert Woods,WR,BUF,ARI,11.10
Pierre Garcon,WR,WAS,NYG,10.90
Seth Roberts,WR,OAK,TEN,10.70
Justin Hardy,WR,ATL,NO,10.60
Michael Floyd,WR,ARI,BUF,10.50
Davante Adams,WR,GB,DET,10.30
Amari Cooper,WR,OAK,TEN,10.20
Victor Cruz,WR,NYG,WAS,10.00
Jordan Matthews,WR,PHI,PIT,9.90
Ted Ginn,WR,CAR,MIN,9.70
Corey Brown,WR,CAR,MIN,9.70
DeAndre Hopkins,WR,HOU,NE,9.60
Marqise Lee,WR,JAX,BAL,9.40
Julian Edelman,WR,NE,HOU,9.20
Sammie Coates,WR,PIT,PHI,8.00
Jimmy Graham,TE,SEA,SF,24.00
Cameron Brate,TE,TB,LAR,21.60
Travis Kelce,TE,KC,NYJ,20.90
Kyle Rudolph,TE,MIN,CAR,20.00
Gary Barnidge,TE,CLE,MIA,13.60
Ryan Griffin,TE,HOU,NE,13.20
Jack Doyle,TE,IND,LAC,12.50
