Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Trevor Siemian,QB,3,DEN,CIN,23,35,66,312,9,4,0,132,3,5,2,0,31.98,2016
2,Matthew Stafford,QB,3,DET,GB,28,41,68,385,9,3,1,112,2,11,6,0,30.50,2016
3,Jameis Winston,QB,3,TB,LAR,36,58,62,405,7,3,1,93,4,13,3,0,30.50,2016
4,Drew Brees,QB,3,NO,ATL,36,54,67,376,7,3,1,97,2,9,5,0,29.94,2016
5,Aaron Rodgers,QB,3,GB,DET,15,24,63,205,9,4,0,129,5,22,4,0,26.40,2016
6,Ryan Tannehill,QB,3,MIA,CLE,25,39,64,319,8,3,2,94,1,2,2,0,24.96,2016
7,Carson Wentz,QB,3,PHI,PIT,23,31,74,301,10,2,0,126,1,10,10,0,24.04,2016
8,Dak Prescott,QB,3,DAL,CHI,19,24,79,248,10,1,0,124,4,36,9,1,23.52,2016
9,Brian Hoyer,QB,3,CHI,DAL,30,49,61,317,7,2,0,94,2,2,1,0,22.88,2016
10,Matt Ryan,QB,3,ATL,NO,20,30,67,240,8,2,0,113,5,23,5,0,19.90,2016
11,Kirk Cousins,QB,3,WAS,NYG,21,35,60,296,9,2,0,106,3,-5,-2,0,19.34,2016
12,Eli Manning,QB,3,NYG,WAS,25,38,66,350,9,1,2,82,0,0,0,0,19.00,2016
13,Andrew Luck,QB,3,IND,LAC,24,37,65,331,9,1,1,91,0,0,0,0,18.24,2016
14,Tyrod Taylor,QB,3,BUF,ARI,14,25,56,119,5,0,1,52,9,76,8,1,17.36,2016
15,Cam Newton,QB,3,CAR,MIN,21,35,60,262,8,0,3,48,7,26,4,1,16.08,2016
16,Philip Rivers,QB,3,LAC,IND,26,39,67,326,8,0,0,92,1,2,2,0,15.24,2016
17,Jacoby Brissett,QB,3,NE,HOU,11,19,58,103,5,0,0,73,8,48,6,1,14.92,2016
18,Case Keenum,QB,3,LAR,TB,14,26,54,190,7,2,1,87,2,1,1,0,14.70,2016
19,Blake Bortles,QB,3,JAX,BAL,24,38,63,194,5,2,3,61,3,17,6,0,14.46,2016
20,Russell Wilson,QB,3,SEA,SF,15,23,65,243,11,1,0,115,1,3,3,0,14.02,2016
21,Joe Flacco,QB,3,BAL,JAX,29,40,73,214,5,0,2,64,3,12,4,1,13.76,2016
22,Alex Smith,QB,3,KC,NYJ,25,33,76,237,7,1,0,105,3,-3,-1,0,13.18,2016
23,Derek Carr,QB,3,OAK,TEN,21,35,60,249,7,1,1,79,1,-1,-1,0,12.86,2016
24,Andy Dalton,QB,3,CIN,DEN,21,31,68,206,7,0,1,73,6,40,7,0,11.24,2016
25,Cody Kessler,QB,3,CLE,MIA,21,33,64,244,7,0,0,86,2,-1,-1,0,10.66,2016
26,Sam Bradford,QB,3,MIN,CAR,18,28,64,171,6,1,0,93,2,-2,-1,0,10.64,2016
27,Ben Roethlisberger,QB,3,PIT,PHI,24,44,55,257,6,0,1,62,1,7,7,0,8.98,2016
28,Brock Osweiler,QB,3,HOU,NE,24,41,59,196,5,0,1,61,1,13,13,0,8.14,2016
29,Marcus Mariota,QB,3,TEN,OAK,17,33,52,214,7,0,2,47,3,22,7,0,7.76,2016
30,Carson Palmer,QB,3,ARI,BUF,26,50,52,287,6,0,4,36,0,0,0,0,7.48,2016
31,Blaine Gabbert,QB,3,SF,SEA,14,25,56,119,5,0,1,52,5,22,4,0,5.96,2016
32,Trevone Boykin,QB,3,SEA,SF,7,9,78,65,7,1,1,94,2,-2,-1,0,5.40,2016
33,Ryan Fitzpatrick,QB,3,NYJ,KC,20,44,46,188,4,0,6,18,3,22,7,0,3.72,2016
34,Derek Anderson,QB,3,CAR,MIN,1,1,100,3,3,0,0,79,0,0,0,0,0.12,2016
35,Joe Webb,QB,3,CAR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
