Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dustin Hopkins,K,3,WAS,NYG,5,5,100,49,2,2,0.00,2016
2,Justin Tucker,K,3,BAL,JAX,4,4,100,54,1,1,0.00,2016
3,Steven Hauschka,K,3,SEA,SF,3,3,100,33,4,4,0.00,2016
4,Matt Prater,K,3,DET,GB,2,3,67,50,3,3,0.00,2016
5,Cody Parkey,K,3,CLE,MIA,3,6,50,48,1,1,0.00,2016
6,Mason Crosby,K,3,GB,DET,2,2,100,46,4,4,0.00,2016
7,Josh Lambo,K,3,LAC,IND,3,3,100,42,1,2,0.00,2016
8,Caleb Sturgis,K,3,PHI,PIT,2,2,100,38,4,4,0.00,2016
9,Stephen Gostkowski,K,3,NE,HOU,2,2,100,25,3,3,0.00,2016
10,Dan Carpenter,K,3,BUF,ARI,2,2,100,45,3,4,0.00,2016
11,Josh Brown,K,3,NYG,WAS,2,2,100,30,3,3,0.00,2016
12,Greg Zuerlein,K,3,LAR,TB,1,1,100,53,4,4,0.00,2016
13,Matt Bryant,K,3,ATL,NO,1,1,100,21,6,6,0.00,2016
14,Adam Vinatieri,K,3,IND,LAC,2,2,100,38,2,2,0.00,2016
15,Wil Lutz,K,3,NO,ATL,1,1,100,57,3,3,0.00,2016
16,Sebastian Janikowski,K,3,OAK,TEN,1,1,100,52,2,2,0.00,2016
17,Dan Bailey,K,3,DAL,CHI,1,2,50,49,4,4,0.00,2016
18,Chandler Catanzaro,K,3,ARI,BUF,1,1,100,60,1,1,0.00,2016
19,Andrew Franks,K,3,MIA,CLE,1,1,100,37,3,3,0.00,2016
20,Blair Walsh,K,3,MIN,CAR,2,2,100,31,0,1,0.00,2016
21,Cairo Santos,K,3,KC,NYJ,1,1,100,27,3,3,0.00,2016
22,Jason Myers,K,3,JAX,BAL,1,2,50,49,2,2,0.00,2016
23,Mike Nugent,K,3,CIN,DEN,1,1,100,34,2,2,0.00,2016
24,Brandon McManus,K,3,DEN,CIN,1,1,100,20,2,3,0.00,2016
25,Connor Barth,K,3,CHI,DAL,1,1,100,34,2,2,0.00,2016
26,Ryan Succop,K,3,TEN,OAK,1,1,100,34,1,1,0.00,2016
27,Graham Gano,K,3,CAR,MIN,1,2,50,48,1,1,0.00,2016
28,Phil Dawson,K,3,SF,SEA,1,2,50,22,1,1,0.00,2016
29,Nick Folk,K,3,NYJ,KC,1,1,100,28,0,0,0.00,2016
30,Chris Boswell,K,3,PIT,PHI,1,2,50,40,0,0,0.00,2016
31,Roberto Aguayo,K,3,TB,LAR,0,1,0,0,2,3,0.00,2016
32,Nick Novak,K,3,HOU,NE,0,0,0,0,0,0,0.00,2016
33,Jordan Gay,K,3,BUF,ARI,0,0,0,0,0,0,0.00,2016
