,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,ARI,27.02,00-0023459
1,Cam Newton,QB,CAR,WAS,21.74,00-0027939
2,Russell Wilson,QB,SEA,MIN,21.62,00-0029263
3,Peyton Manning,QB,DEN,CIN,21.44,00-0010346
4,Jay Cutler,QB,CHI,TEN,21.36,00-0024226
5,Tony Romo,QB,DAL,ATL,19.84,00-0021678
6,Michael Vick,QB,PHI,NO,19.18,
7,Josh Freeman,QB,TB,OAK,19.08,00-0026993
8,Matt Schaub,QB,HOU,BUF,18.62,00-0022787
9,John Skelton,QB,ARI,GB,18.24,00-0027754
10,Matt Ryan,QB,ATL,DAL,17.48,00-0026143
11,Blaine Gabbert,QB,JAX,DET,17.2,00-0027948
12,Andy Dalton,QB,CIN,DEN,16.56,00-0027973
13,Drew Brees,QB,NO,PHI,16.46,00-0020531
14,Philip Rivers,QB,LAC,KC,15.6,00-0022942
15,Ryan Tannehill,QB,MIA,IND,15.5,00-0029701
16,Matt Hasselbeck,QB,TEN,CHI,14.8,00-0007091
17,Ben Roethlisberger,QB,PIT,NYG,14.54,00-0022924
18,Robert Griffin III,QB,WAS,CAR,13.9,00-0029532
19,Joe Flacco,QB,BAL,CLE,12.22,00-0026158
20,Matthew Stafford,QB,DET,JAX,11.2,00-0026498
21,Ryan Fitzpatrick,QB,BUF,HOU,9.96,00-0023682
22,Matt Cassel,QB,KC,LAC,8.94,00-0023662
23,Brandon Weeden,QB,CLE,BAL,6.14,00-0029677
24,Eli Manning,QB,NYG,PIT,4.0,00-0022803
25,Christian Ponder,QB,MIN,SEA,3.82,00-0027950
26,Tyrod Taylor,QB,BAL,CLE,0.4,00-0028118
27,Chase Daniel,QB,NO,PHI,0.0,00-0026544
28,Jason Campbell,QB,CHI,TEN,-0.3,00-0023460
29,TY Hilton,WR,IND,MIA,25.3,00-0029608
30,AJ Green,WR,CIN,DEN,23.5,00-0027942
31,Calvin Johnson,WR,DET,JAX,22.9,00-0025389
32,Andre Johnson,WR,HOU,BUF,22.8,00-0022044
33,DeSean Jackson,WR,PHI,NO,22.0,00-0026189
34,Roddy White,WR,ATL,DAL,21.8,00-0023462
35,Julio Jones,WR,ATL,DAL,21.7,00-0027944
36,Brian Hartline,WR,MIA,IND,21.7,00-0027077
37,Randall Cobb,WR,GB,ARI,21.6,00-0028002
38,Golden Tate,WR,SEA,MIN,20.9,00-0027891
39,Reggie Wayne,WR,IND,MIA,20.8,00-0020498
40,Larry Fitzgerald,WR,ARI,GB,19.4,00-0022921
41,Donnie Avery,WR,IND,MIA,18.8,00-0026173
42,Kevin Ogletree,WR,DAL,ATL,18.6,00-0026780
43,Mike Williams,WR,TB,OAK,16.8,00-0033536
44,Vincent Jackson,WR,TB,OAK,16.4,00-0023496
45,Sidney Rice,WR,SEA,MIN,16.4,00-0025431
46,James Jones,WR,GB,ARI,16.1,00-0025465
47,Mike Wallace,WR,PIT,NYG,15.6,00-0026901
48,Rod Streater,WR,OAK,TB,15.4,00-0029129
49,Dwayne Bowe,WR,KC,LAC,14.9,00-0025410
50,Malcom Floyd,WR,LAC,KC,14.8,00-0022414
51,Marques Colston,WR,NO,PHI,14.6,00-0024466
52,Torrey Smith,WR,BAL,CLE,14.6,00-0027996
53,Miles Austin,WR,DAL,ATL,14.6,00-0023921
54,Micheal Spurlock,WR,JAX,DET,14.5,00-0023968
55,Justin Blackmon,WR,JAX,DET,14.2,00-0029707
56,Demaryius Thomas,WR,DEN,CIN,13.7,00-0027874
57,Steve Smith,WR,CAR,WAS,13.1,
58,Michael Floyd,WR,ARI,GB,13.0,00-0029638
59,Anquan Boldin,WR,BAL,CLE,12.7,00-0022084
60,Kenny Britt,WR,TEN,CHI,12.7,00-0027006
61,Davone Bess,WR,MIA,IND,12.7,00-0026000
62,Andre Roberts,WR,ARI,GB,12.6,00-0027691
63,Donald Jones,WR,BUF,HOU,12.5,00-0027518
64,Darrius Heyward-Bey,WR,OAK,TB,12.4,00-0026983
65,Victor Cruz,WR,NYG,PIT,11.7,00-0027265
66,Jason Avant,WR,PHI,NO,11.6,00-0024324
67,Nate Washington,WR,TEN,CHI,11.5,00-0023367
68,Josh Morgan,WR,WAS,CAR,11.5,00-0026314
69,Ryan Broyles,WR,DET,JAX,11.2,00-0029209
70,Denarius Moore,WR,OAK,TB,10.6,00-0028086
71,Greg Little,WR,CLE,BAL,10.2,00-0027997
72,Laurent Robinson,WR,JAX,DET,10.1,00-0025462
73,Emmanuel Sanders,WR,PIT,NYG,10.0,00-0027685
74,Armanti Edwards,WR,CAR,WAS,9.2,00-0027692
75,Danario Alexander,WR,LAC,KC,9.1,00-0027912
76,Jerricho Cotchery,WR,PIT,NYG,9.0,00-0022811
77,Jermaine Gresham,TE,CIN,DEN,19.8,00-0027873
78,Owen Daniels,TE,HOU,BUF,16.2,00-0024313
79,Tom Crabtree,TE,GB,ARI,14.2,00-0026878
80,Joel Dreessen,TE,DEN,CIN,13.8,00-0023630
81,Dwayne Allen,TE,IND,MIA,13.5,00-0029689
82,Antonio Gates,TE,LAC,KC,13.3,00-0021547
83,Jason Witten,TE,DAL,ATL,12.1,00-0022127
84,Logan Paulsen,TE,WAS,CAR,10.9,00-0027215
85,Rob Housler,TE,ARI,GB,10.5,00-0028007
86,Charles Clay,TE,MIA,IND,10.1,00-0028112
87,Greg Olsen,TE,CAR,WAS,9.8,00-0025418
88,Garrett Graham,TE,HOU,BUF,9.1,00-0027718
89,Heath Miller,TE,PIT,NYG,8.8,00-0023465
90,Brent Celek,TE,PHI,NO,8.7,00-0025549
91,Scott Chandler,TE,BUF,HOU,8.1,00-0025516
92,Marcedes Lewis,TE,JAX,DET,8.1,00-0024243
93,James Casey,TE,HOU,BUF,7.9,00-0027109
94,Tony Gonzalez,TE,ATL,DAL,7.6,00-0006101
95,Martellus Bennett,TE,NYG,PIT,7.0,00-0026201
96,Zach Miller,TE,SEA,MIN,6.7,00-0027125
97,Dennis Pitta,TE,BAL,CLE,5.3,00-0027714
98,Clay Harbor,TE,PHI,NO,5.0,00-0027725
99,Tony Scheffler,TE,DET,JAX,4.8,00-0024276
100,Jacob Tamme,TE,DEN,CIN,4.8,00-0026267
101,Craig Stevens,TE,TEN,CHI,4.6,00-0026225
102,Benjamin Watson,TE,CLE,BAL,4.2,00-0022943
103,Dallas Clark,TE,TB,OAK,4.2,00-0022165
104,Alex Smith,TE,CLE,BAL,3.8,
105,Nate Byham,TE,TB,OAK,3.5,00-0027780
106,Niles Paul,TE,WAS,CAR,3.2,00-0028093
107,Ed Dickson,TE,BAL,CLE,3.1,00-0027675
108,Dorin Dickerson,TE,BUF,HOU,2.3,00-0027819
109,Gary Barnidge,TE,CAR,WAS,2.3,00-0026281
110,Allen Reisner,TE,MIN,SEA,2.3,00-0028267
111,Brandon Pettigrew,TE,DET,JAX,2.1,00-0026996
112,Richard Gordon,TE,OAK,TB,1.8,00-0028119
113,Anthony Fasano,TE,MIA,IND,1.8,00-0024268
114,Taylor Thompson,TE,TEN,CHI,1.7,00-0029590
115,David Paulson,TE,PIT,NYG,1.7,00-0029218
116,Jermichael Finley,TE,GB,ARI,1.6,00-0026231
117,Jared Cook,TE,TEN,CHI,1.6,00-0027061
118,Michael Palmer,TE,ATL,DAL,1.5,00-0027202
119,Rhett Ellison,TE,MIN,SEA,1.4,00-0029587
120,Orson Charles,TE,CIN,DEN,1.4,00-0029414
121,Luke Stocker,TE,TB,OAK,1.2,00-0028042
