Player,Position,Team,Opponent,Points
Aaron Rodgers,QB,GB,ARI,27.02
Cam Newton,QB,CAR,WAS,21.74
Russell Wilson,QB,SEA,MIN,21.62
Peyton Manning,QB,DEN,CIN,21.44
Jay Cutler,QB,CHI,TEN,21.36
Tony Romo,QB,DAL,ATL,19.84
Michael Vick,QB,PHI,NO,19.18
Josh Freeman,QB,TB,OAK,19.08
Matt Schaub,QB,HOU,BUF,18.62
John Skelton,QB,ARI,GB,18.24
Matt Ryan,QB,ATL,DAL,17.48
Blaine Gabbert,QB,JAX,DET,17.20
Andy Dalton,QB,CIN,DEN,16.56
Drew Brees,QB,NO,PHI,16.46
Philip Rivers,QB,LAC,KC,15.60
Ryan Tannehill,QB,MIA,IND,15.50
Matt Hasselbeck,QB,TEN,CHI,14.80
Ben Roethlisberger,QB,PIT,NYG,14.54
Robert Griffin III,QB,WAS,CAR,13.90
Joe Flacco,QB,BAL,CLE,12.22
Matthew Stafford,QB,DET,JAX,11.20
Ryan Fitzpatrick,QB,BUF,HOU,9.96
Matt Cassel,QB,KC,LAC,8.94
Brandon Weeden,QB,CLE,BAL,6.14
Eli Manning,QB,NYG,PIT,4.00
Christian Ponder,QB,MIN,SEA,3.82
Tyrod Taylor,QB,BAL,CLE,0.40
Chase Daniel,QB,NO,PHI,0.00
Jason Campbell,QB,CHI,TEN,-0.30
TY Hilton,WR,IND,MIA,25.30
AJ Green,WR,CIN,DEN,23.50
Calvin Johnson,WR,DET,JAX,22.90
Andre Johnson,WR,HOU,BUF,22.80
DeSean Jackson,WR,PHI,NO,22.00
Roddy White,WR,ATL,DAL,21.80
Julio Jones,WR,ATL,DAL,21.70
Brian Hartline,WR,MIA,IND,21.70
Randall Cobb,WR,GB,ARI,21.60
Golden Tate,WR,SEA,MIN,20.90
Reggie Wayne,WR,IND,MIA,20.80
Larry Fitzgerald,WR,ARI,GB,19.40
Donnie Avery,WR,IND,MIA,18.80
Kevin Ogletree,WR,DAL,ATL,18.60
Mike Williams,WR,TB,OAK,16.80
Vincent Jackson,WR,TB,OAK,16.40
Sidney Rice,WR,SEA,MIN,16.40
James Jones,WR,GB,ARI,16.10
Mike Wallace,WR,PIT,NYG,15.60
Rod Streater,WR,OAK,TB,15.40
Dwayne Bowe,WR,KC,LAC,14.90
Malcom Floyd,WR,LAC,KC,14.80
Marques Colston,WR,NO,PHI,14.60
Torrey Smith,WR,BAL,CLE,14.60
