Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Brandon Myers,TE,9,OAK,TB,13,8,62,59,2,13,5,7,0,0,0,0,0,25.90,2012
2,Jimmy Graham,TE,9,NO,PHI,11,8,73,72,1,17,7,9,0,0,0,0,0,21.20,2012
3,Jermaine Gresham,TE,9,CIN,DEN,8,6,75,108,0,52,14,18,0,0,0,0,0,19.80,2012
4,Owen Daniels,TE,9,HOU,BUF,8,4,50,62,1,39,8,16,0,0,0,0,0,16.20,2012
5,Tom Crabtree,TE,9,GB,ARI,2,1,50,72,1,72,36,72,0,0,0,0,0,14.20,2012
6,Joel Dreessen,TE,9,DEN,CIN,4,4,100,38,1,18,10,10,0,0,0,0,0,13.80,2012
7,Dwayne Allen,TE,9,IND,MIA,7,6,86,75,0,22,11,13,0,0,0,0,0,13.50,2012
8,Antonio Gates,TE,9,LAC,KC,3,3,100,43,1,21,14,14,0,0,0,0,0,13.30,2012
9,Jason Witten,TE,9,DAL,ATL,8,7,88,51,0,11,6,7,0,0,0,0,0,12.10,2012
10,Logan Paulsen,TE,9,WAS,CAR,8,5,63,59,0,19,7,12,0,0,0,0,0,10.90,2012
11,Rob Housler,TE,9,ARI,GB,9,5,56,55,0,22,6,11,0,0,0,0,0,10.50,2012
12,Charles Clay,TE,9,MIA,IND,1,1,100,31,1,31,31,31,0,0,0,0,0,10.10,2012
13,Greg Olsen,TE,9,CAR,WAS,9,5,56,48,0,17,5,10,0,0,0,0,0,9.80,2012
14,Garrett Graham,TE,9,HOU,BUF,2,2,100,11,1,6,6,6,0,0,0,0,0,9.10,2012
15,Heath Miller,TE,9,PIT,NYG,5,4,80,48,0,23,10,12,0,0,0,0,0,8.80,2012
16,Brent Celek,TE,9,PHI,NO,9,5,56,47,0,14,5,9,0,0,0,1,1,8.70,2012
17,Scott Chandler,TE,9,BUF,HOU,5,3,60,51,0,27,10,17,0,0,0,0,0,8.10,2012
18,Marcedes Lewis,TE,9,JAX,DET,6,4,67,41,0,20,7,10,0,0,0,0,0,8.10,2012
19,James Casey,TE,9,HOU,BUF,3,3,100,49,0,24,16,16,0,0,0,0,0,7.90,2012
20,Tony Gonzalez,TE,9,ATL,DAL,5,4,80,36,0,15,7,9,0,0,0,0,0,7.60,2012
21,Martellus Bennett,TE,9,NYG,PIT,4,3,75,40,0,33,10,13,0,0,0,0,0,7.00,2012
22,Zach Miller,TE,9,SEA,MIN,3,2,67,47,0,25,16,24,0,0,0,0,0,6.70,2012
23,Dennis Pitta,TE,9,BAL,CLE,3,2,67,33,0,27,11,17,0,0,0,0,0,5.30,2012
24,Clay Harbor,TE,9,PHI,NO,4,3,75,20,0,12,5,7,0,0,0,0,0,5.00,2012
