Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Doug Martin,RB,9,TB,OAK,25,251,10,4,5,4,21,0,0,0,58.20,2012
2,Adrian Peterson,RB,9,MIN,SEA,17,182,11,2,4,3,11,0,0,0,37.30,2012
3,Isaac Redman,RB,9,PIT,NYG,26,147,6,1,2,2,4,0,0,0,26.10,2012
4,Chris Johnson,RB,9,TEN,CHI,16,141,9,1,6,4,10,0,2,2,26.10,2012
5,Marshawn Lynch,RB,9,SEA,MIN,26,124,5,1,2,2,26,0,0,0,26.00,2012
6,Matt Forte,RB,9,CHI,TEN,12,103,9,1,2,2,45,0,0,0,25.80,2012
7,Mikel Leshoure,RB,9,DET,JAX,16,70,4,3,2,0,0,0,0,0,25.00,2012
8,Marcel Reece,FB,9,OAK,TB,0,0,0,0,9,8,95,1,1,0,23.50,2012
9,Trent Richardson,RB,9,CLE,BAL,25,105,4,0,9,6,31,0,1,0,22.60,2012
10,Arian Foster,RB,9,HOU,BUF,24,111,5,1,1,0,0,0,0,0,20.10,2012
11,Joique Bell,RB,9,DET,JAX,13,73,6,1,4,3,36,0,0,0,19.90,2012
12,Michael Turner,RB,9,ATL,DAL,20,102,5,1,1,0,0,0,0,0,19.20,2012
13,Ray Rice,RB,9,BAL,CLE,25,98,4,1,2,2,6,0,0,0,18.40,2012
14,LeSean McCoy,RB,9,PHI,NO,19,119,6,0,3,2,14,0,0,0,18.30,2012
15,Felix Jones,RB,9,DAL,ATL,9,39,4,0,5,5,70,0,0,0,15.90,2012
16,CJ Spiller,RB,9,BUF,HOU,6,39,7,0,5,5,63,0,0,0,15.20,2012
17,Reggie Bush,RB,9,MIA,IND,10,41,4,1,3,2,25,0,0,0,14.60,2012
18,LaRod Stephens-Howling,RB,9,ARI,GB,17,51,3,1,4,2,8,0,0,0,13.90,2012
19,BenJarvus Green-Ellis,RB,9,CIN,DEN,17,56,3,1,3,2,-3,0,0,0,13.30,2012
20,Vick Ballard,RB,9,IND,MIA,16,60,4,0,6,3,38,0,1,0,12.80,2012
21,Evan Royster,RB,9,WAS,CAR,4,6,2,1,4,3,30,0,0,0,12.60,2012
22,Ronnie Brown,RB,9,LAC,KC,6,38,6,0,5,5,35,0,0,0,12.30,2012
23,Chris Ivory,RB,9,NO,PHI,10,48,5,1,1,1,2,0,0,0,12.00,2012
24,Mike Goodson,RB,9,OAK,TB,2,0,0,0,6,6,52,0,0,0,11.20,2012
25,Shaun Draughn,RB,9,KC,LAC,1,6,6,1,2,2,21,0,0,0,10.70,2012
26,Rashad Jennings,RB,9,JAX,DET,12,45,4,0,4,3,7,0,0,0,10.20,2012
27,Alex Green,RB,9,GB,ARI,11,53,5,0,4,2,25,0,0,0,9.80,2012
28,DeAngelo Williams,RB,9,CAR,WAS,6,37,6,1,0,0,0,0,0,0,9.70,2012
29,Jamaal Charles,RB,9,KC,LAC,12,39,3,0,4,3,27,0,0,0,9.60,2012
30,Jacquizz Rodgers,RB,9,ATL,DAL,3,0,0,0,5,4,53,0,0,0,9.30,2012
31,Ryan Mathews,RB,9,LAC,KC,13,67,5,0,2,2,5,0,0,0,9.20,2012
32,Pierre Thomas,RB,9,NO,PHI,6,44,7,0,3,2,26,0,0,0,9.00,2012
33,Mark Ingram,RB,9,NO,PHI,7,44,6,0,2,2,23,0,0,0,8.70,2012
34,Bernard Pierce,RB,9,BAL,CLE,7,26,4,1,0,0,0,0,0,0,8.60,2012
35,Fred Jackson,RB,9,BUF,HOU,6,21,4,0,7,5,14,0,0,0,8.50,2012
36,Daniel Thomas,RB,9,MIA,IND,6,37,6,0,4,2,25,0,0,0,8.20,2012
37,Andre Brown,RB,9,NYG,PIT,7,20,3,1,0,0,0,0,0,0,8.00,2012
38,Willis McGahee,RB,9,DEN,CIN,23,66,3,0,1,1,4,0,0,0,8.00,2012
39,Alfred Morris,RB,9,WAS,CAR,13,76,6,0,1,0,0,0,0,0,7.60,2012
40,Jonathan Stewart,RB,9,CAR,WAS,10,51,5,0,1,1,6,0,0,0,6.70,2012
41,James Starks,RB,9,GB,ARI,17,61,4,0,0,0,0,0,1,0,6.10,2012
42,Brian Leonard,RB,9,CIN,DEN,4,15,4,0,4,3,13,0,0,0,5.80,2012
43,Bryce Brown,RB,9,PHI,NO,4,49,12,0,0,0,0,0,0,0,4.90,2012
44,Ahmad Bradshaw,RB,9,NYG,PIT,15,48,3,0,0,0,0,0,0,0,4.80,2012
45,Michael Robinson,RB,9,SEA,MIN,3,2,1,0,3,2,22,0,0,0,4.40,2012
46,Dexter McCluster,RB,9,KC,LAC,4,17,4,0,6,2,17,0,1,1,4.40,2012
47,Michael Bush,RB,9,CHI,TEN,10,16,2,0,1,1,17,0,0,0,4.30,2012
48,Robert Turbin,RB,9,SEA,MIN,5,21,4,0,1,1,9,0,0,0,4.00,2012
49,Darren McFadden,RB,9,OAK,TB,7,17,2,0,3,2,0,0,0,0,3.70,2012
50,Jason Snelling,RB,9,ATL,DAL,1,5,5,0,3,3,1,0,0,0,3.60,2012
