Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Tampa Bay Buccaneers,DST,11,TB,PHI,2,3,7,3,2,0,1,0,17,20.00,2015
2,Kansas City Chiefs,DST,11,KC,LAC,6,3,5,1,1,0,1,0,3,20.00,2015
3,Indianapolis Colts,DST,11,IND,ATL,3,1,6,3,2,0,1,0,21,17.00,2015
4,Baltimore Ravens,DST,11,BAL,LAR,2,1,4,0,5,0,0,0,13,17.00,2015
5,Carolina Panthers,DST,11,CAR,WAS,6,5,8,1,4,0,0,0,16,16.00,2015
6,Dallas Cowboys,DST,11,DAL,MIA,3,3,3,1,0,0,1,0,14,12.00,2015
7,Green Bay Packers,DST,11,GB,MIN,7,6,11,0,1,0,0,0,13,12.00,2015
8,Arizona Cardinals,DST,11,ARI,CIN,4,4,7,0,4,0,0,0,31,11.00,2015
9,Jacksonville Jaguars,DST,11,JAX,TEN,8,4,4,0,1,0,0,0,13,10.00,2015
10,Houston Texans,DST,11,HOU,NYJ,7,3,8,2,1,0,0,0,17,10.00,2015
11,Tennessee Titans,DST,11,TEN,JAX,4,4,6,1,1,0,0,0,19,9.00,2015
12,Atlanta Falcons,DST,11,ATL,IND,2,2,8,2,1,0,0,0,24,9.00,2015
13,New England Patriots,DST,11,NE,BUF,5,2,5,0,1,0,0,0,13,8.00,2015
14,Denver Broncos,DST,11,DEN,CHI,2,2,5,1,1,0,0,0,15,7.00,2015
15,Detroit Lions,DST,11,DET,OAK,5,1,3,0,0,1,0,0,13,7.00,2015
16,Miami Dolphins,DST,11,MIA,DAL,5,2,1,2,0,0,0,0,24,7.00,2015
17,Los Angeles Rams,DST,11,LAR,BAL,6,1,6,2,0,0,0,0,16,6.00,2015
18,Washington Redskins,DST,11,WAS,CAR,6,2,3,0,0,1,0,1,44,6.00,2015
19,Chicago Bears,DST,11,CHI,DEN,4,5,6,0,0,0,0,0,17,6.00,2015
20,Seattle Seahawks,DST,11,SEA,SF,4,2,7,0,0,0,0,0,13,6.00,2015
21,Oakland Raiders,DST,11,OAK,DET,5,4,5,0,0,0,0,0,18,5.00,2015
22,Cincinnati Bengals,DST,11,CIN,ARI,3,2,5,2,0,0,0,0,34,5.00,2015
23,Buffalo Bills,DST,11,BUF,NE,2,1,10,1,0,0,0,0,20,4.00,2015
24,New York Jets,DST,11,NYJ,HOU,3,1,6,0,1,0,0,0,24,3.00,2015
25,Los Angeles Chargers,DST,11,LAC,KC,5,3,5,0,0,0,0,0,33,3.00,2015
26,San Francisco 49ers,DST,11,SF,SEA,2,2,7,0,0,0,0,0,29,3.00,2015
27,Minnesota Vikings,DST,11,MIN,GB,7,2,5,0,0,0,0,0,30,1.00,2015
28,Philadelphia Eagles,DST,11,PHI,TB,5,1,5,0,1,0,0,0,45,-1.00,2015
