Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Mason Crosby,K,11,GB,MIN,5,5,100,52,1,1,0.00,2015
2,Graham Gano,K,11,CAR,WAS,3,3,100,48,5,5,0.00,2015
3,Jason Myers,K,11,JAX,TEN,4,4,100,36,1,1,0.00,2015
4,Matt Prater,K,11,DET,OAK,3,3,100,51,1,1,0.00,2015
5,Justin Tucker,K,11,BAL,LAR,3,5,60,47,1,1,0.00,2015
6,Chandler Catanzaro,K,11,ARI,CIN,2,2,100,32,4,4,0.00,2015
7,Connor Barth,K,11,TB,PHI,1,1,100,28,6,6,0.00,2015
8,Robbie Gould,K,11,CHI,DEN,3,3,100,46,0,0,0.00,2015
9,Sebastian Janikowski,K,11,OAK,DET,2,2,100,56,1,1,0.00,2015
10,Cairo Santos,K,11,KC,LAC,2,2,100,28,3,4,0.00,2015
11,Dan Carpenter,K,11,BUF,NE,2,3,67,52,1,1,0.00,2015
12,Stephen Gostkowski,K,11,NE,BUF,2,3,67,35,2,2,0.00,2015
13,Ryan Succop,K,11,TEN,JAX,2,3,67,49,1,1,0.00,2015
14,Phil Dawson,K,11,SF,SEA,2,2,100,27,1,1,0.00,2015
15,Mike Nugent,K,11,CIN,ARI,1,1,100,43,4,4,0.00,2015
16,Nick Novak,K,11,HOU,NYJ,1,1,100,20,3,3,0.00,2015
17,Dan Bailey,K,11,DAL,MIA,1,1,100,30,3,3,0.00,2015
18,Adam Vinatieri,K,11,IND,ATL,1,1,100,43,3,3,0.00,2015
19,Brandon McManus,K,11,DEN,CHI,1,1,100,24,2,2,0.00,2015
20,Caleb Sturgis,K,11,PHI,TB,1,1,100,43,2,2,0.00,2015
21,Randy Bullock,K,11,NYJ,HOU,1,1,100,40,2,2,0.00,2015
22,Steven Hauschka,K,11,SEA,SF,1,1,100,33,2,4,0.00,2015
23,Josh Lambo,K,11,LAC,KC,1,1,100,52,0,0,0.00,2015
24,Matt Bryant,K,11,ATL,IND,0,1,0,0,3,3,0.00,2015
25,Dustin Hopkins,K,11,WAS,CAR,0,0,0,0,2,2,0.00,2015
26,Andrew Franks,K,11,MIA,DAL,0,0,0,0,2,2,0.00,2015
27,Greg Zuerlein,K,11,LAR,BAL,0,1,0,0,1,2,0.00,2015
28,Blair Walsh,K,11,MIN,GB,0,0,0,0,1,2,0.00,2015
29,Jordan Gay,K,11,BUF,NE,0,0,0,0,0,0,0.00,2015
