Player,Position,Team,Opponent,Points
Carson Palmer,QB,ARI,CIN,29.58
Andy Dalton,QB,CIN,ARI,26.00
Russell Wilson,QB,SEA,SF,25.40
Matt Ryan,QB,ATL,IND,20.90
Matthew Stafford,QB,DET,OAK,20.38
Teddy Bridgewater,QB,MIN,GB,20.14
Aaron Rodgers,QB,GB,MIN,19.08
Brock Osweiler,QB,DEN,CHI,18.40
Marcus Mariota,QB,TEN,JAX,18.14
Ryan Fitzpatrick,QB,NYJ,HOU,17.84
Mark Sanchez,QB,PHI,TB,16.84
Blaine Gabbert,QB,SF,SEA,16.76
Ryan Tannehill,QB,MIA,DAL,15.82
TJ Yates,QB,HOU,NYJ,15.66
Matt Hasselbeck,QB,IND,ATL,15.32
Tony Romo,QB,DAL,MIA,15.28
Tom Brady,QB,NE,BUF,14.08
Joe Flacco,QB,BAL,LAR,13.96
Alex Smith,QB,KC,LAC,13.42
Blake Bortles,QB,JAX,TEN,12.58
Jay Cutler,QB,CHI,DEN,11.50
Kirk Cousins,QB,WAS,CAR,9.68
Tyrod Taylor,QB,BUF,NE,9.42
Derek Carr,QB,OAK,DET,7.56
Case Keenum,QB,LAR,BAL,7.44
Philip Rivers,QB,LAC,KC,6.92
Derek Anderson,QB,CAR,WAS,0.20
Joe Webb,QB,CAR,WAS,0.00
Shaun Hill,QB,MIN,GB,0.00
James Jones,WR,GB,MIN,27.90
JJ Nelson,WR,ARI,CIN,27.20
Danny Amendola,WR,NE,BUF,23.70
Tyler Lockett,WR,SEA,SF,21.30
DeSean Jackson,WR,WAS,CAR,19.70
Allen Robinson,WR,JAX,TEN,19.30
Terrance Williams,WR,DAL,MIA,17.90
Marquess Wilson,WR,CHI,DEN,17.20
Larry Fitzgerald,WR,ARI,CIN,17.00
Devin Funchess,WR,CAR,WAS,16.40
Mike Evans,WR,TB,PHI,16.30
Kamar Aiken,WR,BAL,LAR,16.00
Ted Ginn,WR,CAR,WAS,15.90
Brandon Marshall,WR,NYJ,HOU,15.70
Vincent Jackson,WR,TB,PHI,15.60
Chris Hogan,WR,BUF,NE,15.50
Golden Tate,WR,DET,OAK,15.10
Demaryius Thomas,WR,DEN,CHI,14.90
Cecil Shorts,WR,HOU,NYJ,14.54
Dez Bryant,WR,DAL,MIA,14.50
Anquan Boldin,WR,SF,SEA,14.30
John Brown,WR,ARI,CIN,14.20
Calvin Johnson,WR,DET,OAK,13.80
Leonard Hankerson,WR,ATL,IND,13.60
Kenny Stills,WR,MIA,DAL,13.20
Stefon Diggs,WR,MIN,GB,12.60
Steve Johnson,WR,LAC,KC,12.40
Eric Decker,WR,NYJ,HOU,12.10
Doug Baldwin,WR,SEA,SF,12.00
AJ Green,WR,CIN,ARI,11.90
Michael Crabtree,WR,OAK,DET,11.00
Josh Huff,WR,PHI,TB,10.90
Cody Latimer,WR,DEN,CHI,10.70
Jarvis Landry,WR,MIA,DAL,10.60
Brandon LaFell,WR,NE,BUF,10.60
Randall Cobb,WR,GB,MIN,10.40
Marvin Jones,WR,CIN,ARI,10.00
Josh Bellamy,WR,CHI,DEN,9.70
Jerricho Cotchery,WR,CAR,WAS,9.70
Albert Wilson,WR,KC,LAC,9.60
Donte Moncrief,WR,IND,ATL,9.10
Adam Humphries,WR,TB,PHI,9.00
Jarius Wright,WR,MIN,GB,9.00
Jeremy Butler,WR,BAL,LAR,8.50
Robert Woods,WR,BUF,NE,8.40
Dontrelle Inman,WR,LAC,KC,8.10
Javontee Herndon,WR,LAC,KC,7.70
Russell Shepard,WR,TB,PHI,7.40
Crockett Gillmore,TE,BAL,LAR,18.10
Tyler Eifert,TE,CIN,ARI,17.20
Vance McDonald,TE,SF,SEA,16.50
Brent Celek,TE,PHI,TB,14.90
Greg Olsen,TE,CAR,WAS,14.40
Julius Thomas,TE,JAX,TEN,13.80
Cameron Brate,TE,TB,PHI,13.70
Vernon Davis,TE,DEN,CHI,12.80
Lance Kendricks,TE,LAR,BAL,12.30
Owen Daniels,TE,DEN,CHI,10.90
Jordan Cameron,TE,MIA,DAL,10.10
Travis Kelce,TE,KC,LAC,9.60
Jordan Reed,TE,WAS,CAR,9.60
Darren Fells,TE,ARI,CIN,8.80
Zach Miller,TE,CHI,DEN,7.70
Coby Fleener,TE,IND,ATL,7.50
Jared Cook,TE,LAR,BAL,7.10
Jimmy Graham,TE,SEA,SF,6.90
Rob Gronkowski,TE,NE,BUF,5.70
Garrett Celek,TE,SF,SEA,5.50
Maxx Williams,TE,BAL,LAR,5.00
Jason Witten,TE,DAL,MIA,4.70
Martellus Bennett,TE,CHI,DEN,4.60
Demetrius Harris,TE,KC,LAC,4.60
Clive Walford,TE,OAK,DET,4.50
Gavin Escobar,TE,DAL,MIA,4.00
Rhett Ellison,TE,MIN,GB,3.90
Clay Harbor,TE,JAX,TEN,3.70
Richard Rodgers,TE,GB,MIN,3.70
Luke Willson,TE,SEA,SF,3.50
Anthony Fasano,TE,TEN,JAX,3.40
Zach Ertz,TE,PHI,TB,3.20
