,Player,Position,Team,Opponent,Points,PlayerID
0,Carson Palmer,QB,ARI,CIN,29.58,00-0021429
1,Andy Dalton,QB,CIN,ARI,26.0,00-0027973
2,Russell Wilson,QB,SEA,SF,25.4,00-0029263
3,Matt Ryan,QB,ATL,IND,20.9,00-0026143
4,Matthew Stafford,QB,DET,OAK,20.38,00-0026498
5,Teddy Bridgewater,QB,MIN,GB,20.14,00-0031237
6,Aaron Rodgers,QB,GB,MIN,19.08,00-0023459
7,Brock Osweiler,QB,DEN,CHI,18.4,00-0029682
8,Marcus Mariota,QB,TEN,JAX,18.14,00-0032268
9,Ryan Fitzpatrick,QB,NYJ,HOU,17.84,00-0023682
10,Mark Sanchez,QB,PHI,TB,16.84,00-0026898
11,Blaine Gabbert,QB,SF,SEA,16.76,00-0027948
12,Ryan Tannehill,QB,MIA,DAL,15.82,00-0029701
13,TJ Yates,QB,HOU,NYJ,15.66,
14,Matt Hasselbeck,QB,IND,ATL,15.32,00-0007091
15,Tony Romo,QB,DAL,MIA,15.28,00-0021678
16,Tom Brady,QB,NE,BUF,14.08,00-0019596
17,Joe Flacco,QB,BAL,LAR,13.96,00-0026158
18,Alex Smith,QB,KC,LAC,13.42,00-0023436
19,Blake Bortles,QB,JAX,TEN,12.58,00-0031407
20,Jay Cutler,QB,CHI,DEN,11.5,00-0024226
21,Kirk Cousins,QB,WAS,CAR,9.68,00-0029604
22,Tyrod Taylor,QB,BUF,NE,9.42,00-0028118
23,Derek Carr,QB,OAK,DET,7.56,00-0031280
24,Case Keenum,QB,LA,BAL,7.44,00-0028986
25,Philip Rivers,QB,LAC,KC,6.92,00-0022942
26,Derek Anderson,QB,CAR,WAS,0.2,00-0023645
27,Joe Webb,QB,CAR,WAS,0.0,00-0027796
28,Shaun Hill,QB,MIN,GB,0.0,00-0020679
29,James Jones,WR,GB,MIN,27.9,00-0025465
30,JJ Nelson,WR,ARI,CIN,27.2,00-0032112
31,Danny Amendola,WR,NE,BUF,23.7,00-0026035
32,Tyler Lockett,WR,SEA,SF,21.3,00-0032211
33,DeSean Jackson,WR,WAS,CAR,19.7,00-0026189
34,Allen Robinson,WR,JAX,TEN,19.3,00-0031428
35,Terrance Williams,WR,DAL,MIA,17.9,00-0030542
36,Marquess Wilson,WR,CHI,DEN,17.2,00-0030047
37,Larry Fitzgerald,WR,ARI,CIN,17.0,00-0022921
38,Devin Funchess,WR,CAR,WAS,16.4,00-0032055
39,Mike Evans,WR,TB,PHI,16.3,00-0031408
40,Kamar Aiken,WR,BAL,LAR,16.0,00-0028497
41,Ted Ginn,WR,CAR,WAS,15.9,00-0025396
42,Brandon Marshall,WR,NYJ,HOU,15.7,00-0024334
43,Vincent Jackson,WR,TB,PHI,15.6,00-0023496
44,Chris Hogan,WR,BUF,NE,15.5,00-0028237
45,Golden Tate,WR,DET,OAK,15.1,00-0027891
46,Demaryius Thomas,WR,DEN,CHI,14.9,00-0027874
47,Cecil Shorts,WR,HOU,NYJ,14.54,00-0028052
48,Dez Bryant,WR,DAL,MIA,14.5,00-0027902
49,Anquan Boldin,WR,SF,SEA,14.3,00-0022084
50,John Brown,WR,ARI,CIN,14.2,00-0031051
51,Calvin Johnson,WR,DET,OAK,13.8,00-0025389
52,Leonard Hankerson,WR,ATL,IND,13.6,00-0028017
53,Kenny Stills,WR,MIA,DAL,13.2,00-0030085
54,Stefon Diggs,WR,MIN,GB,12.6,00-0031588
55,Steve Johnson,WR,LAC,KC,12.4,00-0026364
56,Eric Decker,WR,NYJ,HOU,12.1,00-0027690
57,Doug Baldwin,WR,SEA,SF,12.0,00-0028434
58,AJ Green,WR,CIN,ARI,11.9,00-0027942
59,Michael Crabtree,WR,OAK,DET,11.0,00-0026986
60,Josh Huff,WR,PHI,TB,10.9,00-0030990
61,Cody Latimer,WR,DEN,CHI,10.7,00-0031344
62,Jarvis Landry,WR,MIA,DAL,10.6,00-0031382
63,Brandon LaFell,WR,NE,BUF,10.6,00-0027681
64,Randall Cobb,WR,GB,MIN,10.4,00-0028002
65,Marvin Jones,WR,CIN,ARI,10.0,00-0029293
66,Josh Bellamy,WR,CHI,DEN,9.7,00-0029319
67,Jerricho Cotchery,WR,CAR,WAS,9.7,00-0022811
68,Albert Wilson,WR,KC,LAC,9.6,00-0030669
69,Donte Moncrief,WR,IND,ATL,9.1,00-0031339
70,Adam Humphries,WR,TB,PHI,9.0,00-0032009
71,Jarius Wright,WR,MIN,GB,9.0,00-0029572
72,Jeremy Butler,WR,BAL,LAR,8.5,00-0030691
73,Robert Woods,WR,BUF,NE,8.4,00-0030431
74,Dontrelle Inman,WR,LAC,KC,8.1,00-0028411
75,Javontee Herndon,WR,LAC,KC,7.7,00-0030920
76,Russell Shepard,WR,TB,PHI,7.4,00-0030147
77,Crockett Gillmore,TE,BAL,LAR,18.1,00-0030992
78,Tyler Eifert,TE,CIN,ARI,17.2,00-0030549
79,Vance McDonald,TE,SF,SEA,16.5,00-0030470
80,Brent Celek,TE,PHI,TB,14.9,00-0025549
81,Greg Olsen,TE,CAR,WAS,14.4,00-0025418
82,Julius Thomas,TE,JAX,TEN,13.8,00-0028067
83,Cameron Brate,TE,TB,PHI,13.7,00-0031273
84,Vernon Davis,TE,DEN,CHI,12.8,00-0024221
85,Lance Kendricks,TE,LA,BAL,12.3,00-0027985
86,Owen Daniels,TE,DEN,CHI,10.9,00-0024313
87,Jordan Cameron,TE,MIA,DAL,10.1,00-0028040
88,Travis Kelce,TE,KC,LAC,9.6,00-0030506
89,Jordan Reed,TE,WAS,CAR,9.6,00-0030472
90,Darren Fells,TE,ARI,CIN,8.8,00-0029738
91,Zach Miller,TE,CHI,DEN,7.7,00-0027125
92,Coby Fleener,TE,IND,ATL,7.5,00-0029697
93,Jared Cook,TE,LA,BAL,7.1,00-0027061
94,Jimmy Graham,TE,SEA,SF,6.9,00-0027696
95,Rob Gronkowski,TE,NE,BUF,5.7,00-0027656
96,Garrett Celek,TE,SF,SEA,5.5,00-0028903
97,Maxx Williams,TE,BAL,LAR,5.0,00-0031558
98,Jason Witten,TE,DAL,MIA,4.7,00-0022127
99,Martellus Bennett,TE,CHI,DEN,4.6,00-0026201
100,Demetrius Harris,TE,KC,LAC,4.6,00-0030155
101,Clive Walford,TE,OAK,DET,4.5,00-0032256
102,Gavin Escobar,TE,DAL,MIA,4.0,00-0030544
