Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,DeAndre Hopkins,WR,11,HOU,NYJ,12,5,42,118,2,61,10,24,0,0,0,0,0,31.80,2015
2,Julio Jones,WR,11,ATL,IND,15,9,60,160,0,36,11,18,0,0,0,0,0,28.00,2015
3,James Jones,WR,11,GB,MIN,11,6,55,109,1,37,10,18,0,0,0,0,0,27.90,2015
4,JJ Nelson,WR,11,ARI,CIN,6,4,67,142,1,64,24,36,0,0,0,0,0,27.20,2015
5,Danny Amendola,WR,11,NE,BUF,12,9,75,117,0,41,10,13,0,0,0,0,0,23.70,2015
6,Tyler Lockett,WR,11,SEA,SF,5,4,80,48,2,24,10,12,1,5,0,0,0,21.30,2015
7,DeSean Jackson,WR,11,WAS,CAR,8,5,63,87,1,56,11,17,0,0,0,0,0,19.70,2015
8,Allen Robinson,WR,11,JAX,TEN,7,5,71,113,0,38,16,23,0,0,0,0,0,19.30,2015
9,Terrance Williams,WR,11,DAL,MIA,4,4,100,79,1,31,20,20,0,0,0,0,0,17.90,2015
10,Marquess Wilson,WR,11,CHI,DEN,7,4,57,102,0,40,15,26,0,0,0,0,0,17.20,2015
11,Larry Fitzgerald,WR,11,ARI,CIN,13,8,62,90,0,20,7,11,0,0,0,1,0,17.00,2015
12,Devin Funchess,WR,11,CAR,WAS,8,4,50,64,1,35,8,16,0,0,0,0,0,16.40,2015
13,Mike Evans,WR,11,TB,PHI,7,4,57,63,1,25,9,16,0,0,0,0,0,16.30,2015
14,Kamar Aiken,WR,11,BAL,LAR,8,5,63,50,1,18,6,10,0,0,0,0,0,16.00,2015
15,Ted Ginn,WR,11,CAR,WAS,8,5,63,37,1,17,5,7,2,12,0,0,0,15.90,2015
16,Brandon Marshall,WR,11,NYJ,HOU,10,5,50,47,1,21,5,9,0,0,0,0,0,15.70,2015
17,Vincent Jackson,WR,11,TB,PHI,6,4,67,56,1,24,9,14,0,0,0,0,0,15.60,2015
18,Chris Hogan,WR,11,BUF,NE,7,6,86,95,0,42,14,16,0,0,0,0,0,15.50,2015
19,Golden Tate,WR,11,DET,OAK,11,8,73,73,0,21,7,9,1,-2,0,0,0,15.10,2015
20,Demaryius Thomas,WR,11,DEN,CHI,8,3,38,59,1,48,7,20,0,0,0,0,0,14.90,2015
21,Cecil Shorts,WR,11,HOU,NYJ,5,2,40,51,0,35,10,26,4,26,0,0,0,14.54,2015
22,Dez Bryant,WR,11,DAL,MIA,9,4,44,45,1,16,5,11,0,0,0,0,0,14.50,2015
23,Anquan Boldin,WR,11,SF,SEA,7,5,71,93,0,28,13,19,0,0,0,0,0,14.30,2015
24,John Brown,WR,11,ARI,CIN,3,3,100,43,1,18,14,14,2,9,0,1,0,14.20,2015
25,Calvin Johnson,WR,11,DET,OAK,9,5,56,88,0,36,10,18,0,0,0,0,0,13.80,2015
26,Leonard Hankerson,WR,11,ATL,IND,7,4,57,36,1,18,5,9,0,0,0,0,0,13.60,2015
27,Kenny Stills,WR,11,MIA,DAL,2,2,100,52,1,29,26,26,0,0,0,0,0,13.20,2015
28,Stefon Diggs,WR,11,MIN,GB,9,6,67,66,0,17,7,11,0,0,0,0,0,12.60,2015
29,Steve Johnson,WR,11,LAC,KC,8,7,88,54,0,13,7,8,0,0,0,0,0,12.40,2015
30,Eric Decker,WR,11,NYJ,HOU,11,4,36,81,0,25,7,20,0,0,0,0,0,12.10,2015
31,Doug Baldwin,WR,11,SEA,SF,6,6,100,60,0,21,10,10,0,0,0,0,0,12.00,2015
32,AJ Green,WR,11,CIN,ARI,12,4,33,79,0,42,7,20,0,0,0,0,0,11.90,2015
33,Michael Crabtree,WR,11,OAK,DET,11,6,55,50,0,15,5,8,0,0,0,1,0,11.00,2015
34,Josh Huff,WR,11,PHI,TB,1,1,100,39,1,39,39,39,0,0,0,0,0,10.90,2015
35,Cody Latimer,WR,11,DEN,CHI,3,2,67,22,1,12,7,11,1,5,0,0,0,10.70,2015
36,Jarvis Landry,WR,11,MIA,DAL,7,4,57,66,0,47,9,17,0,0,0,0,0,10.60,2015
37,Brandon LaFell,WR,11,NE,BUF,8,4,50,66,0,27,8,17,0,0,0,0,0,10.60,2015
38,Randall Cobb,WR,11,GB,MIN,9,2,22,24,1,14,3,12,0,0,0,0,0,10.40,2015
39,Marvin Jones,WR,11,CIN,ARI,9,4,44,60,0,22,7,15,0,0,0,0,0,10.00,2015
40,Jerricho Cotchery,WR,11,CAR,WAS,6,4,67,57,0,19,10,14,0,0,0,0,0,9.70,2015
41,Josh Bellamy,WR,11,CHI,DEN,5,4,80,57,0,38,11,14,0,0,0,0,0,9.70,2015
42,Albert Wilson,WR,11,KC,LAC,4,4,100,56,0,27,14,14,0,0,0,0,0,9.60,2015
43,Donte Moncrief,WR,11,IND,ATL,8,5,63,41,0,11,5,8,0,0,0,0,0,9.10,2015
44,Adam Humphries,WR,11,TB,PHI,5,4,80,50,0,27,10,13,0,0,0,0,0,9.00,2015
45,Jarius Wright,WR,11,MIN,GB,5,4,80,50,0,18,10,13,0,0,0,0,0,9.00,2015
46,Jeremy Butler,WR,11,BAL,LAR,5,4,80,45,0,25,9,11,0,0,0,1,0,8.50,2015
47,Robert Woods,WR,11,BUF,NE,9,4,44,44,0,18,5,11,0,0,0,0,0,8.40,2015
48,Dontrelle Inman,WR,11,LAC,KC,5,3,60,51,0,27,10,17,0,0,0,0,0,8.10,2015
49,Javontee Herndon,WR,11,LAC,KC,7,5,71,37,0,10,5,7,0,0,0,1,1,7.70,2015
