Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,David Akers,K,17,SF,LAR,2,3,67,42,4,4,4.56,2011
2,Sebastian Janikowski,K,17,OAK,LAC,4,4,100,52,2,2,0.00,2011
3,Dan Carpenter,K,17,MIA,NYJ,4,4,100,58,1,1,0.00,2011
4,Josh Scobee,K,17,JAX,IND,4,4,100,47,1,1,0.00,2011
5,Neil Rackers,K,17,HOU,TEN,3,3,100,52,1,1,0.00,2011
6,Rob Bironas,K,17,TEN,HOU,3,3,100,43,2,2,0.00,2011
7,Stephen Gostkowski,K,17,NE,BUF,2,2,100,47,5,5,0.00,2011
8,Jay Feely,K,17,ARI,SEA,3,3,100,43,2,2,0.00,2011
9,Mike Nugent,K,17,CIN,BAL,3,4,75,46,1,1,0.00,2011
10,Alex Henery,K,17,PHI,WAS,2,2,100,35,4,4,0.00,2011
11,Nick Novak,K,17,LAC,OAK,1,2,50,51,5,5,0.00,2011
12,Matt Bryant,K,17,ATL,TB,1,1,100,20,6,6,0.00,2011
13,Phil Dawson,K,17,CLE,PIT,3,3,100,49,0,0,0.00,2011
14,Mason Crosby,K,17,GB,DET,1,2,50,22,6,6,0.00,2011
15,John Kasay,K,17,NO,CAR,1,1,100,43,6,6,0.00,2011
16,Josh Brown,K,17,LAR,SF,2,2,100,49,3,3,0.00,2011
17,Steven Hauschka,K,17,SEA,ARI,2,3,67,43,2,2,0.00,2011
18,Shaun Suisham,K,17,PIT,CLE,2,3,67,29,1,1,0.00,2011
19,Jason Hanson,K,17,DET,GB,1,2,50,30,4,4,0.00,2011
20,Adam Vinatieri,K,17,IND,JAX,2,2,100,48,1,1,0.00,2011
21,Ryan Longwell,K,17,MIN,CHI,2,3,67,26,1,1,0.00,2011
22,Lawrence Tynes,K,17,NYG,DAL,1,2,50,28,4,4,0.00,2011
23,Billy Cundiff,K,17,BAL,CIN,1,1,100,42,3,3,0.00,2011
24,Nick Folk,K,17,NYJ,MIA,1,1,100,31,2,2,0.00,2011
25,Robbie Gould,K,17,CHI,MIN,1,1,100,27,2,2,0.00,2011
26,Olindo Mare,K,17,CAR,NO,1,1,100,41,2,2,0.00,2011
27,Connor Barth,K,17,TB,ATL,1,1,100,41,1,1,0.00,2011
28,Thomas Howard,K,17,CIN,BAL,0,0,0,0,0,0,0.00,2011
29,Graham Gano,K,17,WAS,PHI,1,2,50,27,1,1,0.00,2011
30,Brandon Coutu,K,17,BUF,NE,0,1,0,0,3,3,0.00,2011
31,Matt Prater,K,17,DEN,KC,1,1,100,38,0,0,0.00,2011
32,Dan Bailey,K,17,DAL,NYG,0,1,0,0,2,2,0.00,2011
33,DJ Smith,K,17,GB,DET,0,0,0,0,0,0,0.00,2011
34,Ryan Succop,K,17,KC,DEN,0,1,0,0,1,1,0.00,2011
