Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matt Flynn,QB,17,GB,DET,31,44,71,480,11,6,1,136,2,0,0,0,44.20,2011
2,Matthew Stafford,QB,17,DET,GB,36,59,61,520,9,5,2,104,0,0,0,0,43.80,2011
3,Drew Brees,QB,17,NO,CAR,28,35,80,389,11,5,1,141,1,5,5,0,38.06,2011
4,Eli Manning,QB,17,NYG,DAL,24,33,73,346,11,3,0,137,6,14,2,0,30.24,2011
5,Tom Brady,QB,17,NE,BUF,23,35,66,338,10,3,1,114,0,0,0,0,27.52,2011
6,Carson Palmer,QB,17,OAK,LAC,28,43,65,417,10,2,1,103,2,6,3,0,27.28,2011
7,Michael Vick,QB,17,PHI,WAS,24,39,62,335,9,3,1,104,1,3,3,0,26.70,2011
8,Philip Rivers,QB,17,LAC,OAK,19,26,73,310,12,3,1,135,3,-3,-1,0,26.10,2011
9,Ryan Fitzpatrick,QB,17,BUF,NE,29,46,63,307,7,2,4,61,5,36,7,0,22.88,2011
10,Kellen Clemens,QB,17,LAR,SF,14,31,45,226,7,1,1,67,2,18,9,1,19.84,2011
11,Matt Hasselbeck,QB,17,TEN,HOU,22,35,63,297,9,2,0,109,1,-1,-1,0,19.78,2011
12,Alex Smith,QB,17,SF,LAR,21,31,68,219,7,1,0,99,5,4,1,1,19.16,2011
13,Josh Freeman,QB,17,TB,ATL,31,45,69,274,6,2,3,72,3,14,5,0,18.36,2011
14,Tony Romo,QB,17,DAL,NYG,29,37,78,289,8,2,1,106,2,3,2,0,17.86,2011
15,John Skelton,QB,17,ARI,SEA,22,40,55,271,7,1,1,74,5,19,4,0,15.74,2011
16,Mark Sanchez,QB,17,NYJ,MIA,21,32,66,207,7,2,3,65,1,2,2,0,13.48,2011
17,Rex Grossman,QB,17,WAS,PHI,22,45,49,256,6,1,1,65,0,0,0,0,13.24,2011
18,Cam Newton,QB,17,CAR,NO,15,25,60,158,6,1,1,75,6,32,5,0,12.52,2011
19,Josh McCown,QB,17,CHI,MIN,15,25,60,160,6,1,1,75,4,30,8,0,12.40,2011
20,Dan Orlovsky,QB,17,IND,JAX,27,40,68,264,7,1,2,73,1,7,7,0,12.26,2011
21,Matt Ryan,QB,17,ATL,TB,6,9,67,106,12,2,0,146,0,0,0,0,12.24,2011
22,Tarvaris Jackson,QB,17,SEA,ARI,21,35,60,222,6,1,1,76,1,3,3,0,12.18,2011
23,Jake Delhomme,QB,17,HOU,TEN,18,28,64,211,8,1,0,99,0,0,0,0,11.44,2011
24,Andy Dalton,QB,17,CIN,BAL,22,44,50,232,5,0,0,66,4,17,4,0,10.98,2011
25,Seneca Wallace,QB,17,CLE,PIT,16,41,39,177,4,0,1,42,3,44,15,0,10.48,2011
26,Joe Flacco,QB,17,BAL,CIN,15,19,79,130,7,1,0,113,1,1,1,0,9.30,2011
27,Ben Roethlisberger,QB,17,PIT,CLE,23,40,58,221,6,0,0,73,0,0,0,0,8.84,2011
28,Matt Moore,QB,17,MIA,NYJ,22,32,69,135,4,1,2,61,3,-1,0,0,7.30,2011
29,Kyle Orton,QB,17,KC,DEN,15,29,52,180,6,0,0,71,1,-1,-1,0,7.10,2011
30,Blaine Gabbert,QB,17,JAX,IND,11,19,58,92,5,1,0,88,3,-3,-1,0,6.38,2011
31,Joe Webb,QB,17,MIN,CHI,17,32,53,200,6,0,2,46,4,2,1,0,6.20,2011
32,Tim Tebow,QB,17,DEN,KC,6,22,27,60,3,0,1,21,6,16,3,0,2.00,2011
33,TJ Yates,QB,17,HOU,TEN,4,4,100,47,12,0,0,116,0,0,0,0,1.88,2011
34,Chris Redman,QB,17,ATL,TB,7,12,58,71,6,0,1,41,3,-4,-1,0,1.44,2011
35,Brian Hoyer,QB,17,NE,BUF,1,1,100,22,22,0,0,119,3,-2,-1,0,0.68,2011
36,Josh Johnson,QB,17,TB,ATL,0,0,0,0,0,0,0,0,1,5,5,0,0.50,2011
37,Chase Daniel,QB,17,NO,CAR,3,3,100,20,7,0,0,94,3,-3,-1,0,0.50,2011
38,Christian Ponder,QB,17,MIN,CHI,4,10,40,28,3,0,1,8,0,0,0,0,0.12,2011
39,Mark Brunell,QB,17,NYJ,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
40,Mike Kafka,QB,17,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
41,Tom Brandstater,QB,17,LAR,SF,0,2,0,0,0,0,0,40,0,0,0,0,0.00,2011
42,Derek Anderson,QB,17,CAR,NO,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2011
