Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Josh Scobee,K,7,JAX,BAL,4,4,100,54,0,0,0.00,2011
2,Mason Crosby,K,7,GB,MIN,4,4,100,58,3,3,0.00,2011
3,Olindo Mare,K,7,CAR,WAS,4,4,100,45,3,3,0.00,2011
4,John Kasay,K,7,NO,IND,2,2,100,47,8,8,0.00,2011
5,Shaun Suisham,K,7,PIT,ARI,3,3,100,42,3,3,0.00,2011
6,Dan Bailey,K,7,DAL,LAR,2,2,100,51,4,4,0.00,2011
7,Matt Bryant,K,7,ATL,DET,3,3,100,47,2,2,0.00,2011
8,Neil Rackers,K,7,HOU,TEN,2,2,100,32,5,5,0.00,2011
9,Ryan Longwell,K,7,MIN,GB,2,2,100,52,3,3,0.00,2011
10,Phil Dawson,K,7,CLE,SEA,2,4,50,53,0,0,0.00,2011
11,Jason Hanson,K,7,DET,ATL,3,3,100,43,1,1,0.00,2011
12,Dan Carpenter,K,7,MIA,DEN,3,3,100,43,0,0,0.00,2011
13,Nick Folk,K,7,NYJ,LAC,2,2,100,35,3,3,0.00,2011
14,Graham Gano,K,7,WAS,CAR,2,2,100,49,2,2,0.00,2011
15,Matt Prater,K,7,DEN,MIA,1,3,33,52,1,1,0.00,2011
16,Robbie Gould,K,7,CHI,TB,1,2,50,25,3,3,0.00,2011
17,Connor Barth,K,7,TB,CHI,1,1,100,33,1,1,0.00,2011
18,Ryan Succop,K,7,KC,OAK,0,0,0,0,4,4,0.00,2011
19,Steven Hauschka,K,7,SEA,CLE,1,1,100,20,0,0,0.00,2011
20,Nick Novak,K,7,LAC,NYJ,0,0,0,0,3,3,0.00,2011
21,Jay Feely,K,7,ARI,PIT,0,0,0,0,2,2,0.00,2011
22,Rob Bironas,K,7,TEN,HOU,0,0,0,0,1,1,0.00,2011
23,Josh Brown,K,7,LAR,DAL,0,0,0,0,1,1,0.00,2011
24,Adam Vinatieri,K,7,IND,NO,0,0,0,0,1,1,0.00,2011
25,Billy Cundiff,K,7,BAL,JAX,0,1,0,0,1,1,0.00,2011
26,Dave Rayner,K,7,OAK,KC,0,0,0,0,0,0,0.00,2011
27,DJ Smith,K,7,GB,MIN,0,0,0,0,0,0,0.00,2011
