Player,Position,Team,Opponent,Points
Aaron Rodgers,QB,GB,MIN,29.20
Cam Newton,QB,CAR,WAS,26.14
Tim Tebow,QB,DEN,MIA,22.94
Mark Sanchez,QB,NYJ,LAC,20.42
John Beck,QB,WAS,CAR,20.16
Matt Schaub,QB,HOU,TEN,19.84
Kevin Kolb,QB,ARI,PIT,19.28
Christian Ponder,QB,MIN,GB,17.86
Matt Ryan,QB,ATL,DET,16.92
Tony Romo,QB,DAL,LAR,14.64
Josh Freeman,QB,TB,CHI,14.56
Matthew Stafford,QB,DET,ATL,11.32
Jay Cutler,QB,CHI,TB,10.94
Matt Moore,QB,MIA,DEN,10.78
Colt McCoy,QB,CLE,SEA,9.22
Philip Rivers,QB,LAC,NYJ,9.06
Joe Flacco,QB,BAL,JAX,8.68
AJ Feeley,QB,LAR,DAL,6.74
Matt Hasselbeck,QB,TEN,HOU,6.16
Matt Cassel,QB,KC,OAK,4.24
Blaine Gabbert,QB,JAX,BAL,3.62
Kyle Boller,QB,OAK,KC,2.34
Charlie Whitehurst,QB,SEA,CLE,2.18
Curtis Painter,QB,IND,NO,1.78
Carson Palmer,QB,OAK,KC,1.64
Dan Orlovsky,QB,IND,NO,1.40
Jake Locker,QB,TEN,HOU,0.48
Chase Daniel,QB,NO,IND,0.00
Mark Brunell,QB,NYJ,LAC,0.00
Chris Redman,QB,ATL,DET,0.00
Jon Kitna,QB,DAL,LAR,-0.10
Calvin Johnson,WR,DET,ATL,25.50
Steve Smith,WR,CAR,WAS,24.90
Plaxico Burress,WR,NYJ,LAC,24.50
Mike Wallace,WR,PIT,ARI,23.80
Michael Jenkins,WR,MIN,GB,23.10
Antonio Brown,WR,PIT,ARI,20.20
Dez Bryant,WR,DAL,LAR,20.00
Dezmon Briscoe,WR,TB,CHI,19.30
Roddy White,WR,ATL,DET,16.20
Roy Williams,WR,CHI,TB,15.90
Emmanuel Sanders,WR,PIT,ARI,15.60
Anquan Boldin,WR,BAL,JAX,14.00
Early Doucet,WR,ARI,PIT,14.00
Darrius Heyward-Bey,WR,OAK,KC,13.90
Dwayne Bowe,WR,KC,OAK,13.60
Mike Williams,WR,TB,CHI,13.50
Brandon Lloyd,WR,LAR,DAL,13.40
Davone Bess,WR,MIA,DEN,12.20
Brandon Marshall,WR,MIA,DEN,12.10
Brandon LaFell,WR,CAR,WAS,11.90
Larry Fitzgerald,WR,ARI,PIT,11.80
Demaryius Thomas,WR,DEN,MIA,11.70
Steve Breaston,WR,KC,OAK,11.40
James Jones,WR,GB,MIN,10.30
Harry Douglas,WR,ATL,DET,10.20
Jason Hill,WR,JAX,BAL,10.20
Jabar Gaffney,WR,WAS,CAR,9.80
Jordy Nelson,WR,GB,MIN,9.20
Johnny Knox,WR,CHI,TB,8.30
Preston Parker,WR,TB,CHI,8.20
Greg Little,WR,CLE,SEA,8.10
Devin Hester,WR,CHI,TB,8.00
Lance Moore,WR,NO,IND,7.40
Jeremy Kerley,WR,NYJ,LAC,6.90
Reggie Wayne,WR,IND,NO,6.60
Kevin Walter,WR,HOU,TEN,6.50
Torrey Smith,WR,BAL,JAX,6.20
Pierre Garcon,WR,IND,NO,6.10
Sidney Rice,WR,SEA,CLE,5.80
Malcom Floyd,WR,LAC,NYJ,5.60
Terrence Austin,WR,WAS,CAR,5.60
Greg Camarillo,WR,MIN,GB,5.50
Lavelle Hawkins,WR,TEN,HOU,5.40
Greg Salas,WR,LAR,DAL,5.30
Matt Willis,WR,DEN,MIA,5.20
Hines Ward,WR,PIT,ARI,5.10
Legedu Naanee,WR,CAR,WAS,5.10
Brian Hartline,WR,MIA,DEN,4.90
Heath Miller,TE,PIT,ARI,16.50
Antonio Gates,TE,LAC,NYJ,16.40
Visanthe Shiancoe,TE,MIN,GB,14.50
Jason Witten,TE,DAL,LAR,14.50
Kellen Winslow,TE,TB,CHI,12.50
Tony Gonzalez,TE,ATL,DET,11.20
Daniel Fells,TE,DEN,MIA,11.10
Joel Dreessen,TE,HOU,TEN,11.10
Owen Daniels,TE,HOU,TEN,11.10
Jared Cook,TE,TEN,HOU,10.20
Anthony Fasano,TE,MIA,DEN,10.20
Jermichael Finley,TE,GB,MIN,9.30
Dustin Keller,TE,NYJ,LAC,8.30
Randy McMichael,TE,LAC,NYJ,7.50
Evan Moore,TE,CLE,SEA,7.50
Michael Hoomanawanui,TE,LAR,DAL,7.40
Jeremy Shockey,TE,CAR,WAS,7.20
Brandon Pettigrew,TE,DET,ATL,7.10
Logan Paulsen,TE,WAS,CAR,6.80
Ed Dickson,TE,BAL,JAX,6.30
Rob Housler,TE,ARI,PIT,4.80
Niles Paul,TE,WAS,CAR,4.50
Dennis Pitta,TE,BAL,JAX,4.30
Billy Bajema,TE,LAR,DAL,4.00
Charles Clay,TE,MIA,DEN,3.90
Cameron Morrah,TE,SEA,CLE,3.80
Tony Scheffler,TE,DET,ATL,3.50
Luke Stocker,TE,TB,CHI,3.40
Brody Eldridge,TE,IND,NO,3.20
Andrew Quarless,TE,GB,MIN,3.10
Anthony McCoy,TE,SEA,CLE,3.00
Marcedes Lewis,TE,JAX,BAL,2.30
Alex Smith,TE,CLE,SEA,2.30
Craig Stevens,TE,TEN,HOU,2.10
Kevin Boss,TE,OAK,KC,2.10
Jeff King,TE,ARI,PIT,2.00
Brandon Myers,TE,OAK,KC,1.90
Will Heller,TE,DET,ATL,1.80
Michael Palmer,TE,ATL,DET,1.80
Jake O'Connell,TE,KC,OAK,1.60
Benjamin Watson,TE,CLE,SEA,1.50
Greg Olsen,TE,CAR,WAS,1.40
David Ausberry,TE,OAK,KC,0.00
Kory Sperry,TE,LAC,NYJ,0.00
Lance Kendricks,TE,LAR,DAL,0.00
Kellen Davis,TE,CHI,TB,0.00
Matt Spaeth,TE,CHI,TB,0.00
Dallas Clark,TE,IND,NO,0.00
Matt Forte,RB,CHI,TB,29.30
Darren Sproles,RB,NO,IND,28.70
Adrian Peterson,RB,MIN,GB,27.50
Pierre Thomas,RB,NO,IND,17.50
Steven Jackson,RB,LAR,DAL,17.30
Shonn Greene,RB,NYJ,LAC,15.70
LaRod Stephens-Howling,RB,ARI,PIT,15.60
Michael Turner,RB,ATL,DET,15.20
Maurice Jones-Drew,RB,JAX,BAL,14.40
Montario Hardesty,RB,CLE,SEA,14.20
Delone Carter,RB,IND,NO,13.90
Ben Tate,RB,HOU,TEN,13.40
Michael Bush,RB,OAK,KC,13.10
James Starks,RB,GB,MIN,12.90
Jonathan Stewart,RB,CAR,WAS,12.80
Mike Tolbert,FB,LAC,NYJ,11.80
Kregg Lumpkin,RB,TB,CHI,11.20
Chris Ogbonnaya,RB,CLE,SEA,10.80
Mark Ingram,RB,NO,IND,10.70
Ryan Mathews,RB,LAC,NYJ,10.50
Chris Johnson,RB,TEN,HOU,10.50
Ray Rice,RB,BAL,JAX,10.30
Marion Barber,RB,CHI,TB,9.90
Phillip Tanner,RB,DAL,LAR,9.40
Leon Washington,RB,SEA,CLE,8.90
Tim Hightower,RB,WAS,CAR,8.80
Maurice Morris,RB,DET,ATL,8.30
LaDainian Tomlinson,RB,NYJ,LAC,8.10
Alfonso Smith,RB,ARI,PIT,7.70
Jackie Battle,FB,KC,OAK,7.60
LeRon McClain,RB,KC,OAK,7.50
John Kuhn,FB,GB,MIN,7.30
Daniel Thomas,RB,MIA,DEN,7.30
Willis McGahee,RB,DEN,MIA,6.60
Reggie Bush,RB,MIA,DEN,6.60
Jed Collins,FB,NO,IND,6.10
Javon Ringer,RB,TEN,HOU,5.80
Taiwan Jones,RB,OAK,KC,5.80
Knowshon Moreno,RB,DEN,MIA,5.80
Isaac Redman,RB,PIT,ARI,5.00
Donald Brown,RB,IND,NO,4.70
Rashard Mendenhall,RB,PIT,ARI,4.70
Jacquizz Rodgers,RB,ATL,DET,4.70
Dexter McCluster,RB,KC,OAK,4.50
Keiland Williams,RB,DET,ATL,4.40
Chris Wells,RB,ARI,PIT,4.20
Joseph Addai,RB,IND,NO,3.90
Tyler Clutts,FB,CHI,TB,3.70
Olindo Mare,K,CAR,WAS,0.00
John Kasay,K,NO,IND,0.00
Dan Bailey,K,DAL,LAR,0.00
Shaun Suisham,K,PIT,ARI,0.00
Ryan Longwell,K,MIN,GB,0.00
Matt Bryant,K,ATL,DET,0.00
Neil Rackers,K,HOU,TEN,0.00
Jason Hanson,K,DET,ATL,0.00
Phil Dawson,K,CLE,SEA,0.00
Nick Folk,K,NYJ,LAC,0.00
Dan Carpenter,K,MIA,DEN,0.00
Graham Gano,K,WAS,CAR,0.00
Matt Prater,K,DEN,MIA,0.00
Robbie Gould,K,CHI,TB,0.00
Connor Barth,K,TB,CHI,0.00
Ryan Succop,K,KC,OAK,0.00
Nick Novak,K,LAC,NYJ,0.00
Steven Hauschka,K,SEA,CLE,0.00
Jay Feely,K,ARI,PIT,0.00
Rob Bironas,K,TEN,HOU,0.00
Billy Cundiff,K,BAL,JAX,0.00
Adam Vinatieri,K,IND,NO,0.00
Josh Brown,K,LAR,DAL,0.00
Dave Rayner,K,OAK,KC,0.00
DJ Smith,K,GB,MIN,0.00
New Orleans Saints,DST,NO,IND,17.00
Houston Texans,DST,HOU,TEN,16.00
Cleveland Browns,DST,CLE,SEA,14.00
Los Angeles Chargers,DST,LAC,NYJ,12.00
Jacksonville Jaguars,DST,JAX,BAL,11.00
Miami Dolphins,DST,MIA,DEN,10.00
Carolina Panthers,DST,CAR,WAS,10.00
Chicago Bears,DST,CHI,TB,10.00
Baltimore Ravens,DST,BAL,JAX,10.00
Dallas Cowboys,DST,DAL,LAR,9.00
Tampa Bay Buccaneers,DST,TB,CHI,8.00
Pittsburgh Steelers,DST,PIT,ARI,7.00
Denver Broncos,DST,DEN,MIA,7.00
Detroit Lions,DST,DET,ATL,7.00
Green Bay Packers,DST,GB,MIN,6.00
New York Jets,DST,NYJ,LAC,6.00
Atlanta Falcons,DST,ATL,DET,6.00
Oakland Raiders,DST,OAK,KC,5.00
Minnesota Vikings,DST,MIN,GB,5.00
Los Angeles Rams,DST,LAR,DAL,3.00
Washington Redskins,DST,WAS,CAR,3.00
Arizona Cardinals,DST,ARI,PIT,1.00
Indianapolis Colts,DST,IND,NO,-2.00
Tennessee Titans,DST,TEN,HOU,-4.00
