,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,MIN,29.2,00-0023459
1,Cam Newton,QB,CAR,WAS,26.14,00-0027939
2,Tim Tebow,QB,DEN,MIA,22.94,00-0027876
3,Mark Sanchez,QB,NYJ,LAC,20.42,00-0026898
4,John Beck,QB,WAS,CAR,20.16,00-0025427
5,Matt Schaub,QB,HOU,TEN,19.84,00-0022787
6,Kevin Kolb,QB,ARI,PIT,19.28,00-0025423
7,Christian Ponder,QB,MIN,GB,17.86,00-0027950
8,Matt Ryan,QB,ATL,DET,16.92,00-0026143
9,Tony Romo,QB,DAL,LAR,14.64,00-0021678
10,Josh Freeman,QB,TB,CHI,14.56,00-0026993
11,Matthew Stafford,QB,DET,ATL,11.32,00-0026498
12,Jay Cutler,QB,CHI,TB,10.94,00-0024226
13,Matt Moore,QB,MIA,DEN,10.78,00-0025708
14,Colt McCoy,QB,CLE,SEA,9.22,00-0027688
15,Philip Rivers,QB,LAC,NYJ,9.06,00-0022942
16,Joe Flacco,QB,BAL,JAX,8.68,00-0026158
17,AJ Feeley,QB,LA,DAL,6.74,
18,Matt Hasselbeck,QB,TEN,HOU,6.16,00-0007091
19,Matt Cassel,QB,KC,OAK,4.24,00-0023662
20,Blaine Gabbert,QB,JAX,BAL,3.62,00-0027948
21,Kyle Boller,QB,OAK,KC,2.34,00-0022164
22,Charlie Whitehurst,QB,SEA,CLE,2.18,00-0024296
23,Curtis Painter,QB,IND,NO,1.78,00-0027134
24,Carson Palmer,QB,OAK,KC,1.64,00-0021429
25,Dan Orlovsky,QB,IND,NO,1.4,00-0023578
26,Jake Locker,QB,TEN,HOU,0.48,00-0027946
27,Chase Daniel,QB,NO,IND,0.0,00-0026544
28,Mark Brunell,QB,NYJ,LAC,0.0,00-0002110
29,Chris Redman,QB,ATL,DET,0.0,00-0019709
30,Jon Kitna,QB,DAL,LAR,-0.1,00-0009311
31,Calvin Johnson,WR,DET,ATL,25.5,00-0025389
32,Steve Smith,WR,CAR,WAS,24.9,
33,Plaxico Burress,WR,NYJ,LAC,24.5,00-0019642
34,Mike Wallace,WR,PIT,ARI,23.8,00-0026901
35,Michael Jenkins,WR,MIN,GB,23.1,00-0022781
36,Antonio Brown,WR,PIT,ARI,20.2,00-0027793
37,Dez Bryant,WR,DAL,LAR,20.0,00-0027902
38,Dezmon Briscoe,WR,TB,CHI,19.3,00-0027789
39,Roddy White,WR,ATL,DET,16.2,00-0023462
40,Roy Williams,WR,CHI,TB,15.9,
41,Emmanuel Sanders,WR,PIT,ARI,15.6,00-0027685
42,Anquan Boldin,WR,BAL,JAX,14.0,00-0022084
43,Early Doucet,WR,ARI,PIT,14.0,00-0026221
44,Darrius Heyward-Bey,WR,OAK,KC,13.9,00-0026983
45,Dwayne Bowe,WR,KC,OAK,13.6,00-0025410
46,Mike Williams,WR,TB,CHI,13.5,00-0033536
47,Brandon Lloyd,WR,LA,DAL,13.4,00-0022097
48,Davone Bess,WR,MIA,DEN,12.2,00-0026000
49,Brandon Marshall,WR,MIA,DEN,12.1,00-0024334
50,Brandon LaFell,WR,CAR,WAS,11.9,00-0027681
51,Larry Fitzgerald,WR,ARI,PIT,11.8,00-0022921
52,Demaryius Thomas,WR,DEN,MIA,11.7,00-0027874
53,Steve Breaston,WR,KC,OAK,11.4,00-0025529
54,James Jones,WR,GB,MIN,10.3,00-0025465
55,Harry Douglas,WR,ATL,DET,10.2,00-0026224
56,Jason Hill,WR,JAX,BAL,10.2,00-0025463
57,Jabar Gaffney,WR,WAS,CAR,9.8,00-0021163
58,Jordy Nelson,WR,GB,MIN,9.2,00-0026176
59,Johnny Knox,WR,CHI,TB,8.3,00-0026913
60,Preston Parker,WR,TB,CHI,8.2,00-0027450
61,Greg Little,WR,CLE,SEA,8.1,00-0027997
62,Devin Hester,WR,CHI,TB,8.0,00-0024272
63,Lance Moore,WR,NO,IND,7.4,00-0023310
64,Jeremy Kerley,WR,NYJ,LAC,6.9,00-0028091
65,Reggie Wayne,WR,IND,NO,6.6,00-0020498
