Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Mike Nugent,K,4,CIN,MIA,5,5,100,47,1,1,0.00,2016
2,Matt Bryant,K,4,ATL,CAR,2,2,100,53,6,6,0.00,2016
3,Jason Myers,K,4,JAX,IND,3,3,100,49,3,3,0.00,2016
4,Adam Vinatieri,K,4,IND,JAX,2,2,100,53,3,3,0.00,2016
5,Nick Novak,K,4,HOU,TEN,2,3,67,53,3,3,0.00,2016
6,Steven Hauschka,K,4,SEA,NYJ,2,2,100,53,3,3,0.00,2016
7,Cody Parkey,K,4,CLE,WAS,2,2,100,51,2,2,0.00,2016
8,Dan Carpenter,K,4,BUF,NE,3,4,75,44,1,1,0.00,2016
9,Josh Lambo,K,4,LAC,NO,2,2,100,47,4,4,0.00,2016
10,Brandon McManus,K,4,DEN,TB,2,2,100,38,3,3,0.00,2016
11,Ryan Succop,K,4,TEN,HOU,2,2,100,48,2,2,0.00,2016
12,Matt Prater,K,4,DET,CHI,2,2,100,50,0,0,0.00,2016
13,Dustin Hopkins,K,4,WAS,CLE,1,1,100,49,4,4,0.00,2016
14,Graham Gano,K,4,CAR,ATL,1,1,100,54,2,2,0.00,2016
15,Justin Tucker,K,4,BAL,OAK,2,2,100,43,1,1,0.00,2016
16,Chandler Catanzaro,K,4,ARI,LAR,2,2,100,25,1,1,0.00,2016
17,Dan Bailey,K,4,DAL,SF,1,2,50,22,3,3,0.00,2016
18,Blair Walsh,K,4,MIN,NYG,1,2,50,44,3,3,0.00,2016
19,Nick Folk,K,4,NYJ,SEA,1,1,100,34,2,2,0.00,2016
20,Connor Barth,K,4,CHI,DET,1,2,50,25,2,2,0.00,2016
21,Greg Zuerlein,K,4,LAR,ARI,1,1,100,29,2,2,0.00,2016
22,Wil Lutz,K,4,NO,LAC,0,0,0,0,5,5,0.00,2016
23,Phil Dawson,K,4,SF,DAL,1,1,100,36,2,2,0.00,2016
24,Chris Boswell,K,4,PIT,KC,0,0,0,0,5,5,0.00,2016
25,Sebastian Janikowski,K,4,OAK,BAL,0,0,0,0,4,4,0.00,2016
26,Josh Brown,K,4,NYG,MIN,1,1,100,40,1,1,0.00,2016
27,Cairo Santos,K,4,KC,PIT,0,1,0,0,2,2,0.00,2016
28,Andrew Franks,K,4,MIA,CIN,0,0,0,0,1,1,0.00,2016
29,Roberto Aguayo,K,4,TB,DEN,0,0,0,0,1,1,0.00,2016
30,Stephen Gostkowski,K,4,NE,BUF,0,1,0,0,0,0,0.00,2016
