Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matt Ryan,QB,4,ATL,CAR,28,37,76,503,14,4,1,142,4,14,4,0,39.52,2016
2,Ben Roethlisberger,QB,4,PIT,KC,22,27,82,300,11,5,0,153,1,-1,-1,0,36.90,2016
3,Russell Wilson,QB,4,SEA,NYJ,23,32,72,309,10,3,0,133,5,-5,-1,0,26.86,2016
4,Blake Bortles,QB,4,JAX,IND,19,33,58,207,6,2,0,96,7,36,5,1,25.88,2016
5,Derek Carr,QB,4,OAK,BAL,25,35,71,199,6,4,0,123,3,-2,-1,0,23.76,2016
6,Joe Flacco,QB,4,BAL,OAK,32,52,62,298,6,1,0,84,1,1,1,1,23.02,2016
7,Philip Rivers,QB,4,LAC,NO,28,43,65,321,8,2,1,93,1,0,0,0,22.84,2016
8,Brian Hoyer,QB,4,CHI,DET,28,36,78,302,8,2,0,120,3,-3,-1,0,22.78,2016
9,Case Keenum,QB,4,LAR,ARI,18,30,60,266,9,2,0,111,3,14,5,0,19.04,2016
10,Alex Smith,QB,4,KC,PIT,30,50,60,287,6,2,1,81,1,2,2,0,18.68,2016
11,Andrew Luck,QB,4,IND,JAX,27,42,64,234,6,2,1,85,4,23,6,0,18.66,2016
12,Kirk Cousins,QB,4,WAS,CLE,21,27,78,183,7,3,1,117,0,0,0,0,18.32,2016
13,Dak Prescott,QB,4,DAL,SF,23,32,72,245,8,2,0,115,5,3,1,0,18.10,2016
14,Brock Osweiler,QB,4,HOU,TEN,25,37,68,254,7,2,2,82,1,14,14,0,17.56,2016
15,Tyrod Taylor,QB,4,BUF,NE,27,39,69,246,6,1,0,95,5,28,6,0,16.64,2016
16,Cam Newton,QB,4,CAR,ATL,14,25,56,165,7,1,0,90,5,30,6,0,15.60,2016
17,Sam Bradford,QB,4,MIN,NYG,26,36,72,262,7,1,0,102,4,6,2,0,15.08,2016
18,Derek Anderson,QB,4,CAR,ATL,17,23,74,172,8,2,2,88,0,0,0,0,14.88,2016
19,Andy Dalton,QB,4,CIN,MIA,22,31,71,296,10,1,0,112,6,-12,-2,0,14.64,2016
20,Drew Brees,QB,4,NO,LAC,23,36,64,207,6,2,2,75,4,-4,-1,0,13.88,2016
21,Blaine Gabbert,QB,4,SF,DAL,16,23,70,196,9,1,1,92,12,27,2,0,13.54,2016
22,Carson Palmer,QB,4,ARI,LAR,23,36,64,288,8,1,1,86,0,0,0,0,13.52,2016
23,Jameis Winston,QB,4,TB,DEN,17,35,49,179,5,0,2,40,5,19,4,1,13.06,2016
24,Cody Kessler,QB,4,CLE,WAS,28,40,70,223,6,1,1,82,2,2,1,0,12.12,2016
25,Ryan Fitzpatrick,QB,4,NYJ,SEA,23,41,56,261,6,1,3,53,2,5,3,0,11.94,2016
26,Paxton Lynch,QB,4,DEN,TB,14,24,58,170,7,1,0,94,3,-4,-1,0,10.40,2016
27,Matthew Stafford,QB,4,DET,CHI,23,36,64,213,6,0,2,57,2,17,9,0,10.22,2016
28,Ryan Tannehill,QB,4,MIA,CIN,15,25,60,189,8,1,1,80,0,0,0,0,9.56,2016
29,Jacoby Brissett,QB,4,NE,BUF,17,27,63,205,8,0,0,86,4,23,6,0,9.50,2016
30,Eli Manning,QB,4,NYG,MIN,25,45,56,261,6,0,1,63,0,0,0,0,9.44,2016
31,Marcus Mariota,QB,4,TEN,HOU,13,29,45,202,7,0,1,54,4,20,5,0,9.08,2016
32,Trevor Siemian,QB,4,DEN,TB,5,7,71,68,10,1,0,142,0,0,0,0,6.72,2016
33,Joe Webb,QB,4,CAR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1.30,2016
34,Landry Jones,QB,4,PIT,KC,0,0,0,0,0,0,0,0,2,0,0,0,0.00,2016
35,Drew Stanton,QB,4,ARI,LAR,4,11,36,37,3,0,2,7,0,0,0,0,-0.52,2016
