Player,Position,Team,Opponent,Points
Russell Wilson,QB,SEA,NYJ,26.86
Blake Bortles,QB,JAX,IND,25.88
Derek Carr,QB,OAK,BAL,23.76
Joe Flacco,QB,BAL,OAK,23.02
Philip Rivers,QB,LAC,NO,22.84
Brian Hoyer,QB,CHI,DET,22.78
Case Keenum,QB,LAR,ARI,19.04
Alex Smith,QB,KC,PIT,18.68
Andrew Luck,QB,IND,JAX,18.66
Kirk Cousins,QB,WAS,CLE,18.32
Dak Prescott,QB,DAL,SF,18.10
Brock Osweiler,QB,HOU,TEN,17.56
Tyrod Taylor,QB,BUF,NE,16.64
Cam Newton,QB,CAR,ATL,15.60
Sam Bradford,QB,MIN,NYG,15.08
Derek Anderson,QB,CAR,ATL,14.88
Andy Dalton,QB,CIN,MIA,14.64
Drew Brees,QB,NO,LAC,13.88
Blaine Gabbert,QB,SF,DAL,13.54
Carson Palmer,QB,ARI,LAR,13.52
Jameis Winston,QB,TB,DEN,13.06
Cody Kessler,QB,CLE,WAS,12.12
Ryan Fitzpatrick,QB,NYJ,SEA,11.94
Paxton Lynch,QB,DEN,TB,10.40
Matthew Stafford,QB,DET,CHI,10.22
Ryan Tannehill,QB,MIA,CIN,9.56
Jacoby Brissett,QB,NE,BUF,9.50
Eli Manning,QB,NYG,MIN,9.44
Marcus Mariota,QB,TEN,HOU,9.08
Trevor Siemian,QB,DEN,TB,6.72
Joe Webb,QB,CAR,ATL,1.30
Landry Jones,QB,PIT,KC,0.00
Drew Stanton,QB,ARI,LAR,-0.52
Michael Crabtree,WR,OAK,BAL,33.80
Steve Smith,WR,BAL,OAK,28.10
Dontrelle Inman,WR,LAC,NO,28.00
John Brown,WR,ARI,LAR,27.40
Eddie Royal,WR,CHI,DET,27.10
Will Fuller,WR,HOU,TEN,27.10
Emmanuel Sanders,WR,DEN,TB,22.80
Antonio Brown,WR,PIT,KC,22.40
Demaryius Thomas,WR,DEN,TB,21.40
Brian Quick,WR,LAR,ARI,20.90
Jeremy Kerley,WR,SF,DAL,20.80
Brandon Marshall,WR,NYJ,SEA,18.90
TY Hilton,WR,IND,JAX,17.20
Allen Robinson,WR,JAX,IND,16.50
Robert Woods,WR,BUF,NE,15.90
Corey Brown,WR,CAR,ATL,15.80
Brice Butler,WR,DAL,SF,15.10
Terrelle Pryor,WR,CLE,WAS,15.00
Kenny Stills,WR,MIA,CIN,14.40
Terrance Williams,WR,DAL,SF,14.40
Michael Thomas,WR,NO,LAC,14.40
Sammie Coates,WR,PIT,KC,13.80
Phillip Dorsett,WR,IND,JAX,13.70
Tyreek Hill,WR,KC,PIT,13.20
Jarvis Landry,WR,MIA,CIN,13.10
Chris Conley,WR,KC,PIT,13.00
Kelvin Benjamin,WR,CAR,ATL,12.90
Aldrick Robinson,WR,ATL,CAR,12.80
Jeremy Maclin,WR,KC,PIT,12.80
Allen Hurns,WR,JAX,IND,12.70
Michael Floyd,WR,ARI,LAR,12.60
Marvin Jones,WR,DET,CHI,12.40
