Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Isaiah Crowell,RB,4,CLE,WAS,16,120,8,1,4,3,22,0,0,0,26.20,2016
2,DeMarco Murray,RB,4,TEN,HOU,25,95,4,2,2,2,24,0,1,0,25.90,2016
3,Le'Veon Bell,RB,4,PIT,KC,18,144,8,0,6,5,34,0,0,0,25.80,2016
4,Ezekiel Elliott,RB,4,DAL,SF,23,138,6,1,1,1,19,0,0,0,25.70,2016
5,Melvin Gordon,RB,4,LAC,NO,19,36,2,2,7,6,43,0,1,1,24.90,2016
6,Matt Jones,RB,4,WAS,CLE,22,117,5,1,2,2,21,0,0,0,24.80,2016
7,LeSean McCoy,RB,4,BUF,NE,19,70,4,0,6,6,38,1,0,0,22.80,2016
8,Mark Ingram,RB,4,NO,LAC,18,56,3,1,7,6,49,0,0,0,22.50,2016
9,John Kuhn,FB,4,NO,LAC,3,5,2,2,2,2,7,1,0,0,21.20,2016
10,Frank Gore,RB,4,IND,JAX,16,68,4,1,6,5,27,0,0,0,20.50,2016
11,Terrance West,RB,4,BAL,OAK,21,113,5,1,0,0,0,0,1,0,20.30,2016
12,Christine Michael,RB,4,SEA,NYJ,18,58,3,0,6,5,32,1,0,0,20.00,2016
13,Jordan Howard,RB,4,CHI,DET,23,111,5,0,4,3,21,0,0,0,19.20,2016
14,Jerick McKinnon,RB,4,MIN,NYG,18,85,5,1,5,3,10,0,0,0,18.50,2016
15,Fozzy Whittaker,RB,4,CAR,ATL,3,6,2,0,9,9,86,0,0,0,18.20,2016
16,TJ Yeldon,RB,4,JAX,IND,14,71,5,0,5,4,46,0,1,0,15.70,2016
17,David Johnson,RB,4,ARI,LAR,17,83,5,0,4,4,41,0,1,1,15.40,2016
18,Carlos Hyde,RB,4,SF,DAL,15,74,5,1,1,1,5,0,0,0,14.90,2016
19,Devonta Freeman,RB,4,ATL,CAR,13,57,4,1,3,2,7,0,0,0,14.40,2016
20,Bilal Powell,RB,4,NYJ,SEA,4,26,7,0,9,6,54,0,0,0,14.00,2016
21,Lamar Miller,RB,4,HOU,TEN,19,82,4,0,3,3,26,0,0,0,13.80,2016
22,Bobby Rainey,RB,4,NYG,MIN,4,22,6,0,9,7,43,0,0,0,13.50,2016
23,Todd Gurley,RB,4,LAR,ARI,19,33,2,0,5,5,49,0,0,0,13.20,2016
24,Duke Johnson,RB,4,CLE,WAS,8,45,6,0,8,6,31,0,1,1,12.60,2016
25,CJ Anderson,RB,4,DEN,TB,19,49,3,1,1,1,3,0,0,0,12.20,2016
26,Chris Thompson,RB,4,WAS,CLE,3,24,8,0,4,2,16,1,0,0,12.00,2016
27,Kyle Juszczyk,FB,4,BAL,OAK,0,0,0,0,7,6,56,0,0,0,11.60,2016
28,James White,RB,4,NE,BUF,4,12,3,0,5,5,50,0,0,0,11.20,2016
29,Orleans Darkwa,RB,4,NYG,MIN,12,48,4,1,2,0,0,0,0,0,10.80,2016
30,Josh Ferguson,RB,4,IND,JAX,3,-2,-1,0,10,7,33,0,0,0,10.10,2016
31,Paul Perkins,RB,4,NYG,MIN,2,8,4,0,3,2,72,0,0,0,10.00,2016
32,Matt Asiata,RB,4,MIN,NYG,6,6,1,1,2,2,12,0,0,0,9.80,2016
33,Theo Riddick,RB,4,DET,CHI,11,31,3,0,7,4,27,0,0,0,9.80,2016
34,CJ Spiller,RB,4,SEA,NYJ,2,12,6,0,3,2,5,1,0,0,9.70,2016
35,Spencer Ware,RB,4,KC,PIT,13,82,6,0,5,1,14,0,1,1,9.60,2016
36,LeGarrette Blount,RB,4,NE,BUF,13,54,4,0,3,3,4,0,0,0,8.80,2016
37,DeAngelo Williams,RB,4,PIT,KC,4,7,2,1,1,1,2,0,0,0,7.90,2016
38,Giovani Bernard,RB,4,CIN,MIA,10,18,2,0,4,3,24,0,0,0,7.20,2016
39,Jeremy Hill,RB,4,CIN,MIA,21,71,3,0,1,0,0,0,0,0,7.10,2016
40,Jay Ajayi,RB,4,MIA,CIN,6,33,6,0,2,2,13,0,0,0,6.60,2016
41,Deandre Washington,RB,4,OAK,BAL,5,30,6,0,3,3,16,0,1,1,6.60,2016
42,Matt Forte,RB,4,NYJ,SEA,14,27,2,0,3,2,16,0,0,0,6.30,2016
43,Tevin Coleman,RB,4,ATL,CAR,8,19,2,0,4,3,14,0,0,0,6.30,2016
44,Mike Gillislee,RB,4,BUF,NE,6,30,5,0,2,1,13,0,0,0,5.30,2016
45,Javorius Allen,RB,4,BAL,OAK,3,13,4,0,3,2,15,0,0,0,4.80,2016
46,Charles Sims,RB,4,TB,DEN,15,28,2,0,3,2,7,0,1,1,4.50,2016
47,Zach Zenner,RB,4,DET,CHI,3,12,4,0,1,1,22,0,0,0,4.40,2016
48,Latavius Murray,RB,4,OAK,BAL,8,19,2,0,2,2,5,0,0,0,4.40,2016
49,Jacquizz Rodgers,RB,4,TB,DEN,6,25,4,0,2,1,4,0,0,0,3.90,2016
50,Lance Dunbar,RB,4,DAL,SF,1,2,2,0,2,2,14,0,0,0,3.60,2016
