Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Julio Jones,WR,4,ATL,CAR,15,12,80,300,1,75,20,25,0,0,0,0,0,51.00,2016
2,AJ Green,WR,4,CIN,MIA,12,10,83,173,1,51,14,17,0,0,0,0,0,36.30,2016
3,Michael Crabtree,WR,4,OAK,BAL,12,7,58,88,3,23,7,13,0,0,0,0,0,33.80,2016
4,Steve Smith,WR,4,BAL,OAK,11,8,73,111,1,52,10,14,0,0,0,0,0,28.10,2016
5,Dontrelle Inman,WR,4,LAC,NO,11,7,64,120,1,57,11,17,0,0,0,0,0,28.00,2016
6,John Brown,WR,4,ARI,LAR,16,10,63,144,0,29,9,14,0,0,0,0,0,27.40,2016
7,Eddie Royal,WR,4,CHI,DET,7,7,100,111,1,64,16,16,0,0,0,0,0,27.10,2016
8,Will Fuller,WR,4,HOU,TEN,9,7,78,81,1,28,9,12,0,0,0,0,0,27.10,2016
9,Emmanuel Sanders,WR,4,DEN,TB,13,8,62,88,1,18,7,11,0,0,0,0,0,22.80,2016
10,Antonio Brown,WR,4,PIT,KC,5,4,80,64,2,38,13,16,0,0,0,0,0,22.40,2016
11,Demaryius Thomas,WR,4,DEN,TB,7,6,86,94,1,31,13,16,0,0,0,0,0,21.40,2016
12,Brian Quick,WR,4,LAR,ARI,6,2,33,69,2,65,12,35,0,0,0,0,0,20.90,2016
13,Jeremy Kerley,WR,4,SF,DAL,9,6,67,88,1,33,10,15,0,0,0,0,0,20.80,2016
14,Brandon Marshall,WR,4,NYJ,SEA,12,4,33,89,1,41,7,22,0,0,0,0,0,18.90,2016
15,TY Hilton,WR,4,IND,JAX,10,7,70,42,1,14,4,6,0,0,0,0,0,17.20,2016
16,Allen Robinson,WR,4,JAX,IND,10,5,50,55,1,17,6,11,0,0,0,0,0,16.50,2016
17,Robert Woods,WR,4,BUF,NE,10,7,70,89,0,23,9,13,0,0,0,0,0,15.90,2016
18,Corey Brown,WR,4,CAR,ATL,7,5,71,48,1,16,7,10,0,0,0,0,0,15.80,2016
19,Brice Butler,WR,4,DAL,SF,9,5,56,41,1,14,5,8,0,0,0,0,0,15.10,2016
20,Terrelle Pryor,WR,4,CLE,WAS,9,5,56,46,1,13,5,9,1,-6,0,0,0,15.00,2016
21,Kenny Stills,WR,4,MIA,CIN,3,1,33,74,1,74,25,74,0,0,0,0,0,14.40,2016
22,Michael Thomas,WR,4,NO,LAC,9,4,44,44,1,15,5,11,0,0,0,0,0,14.40,2016
23,Terrance Williams,WR,4,DAL,SF,6,4,67,44,1,20,7,11,0,0,0,0,0,14.40,2016
24,Sammie Coates,WR,4,PIT,KC,8,6,75,79,0,47,10,13,1,-1,0,0,0,13.80,2016
25,Phillip Dorsett,WR,4,IND,JAX,3,1,33,64,1,64,21,64,1,3,0,0,0,13.70,2016
26,Tyreek Hill,WR,4,KC,PIT,7,5,71,24,1,9,3,5,1,-2,0,0,0,13.20,2016
27,Jarvis Landry,WR,4,MIA,CIN,10,7,70,61,0,24,6,9,0,0,0,0,0,13.10,2016
28,Chris Conley,WR,4,KC,PIT,7,6,86,70,0,17,10,12,0,0,0,0,0,13.00,2016
29,Kelvin Benjamin,WR,4,CAR,ATL,7,3,43,39,1,21,6,13,0,0,0,0,0,12.90,2016
30,Aldrick Robinson,WR,4,ATL,CAR,3,2,67,48,1,35,16,24,0,0,0,0,0,12.80,2016
31,Jeremy Maclin,WR,4,KC,PIT,8,5,63,78,0,20,10,16,0,0,0,0,0,12.80,2016
32,Allen Hurns,WR,4,JAX,IND,4,2,50,47,1,42,12,24,0,0,0,0,0,12.70,2016
33,Michael Floyd,WR,4,ARI,LAR,7,3,43,36,1,16,5,12,0,0,0,0,0,12.60,2016
34,Marvin Jones,WR,4,DET,CHI,7,5,71,74,0,19,11,15,0,0,0,0,0,12.40,2016
35,Kenny Britt,WR,4,LAR,ARI,4,4,100,82,0,34,21,21,0,0,0,0,0,12.20,2016
36,Markus Wheaton,WR,4,PIT,KC,1,1,100,30,1,30,30,30,0,0,0,0,0,12.00,2016
37,Charone Peake,WR,4,NYJ,SEA,3,3,100,30,0,16,10,10,0,0,1,0,0,12.00,2016
38,Quincy Enunwa,WR,4,NYJ,SEA,7,6,86,60,0,15,9,10,0,0,0,0,0,12.00,2016
39,Kevin White,WR,4,CHI,DET,9,6,67,55,0,19,6,9,0,0,0,0,0,11.50,2016
40,Larry Fitzgerald,WR,4,ARI,LAR,7,5,71,62,0,15,9,12,1,1,0,0,0,11.30,2016
41,Tanner McEvoy,WR,4,SEA,NYJ,1,1,100,42,1,42,42,42,0,0,0,0,0,11.20,2016
42,Mike Evans,WR,4,TB,DEN,11,5,46,59,0,25,5,12,0,0,0,0,0,10.90,2016
43,Mike Wallace,WR,4,BAL,OAK,9,4,44,44,0,17,5,11,1,3,0,0,0,10.70,2016
44,Cole Beasley,WR,4,DAL,SF,4,3,75,66,0,47,17,22,1,7,0,0,0,10.30,2016
45,Rishard Matthews,WR,4,TEN,HOU,2,2,100,82,0,60,41,41,0,0,0,0,0,10.20,2016
46,Seth Roberts,WR,4,OAK,BAL,3,3,100,12,1,7,4,4,0,0,0,0,0,10.20,2016
47,Albert Wilson,WR,4,KC,PIT,8,5,63,52,0,17,7,10,0,0,0,0,0,10.20,2016
48,Darrius Heyward-Bey,WR,4,PIT,KC,1,1,100,31,1,31,31,31,0,0,0,0,0,10.10,2016
49,Victor Cruz,WR,4,NYG,MIN,9,5,56,50,0,14,6,10,0,0,0,0,0,10.00,2016
50,Amari Cooper,WR,4,OAK,BAL,6,5,83,48,0,16,8,10,0,0,0,0,0,9.80,2016
