Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Michael Turner,RB,4,ATL,CAR,13,103,8,0,5,3,68,1,0,0,29.10,2012
2,Marshawn Lynch,RB,4,SEA,LAR,20,118,6,1,4,4,37,0,0,0,28.50,2012
3,Willis McGahee,RB,4,DEN,OAK,19,112,6,1,6,6,23,0,0,0,28.50,2012
4,Stevan Ridley,RB,4,NE,BUF,22,106,5,2,0,0,0,0,1,0,25.60,2012
5,Brandon Bolden,RB,4,NE,BUF,16,137,9,1,1,1,11,0,0,0,24.80,2012
6,Jackie Battle,FB,4,LAC,KC,15,39,3,1,4,4,42,1,0,0,24.10,2012
7,Jamaal Charles,RB,4,KC,LAC,17,88,5,1,4,3,23,1,2,2,24.10,2012
8,Alfred Morris,RB,4,WAS,TB,21,113,5,1,2,1,-4,0,0,0,20.90,2012
9,Chris Johnson,RB,4,TEN,HOU,25,141,6,0,2,2,16,0,0,0,20.70,2012
10,Trent Richardson,RB,4,CLE,BAL,14,47,3,1,6,4,57,0,0,0,20.40,2012
11,LeSean McCoy,RB,4,PHI,NYG,23,123,5,0,4,3,17,0,1,0,20.00,2012
12,Adrian Peterson,RB,4,MIN,DET,21,102,5,0,4,4,20,0,0,0,19.20,2012
13,Ray Rice,RB,4,BAL,CLE,18,49,3,0,11,8,47,0,0,0,17.60,2012
14,Darren Sproles,RB,4,NO,GB,5,20,4,0,7,5,44,1,0,0,17.40,2012
15,Arian Foster,RB,4,HOU,TEN,24,86,4,1,2,1,8,0,0,0,16.40,2012
16,Frank Gore,RB,4,SF,NYJ,20,64,3,1,2,2,13,0,0,0,15.70,2012
17,DeMarco Murray,RB,4,DAL,CHI,11,24,2,0,7,7,57,0,1,0,15.10,2012
18,Cedric Benson,RB,4,GB,NO,18,84,5,0,4,4,22,0,0,0,14.60,2012
19,Joique Bell,RB,4,DET,MIN,1,2,2,0,8,6,72,0,0,0,13.40,2012
20,Maurice Jones-Drew,RB,4,JAX,CIN,13,38,3,0,5,5,42,0,0,0,13.00,2012
21,DeAngelo Williams,RB,4,CAR,ATL,11,49,5,1,2,1,2,0,0,0,12.10,2012
22,Kendall Hunter,RB,4,SF,NYJ,8,56,7,1,0,0,0,0,0,0,11.60,2012
23,Ahmad Bradshaw,RB,4,NYG,PHI,13,39,3,0,4,3,38,0,0,0,10.70,2012
24,BenJarvus Green-Ellis,RB,4,CIN,JAX,26,82,3,0,3,2,12,0,2,1,10.40,2012
25,Marcel Reece,FB,4,OAK,DEN,0,0,0,0,8,5,54,0,0,0,10.40,2012
26,Danny Woodhead,RB,4,NE,BUF,0,0,0,0,2,2,23,1,0,0,10.30,2012
27,Ryan Mathews,RB,4,LAC,KC,14,61,4,0,2,2,21,0,0,0,10.20,2012
28,Fred Jackson,RB,4,BUF,NE,13,29,2,0,3,3,50,0,1,1,9.90,2012
29,Jacquizz Rodgers,RB,4,ATL,CAR,6,18,3,0,4,4,40,0,0,0,9.80,2012
30,Lance Ball,RB,4,DEN,OAK,6,10,2,0,2,1,14,1,0,0,9.40,2012
31,Mikel Leshoure,RB,4,DET,MIN,13,26,2,0,5,4,37,0,1,1,9.30,2012
32,Ronnie Hillman,RB,4,DEN,OAK,10,31,3,0,2,2,32,0,0,0,8.30,2012
33,Jorvorskie Lane,FB,4,MIA,ARI,3,2,1,1,0,0,0,0,0,0,8.20,2012
34,Ronnie Brown,RB,4,LAC,KC,0,0,0,0,3,3,50,0,0,0,8.00,2012
35,Robert Turbin,RB,4,SEA,LAR,6,45,8,0,2,2,13,0,0,0,7.80,2012
36,LeGarrette Blount,RB,4,TB,WAS,6,17,3,1,0,0,0,0,0,0,7.70,2012
37,Steven Jackson,RB,4,LAR,SEA,18,55,3,0,2,1,12,0,0,0,7.70,2012
38,Shaun Draughn,RB,4,KC,LAC,4,12,3,0,5,4,34,0,1,1,7.60,2012
39,Chris Pressley,FB,4,CIN,JAX,0,0,0,0,2,1,1,1,0,0,7.10,2012
40,Reggie Bush,RB,4,MIA,ARI,17,67,4,0,1,0,0,0,0,0,6.70,2012
41,Greg Jones,RB,4,JAX,CIN,0,0,0,0,4,4,25,0,0,0,6.50,2012
42,Doug Martin,RB,4,TB,WAS,8,33,4,0,5,2,9,0,0,0,6.20,2012
43,Darrel Young,FB,4,WAS,TB,0,0,0,0,2,2,40,0,0,0,6.00,2012
44,Matt Forte,RB,4,CHI,DAL,13,52,4,0,1,1,-3,0,0,0,5.90,2012
45,Jonathan Stewart,RB,4,CAR,ATL,10,40,4,0,1,1,8,0,0,0,5.80,2012
46,Daryl Richardson,RB,4,LAR,SEA,6,16,3,0,3,2,13,0,0,0,4.90,2012
47,Evan Royster,RB,4,WAS,TB,2,4,2,0,3,3,15,0,0,0,4.90,2012
48,Bernard Pierce,RB,4,BAL,CLE,6,48,8,0,0,0,0,0,0,0,4.80,2012
49,Cedric Peerman,RB,4,CIN,JAX,1,48,48,0,0,0,0,0,0,0,4.80,2012
50,Darren McFadden,RB,4,OAK,DEN,13,34,3,0,1,1,4,0,0,0,4.80,2012
