,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,NO,32.06,00-0023459
1,Cam Newton,QB,CAR,ATL,31.2,00-0027939
2,Ryan Fitzpatrick,QB,BUF,NE,30.4,00-0023682
3,Matt Ryan,QB,ATL,CAR,28.76,00-0026143
4,Peyton Manning,QB,DEN,OAK,28.42,00-0010346
5,Joe Flacco,QB,BAL,CLE,26.64,00-0026158
6,Kevin Kolb,QB,ARI,MIA,25.96,00-0025423
7,Robert Griffin III,QB,WAS,TB,25.52,00-0029532
8,Andy Dalton,QB,CIN,JAX,23.26,00-0027973
9,Ryan Tannehill,QB,MIA,ARI,23.24,00-0029701
10,Matthew Stafford,QB,DET,MIN,23.16,00-0026498
11,Eli Manning,QB,NYG,PHI,22.36,00-0022803
12,Michael Vick,QB,PHI,NYG,18.54,
13,Jay Cutler,QB,CHI,DAL,18.0,00-0024226
14,Matt Schaub,QB,HOU,TEN,15.88,00-0022787
15,Josh Freeman,QB,TB,WAS,15.76,00-0026993
16,Philip Rivers,QB,LAC,KC,15.36,00-0022942
17,Matt Cassel,QB,KC,LAC,15.04,00-0023662
18,Brandon Weeden,QB,CLE,BAL,14.8,00-0029677
19,Tony Romo,QB,DAL,CHI,14.28,00-0021678
20,Matt Hasselbeck,QB,TEN,HOU,13.02,00-0007091
21,Blaine Gabbert,QB,JAX,CIN,12.34,00-0027948
22,Colin Kaepernick,QB,SF,NYJ,11.0,00-0027974
23,Kyle Orton,QB,DAL,CHI,9.56,00-0023541
24,Carson Palmer,QB,OAK,DEN,8.08,00-0021429
25,Sam Bradford,QB,LA,SEA,7.64,00-0027854
26,Alex Smith,QB,SF,NYJ,6.92,00-0023436
27,Christian Ponder,QB,MIN,DET,4.94,00-0027950
28,Russell Wilson,QB,SEA,LAR,4.8,00-0029263
29,Mark Sanchez,QB,NYJ,SF,2.12,00-0026898
30,Tim Tebow,QB,NYJ,SF,0.36,00-0027876
31,Jake Locker,QB,TEN,HOU,0.0,00-0027946
32,Tyrod Taylor,QB,BAL,CLE,0.0,00-0028118
33,Chase Daniel,QB,NO,GB,0.0,00-0026544
34,Brock Osweiler,QB,DEN,OAK,-0.1,00-0029682
35,Graham Harrell,QB,GB,NO,-1.0,00-0027602
36,Marques Colston,WR,NO,GB,33.3,00-0024466
37,Andre Roberts,WR,ARI,MIA,32.8,00-0027691
38,Brandon Marshall,WR,CHI,DAL,29.8,00-0024334
39,Victor Cruz,WR,NYG,PHI,28.9,00-0027265
40,Dwayne Bowe,WR,KC,LAC,26.8,00-0025410
41,AJ Green,WR,CIN,JAX,26.7,00-0027942
42,Anquan Boldin,WR,BAL,CLE,25.1,00-0022084
43,Vincent Jackson,WR,TB,WAS,25.0,00-0023496
44,Wes Welker,WR,NE,BUF,23.9,00-0022427
45,Dez Bryant,WR,DAL,CHI,23.5,00-0027902
