Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jason Witten,TE,4,DAL,CHI,14,13,93,112,1,21,8,9,0,0,0,0,0,33.20,2012
2,Rob Gronkowski,TE,4,NE,BUF,11,5,46,104,1,41,10,21,0,0,0,1,1,23.40,2012
3,Scott Chandler,TE,4,BUF,NE,8,4,50,62,2,24,8,16,0,0,0,0,0,22.20,2012
4,Greg Olsen,TE,4,CAR,ATL,7,6,86,89,1,34,13,15,0,0,0,0,0,20.90,2012
5,Owen Daniels,TE,4,HOU,TEN,6,6,100,72,1,28,12,12,0,0,0,0,0,19.20,2012
6,James Casey,TE,4,HOU,TEN,5,5,100,36,1,11,7,7,0,0,0,0,0,14.60,2012
7,Jimmy Graham,TE,4,NO,GB,9,7,78,76,0,24,8,11,0,0,0,0,0,14.60,2012
8,Brandon Pettigrew,TE,4,DET,MIN,9,7,78,67,0,15,7,10,0,0,0,0,0,13.70,2012
9,Marcedes Lewis,TE,4,JAX,CIN,3,3,100,32,1,23,11,11,0,0,0,0,0,12.20,2012
10,Fred Davis,TE,4,WAS,TB,4,4,100,70,0,26,18,18,0,0,0,0,0,11.00,2012
11,Craig Stevens,TE,4,TEN,HOU,2,2,100,24,1,19,12,12,0,0,0,0,0,10.40,2012
12,Benjamin Watson,TE,4,CLE,BAL,6,5,83,52,0,17,9,10,0,0,0,0,0,10.20,2012
13,Tony Gonzalez,TE,4,ATL,CAR,5,5,100,51,0,14,10,10,0,0,0,0,0,10.10,2012
14,Joel Dreessen,TE,4,DEN,OAK,3,2,67,17,1,22,6,9,0,0,0,0,0,9.70,2012
15,Brent Celek,TE,4,PHI,NYG,5,4,80,57,0,27,11,14,0,0,0,0,0,9.70,2012
16,Jermaine Gresham,TE,4,CIN,JAX,5,5,100,47,0,16,9,9,0,0,0,0,0,9.70,2012
17,Jermichael Finley,TE,4,GB,NO,5,4,80,54,0,20,11,14,0,0,0,0,0,9.40,2012
18,Kellen Davis,TE,4,CHI,DAL,4,3,75,62,0,25,16,21,0,0,0,0,0,9.20,2012
19,Antonio Gates,TE,4,LAC,KC,3,3,100,59,0,33,20,20,0,0,0,0,0,8.90,2012
20,Jacob Tamme,TE,4,DEN,OAK,6,5,83,38,0,10,6,8,0,0,0,0,0,8.80,2012
21,Anthony Fasano,TE,4,MIA,ARI,5,5,100,30,0,8,6,6,0,0,0,0,0,8.00,2012
22,Bear Pascoe,TE,4,NYG,PHI,2,1,50,6,1,6,3,6,0,0,0,0,0,7.60,2012
23,Rob Housler,TE,4,ARI,MIA,3,2,67,48,0,33,16,24,0,0,0,0,0,6.80,2012
24,Jared Cook,TE,4,TEN,HOU,4,3,75,36,0,25,9,12,0,0,0,0,0,6.60,2012
25,Zach Miller,TE,4,SEA,LAR,3,3,100,32,0,13,11,11,0,0,0,0,0,6.20,2012
26,Jeff Cumberland,TE,4,NYJ,SF,5,4,80,17,0,9,3,4,0,0,0,0,0,5.70,2012
27,Dorin Dickerson,TE,4,BUF,NE,2,2,100,36,0,24,18,18,0,0,0,0,0,5.60,2012
28,Delanie Walker,TE,4,SF,NYJ,4,2,50,31,0,25,8,16,0,0,0,0,0,5.10,2012
29,Vernon Davis,TE,4,SF,NYJ,2,2,100,28,0,23,14,14,0,0,0,0,0,4.80,2012
30,Tony Moeaki,TE,4,KC,LAC,4,3,75,18,0,12,5,6,0,0,0,0,0,4.80,2012
31,Dallas Clark,TE,4,TB,WAS,4,3,75,15,0,6,4,5,0,0,0,0,0,4.50,2012
32,Lance Kendricks,TE,4,LAR,SEA,2,2,100,22,0,26,11,11,0,0,0,0,0,4.20,2012
33,Jeff King,TE,4,ARI,MIA,2,2,100,22,0,20,11,11,0,0,0,0,0,4.20,2012
34,Niles Paul,TE,4,WAS,TB,2,1,50,30,0,30,15,30,0,0,0,0,0,4.00,2012
35,Anthony McCoy,TE,4,SEA,LAR,3,2,67,20,0,15,7,10,0,0,0,0,0,4.00,2012
36,Brandon Myers,TE,4,OAK,DEN,2,1,50,22,0,22,11,22,0,0,0,0,0,3.20,2012
37,Daniel Fells,TE,4,NE,BUF,2,1,50,18,0,18,9,18,0,0,0,0,0,2.80,2012
38,Kyle Rudolph,TE,4,MIN,DET,5,2,40,8,0,7,2,4,0,0,0,0,0,2.80,2012
39,Tony Scheffler,TE,4,DET,MIN,3,1,33,16,0,16,5,16,0,0,0,0,0,2.60,2012
40,Tom Crabtree,TE,4,GB,NO,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60,2012
41,Jordan Cameron,TE,4,CLE,BAL,6,1,17,15,0,15,3,15,0,0,0,0,0,2.50,2012
42,Orson Charles,TE,4,CIN,JAX,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2012
43,David Ausberry,TE,4,OAK,DEN,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2012
44,Clay Harbor,TE,4,PHI,NYG,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2012
45,David Thomas,TE,4,NO,GB,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2012
46,Luke Stocker,TE,4,TB,WAS,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50,2012
47,Martellus Bennett,TE,4,NYG,PHI,3,1,33,2,0,2,1,2,0,0,0,0,0,1.20,2012
48,John Carlson,TE,4,MIN,DET,1,1,100,-1,0,-1,-1,-1,0,0,0,0,0,0.90,2012
49,Dedrick Epps,TE,4,NYJ,SF,1,1,100,9,0,9,9,9,0,0,0,1,1,0.90,2012
50,Dennis Pitta,TE,4,BAL,CLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
