Player,Position,Team,Opponent,Points
Aaron Rodgers,QB,GB,NO,32.06
Cam Newton,QB,CAR,ATL,31.20
Ryan Fitzpatrick,QB,BUF,NE,30.40
Matt Ryan,QB,ATL,CAR,28.76
Peyton Manning,QB,DEN,OAK,28.42
Joe Flacco,QB,BAL,CLE,26.64
Kevin Kolb,QB,ARI,MIA,25.96
Robert Griffin III,QB,WAS,TB,25.52
Andy Dalton,QB,CIN,JAX,23.26
Ryan Tannehill,QB,MIA,ARI,23.24
Matthew Stafford,QB,DET,MIN,23.16
Eli Manning,QB,NYG,PHI,22.36
Michael Vick,QB,PHI,NYG,18.54
Jay Cutler,QB,CHI,DAL,18.00
Matt Schaub,QB,HOU,TEN,15.88
Josh Freeman,QB,TB,WAS,15.76
Philip Rivers,QB,LAC,KC,15.36
Matt Cassel,QB,KC,LAC,15.04
Brandon Weeden,QB,CLE,BAL,14.80
Tony Romo,QB,DAL,CHI,14.28
Matt Hasselbeck,QB,TEN,HOU,13.02
Blaine Gabbert,QB,JAX,CIN,12.34
Colin Kaepernick,QB,SF,NYJ,11.00
Kyle Orton,QB,DAL,CHI,9.56
Carson Palmer,QB,OAK,DEN,8.08
Sam Bradford,QB,LAR,SEA,7.64
Alex Smith,QB,SF,NYJ,6.92
Christian Ponder,QB,MIN,DET,4.94
Russell Wilson,QB,SEA,LAR,4.80
Mark Sanchez,QB,NYJ,SF,2.12
Tim Tebow,QB,NYJ,SF,0.36
Jake Locker,QB,TEN,HOU,0.00
Tyrod Taylor,QB,BAL,CLE,0.00
Chase Daniel,QB,NO,GB,0.00
Brock Osweiler,QB,DEN,OAK,-0.10
Graham Harrell,QB,GB,NO,-1.00
Marques Colston,WR,NO,GB,33.30
Andre Roberts,WR,ARI,MIA,32.80
Brandon Marshall,WR,CHI,DAL,29.80
Victor Cruz,WR,NYG,PHI,28.90
Dwayne Bowe,WR,KC,LAC,26.80
AJ Green,WR,CIN,JAX,26.70
Anquan Boldin,WR,BAL,CLE,25.10
Vincent Jackson,WR,TB,WAS,25.00
Wes Welker,WR,NE,BUF,23.90
Dez Bryant,WR,DAL,CHI,23.50
Jordy Nelson,WR,GB,NO,23.30
James Jones,WR,GB,NO,22.60
Davone Bess,WR,MIA,ARI,22.30
DeSean Jackson,WR,PHI,NYG,21.90
Torrey Smith,WR,BAL,CLE,21.70
Eric Decker,WR,DEN,OAK,20.90
Larry Fitzgerald,WR,ARI,MIA,20.40
Domenik Hixon,WR,NYG,PHI,20.40
Mike Williams,WR,TB,WAS,18.50
Danny Amendola,WR,LAR,SEA,18.10
Demaryius Thomas,WR,DEN,OAK,17.30
Donald Jones,WR,BUF,NE,17.00
Miles Austin,WR,DAL,CHI,15.70
Joseph Morgan,WR,NO,GB,15.00
Kendall Wright,WR,TEN,HOU,14.60
Brandon Lloyd,WR,NE,BUF,14.00
Lance Moore,WR,NO,GB,13.70
Randall Cobb,WR,GB,NO,13.60
Brad Smith,WR,BUF,NE,12.90
Devin Hester,WR,CHI,DAL,12.80
Leonard Hankerson,WR,WAS,TB,12.70
Percy Harvin,WR,MIN,DET,12.40
Greg Little,WR,CLE,BAL,11.50
Denarius Moore,WR,OAK,DEN,11.10
Nate Burleson,WR,DET,MIN,10.90
Justin Blackmon,WR,JAX,CIN,10.80
Kealoha Pilares,WR,CAR,ATL,10.60
Eddie Royal,WR,LAC,KC,10.60
Mario Manningham,WR,SF,NYJ,10.50
Calvin Johnson,WR,DET,MIN,10.40
Josh Morgan,WR,WAS,TB,10.20
Jordan Norwood,WR,CLE,BAL,9.60
Pierre Garcon,WR,WAS,TB,9.00
Jonathan Baldwin,WR,KC,LAC,9.00
Jerome Simpson,WR,MIN,DET,9.00
Andre Johnson,WR,HOU,TEN,8.60
Steve Smith,WR,CAR,ATL,8.20
Sidney Rice,WR,SEA,LAR,8.10
Scott Chandler,TE,BUF,NE,22.20
Greg Olsen,TE,CAR,ATL,20.90
Owen Daniels,TE,HOU,TEN,19.20
James Casey,TE,HOU,TEN,14.60
Jimmy Graham,TE,NO,GB,14.60
Brandon Pettigrew,TE,DET,MIN,13.70
Marcedes Lewis,TE,JAX,CIN,12.20
Fred Davis,TE,WAS,TB,11.00
Craig Stevens,TE,TEN,HOU,10.40
Benjamin Watson,TE,CLE,BAL,10.20
Tony Gonzalez,TE,ATL,CAR,10.10
Joel Dreessen,TE,DEN,OAK,9.70
Brent Celek,TE,PHI,NYG,9.70
Jermaine Gresham,TE,CIN,JAX,9.70
Jermichael Finley,TE,GB,NO,9.40
Kellen Davis,TE,CHI,DAL,9.20
Antonio Gates,TE,LAC,KC,8.90
Jacob Tamme,TE,DEN,OAK,8.80
Anthony Fasano,TE,MIA,ARI,8.00
Bear Pascoe,TE,NYG,PHI,7.60
Rob Housler,TE,ARI,MIA,6.80
Jared Cook,TE,TEN,HOU,6.60
Zach Miller,TE,SEA,LAR,6.20
Jeff Cumberland,TE,NYJ,SF,5.70
Dorin Dickerson,TE,BUF,NE,5.60
Delanie Walker,TE,SF,NYJ,5.10
Vernon Davis,TE,SF,NYJ,4.80
Tony Moeaki,TE,KC,LAC,4.80
Dallas Clark,TE,TB,WAS,4.50
Jeff King,TE,ARI,MIA,4.20
Lance Kendricks,TE,LAR,SEA,4.20
Niles Paul,TE,WAS,TB,4.00
Anthony McCoy,TE,SEA,LAR,4.00
Brandon Myers,TE,OAK,DEN,3.20
Daniel Fells,TE,NE,BUF,2.80
Kyle Rudolph,TE,MIN,DET,2.80
Tony Scheffler,TE,DET,MIN,2.60
Tom Crabtree,TE,GB,NO,2.60
Jordan Cameron,TE,CLE,BAL,2.50
Orson Charles,TE,CIN,JAX,2.00
David Ausberry,TE,OAK,DEN,1.90
Clay Harbor,TE,PHI,NYG,1.70
David Thomas,TE,NO,GB,1.60
Luke Stocker,TE,TB,WAS,1.50
Martellus Bennett,TE,NYG,PHI,1.20
John Carlson,TE,MIN,DET,0.90
Dedrick Epps,TE,NYJ,SF,0.90
Taylor Thompson,TE,TEN,HOU,0.00
Willis McGahee,RB,DEN,OAK,28.50
Stevan Ridley,RB,NE,BUF,25.60
Brandon Bolden,RB,NE,BUF,24.80
Jackie Battle,FB,LAC,KC,24.10
Jamaal Charles,RB,KC,LAC,24.10
Alfred Morris,RB,WAS,TB,20.90
Chris Johnson,RB,TEN,HOU,20.70
Trent Richardson,RB,CLE,BAL,20.40
LeSean McCoy,RB,PHI,NYG,20.00
Adrian Peterson,RB,MIN,DET,19.20
Ray Rice,RB,BAL,CLE,17.60
Darren Sproles,RB,NO,GB,17.40
Arian Foster,RB,HOU,TEN,16.40
Frank Gore,RB,SF,NYJ,15.70
DeMarco Murray,RB,DAL,CHI,15.10
Cedric Benson,RB,GB,NO,14.60
Joique Bell,RB,DET,MIN,13.40
Maurice Jones-Drew,RB,JAX,CIN,13.00
DeAngelo Williams,RB,CAR,ATL,12.10
