Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Greg Zuerlein,K,4,LAR,SEA,4,4,100,60,1,1,0.00,2012
2,Matt Prater,K,4,DEN,OAK,3,3,100,53,4,4,0.00,2012
3,Phil Dawson,K,4,CLE,BAL,3,3,100,52,1,1,0.00,2012
4,Nick Novak,K,4,LAC,KC,3,3,100,47,4,4,0.00,2012
5,Alex Henery,K,4,PHI,NYG,4,4,100,48,1,1,0.00,2012
6,Matt Bryant,K,4,ATL,CAR,3,3,100,41,3,3,0.00,2012
7,Connor Barth,K,4,TB,WAS,3,3,100,57,1,1,0.00,2012
8,Stephen Gostkowski,K,4,NE,BUF,1,3,33,30,7,7,0.00,2012
9,David Akers,K,4,SF,NYJ,2,4,50,40,4,4,0.00,2012
10,Robbie Gould,K,4,CHI,DAL,2,2,100,43,4,4,0.00,2012
11,Mike Nugent,K,4,CIN,JAX,2,2,100,35,3,3,0.00,2012
12,Garrett Hartley,K,4,NO,GB,2,3,67,27,3,3,0.00,2012
13,DJ Smith,K,4,GB,NO,0,0,0,0,0,0,0.00,2012
14,Blair Walsh,K,4,MIN,DET,2,3,67,49,2,2,0.00,2012
15,Shayne Graham,K,4,HOU,TEN,1,1,100,33,5,5,0.00,2012
16,Jason Hanson,K,4,DET,MIN,2,2,100,40,1,1,0.00,2012
17,Steven Hauschka,K,4,SEA,LAR,2,2,100,31,1,1,0.00,2012
18,Dan Carpenter,K,4,MIA,ARI,2,3,67,32,1,1,0.00,2012
19,Billy Cundiff,K,4,WAS,TB,1,4,25,41,3,3,0.00,2012
20,Jay Feely,K,4,ARI,MIA,1,1,100,46,3,3,0.00,2012
21,Sebastian Janikowski,K,4,OAK,DEN,2,2,100,38,0,0,0.00,2012
22,Justin Tucker,K,4,BAL,CLE,1,2,50,45,2,2,0.00,2012
23,Lawrence Tynes,K,4,NYG,PHI,1,2,50,25,2,2,0.00,2012
24,Justin Medlock,K,4,CAR,ATL,0,0,0,0,4,4,0.00,2012
25,Rian Lindell,K,4,BUF,NE,0,0,0,0,4,4,0.00,2012
26,Josh Scobee,K,4,JAX,CIN,1,1,100,21,1,1,0.00,2012
27,Mason Crosby,K,4,GB,NO,0,0,0,0,4,4,0.00,2012
28,Dan Bailey,K,4,DAL,CHI,1,1,100,39,1,1,0.00,2012
29,Rob Bironas,K,4,TEN,HOU,0,0,0,0,2,2,0.00,2012
30,Ryan Succop,K,4,KC,LAC,0,0,0,0,2,2,0.00,2012
31,John Potter,K,4,BUF,NE,0,0,0,0,0,0,0.00,2012
32,Nick Folk,K,4,NYJ,SF,0,0,0,0,0,0,0.00,2012
