Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Blair Walsh,K,4,MIN,ATL,4,5,80,55,3,3,0.00,2014
2,Phil Dawson,K,4,SF,PHI,4,4,100,51,2,2,0.00,2014
3,Nick Novak,K,4,LAC,JAX,4,4,100,37,3,3,0.00,2014
4,Randy Bullock,K,4,HOU,BUF,3,3,100,55,2,2,0.00,2014
5,Adam Vinatieri,K,4,IND,TEN,2,2,100,31,5,5,0.00,2014
6,Cairo Santos,K,4,KC,NE,2,2,100,31,5,5,0.00,2014
7,Mason Crosby,K,4,GB,CHI,1,2,50,53,5,5,0.00,2014
8,Dan Bailey,K,4,DAL,NO,1,1,100,51,5,5,0.00,2014
9,Josh Brown,K,4,NYG,WAS,1,1,100,29,6,6,0.00,2014
10,Patrick Murray,K,4,TB,PIT,2,2,100,50,3,3,0.00,2014
11,Caleb Sturgis,K,4,MIA,OAK,1,1,100,41,5,5,0.00,2014
12,Alex Henery,K,4,DET,NYJ,1,2,50,51,3,3,0.00,2014
13,Justin Tucker,K,4,BAL,CAR,1,2,50,30,5,5,0.00,2014
14,Shaun Suisham,K,4,PIT,TB,1,2,50,25,3,3,0.00,2014
15,Nick Folk,K,4,NYJ,DET,1,1,100,27,2,2,0.00,2014
16,Robbie Gould,K,4,CHI,GB,1,1,100,23,2,2,0.00,2014
17,Dan Carpenter,K,4,BUF,HOU,1,1,100,31,2,2,0.00,2014
18,Ryan Succop,K,4,TEN,IND,1,1,100,0,2,2,0.00,2014
19,Shayne Graham,K,4,NO,DAL,1,2,50,30,2,2,0.00,2014
20,Graham Gano,K,4,CAR,BAL,1,1,100,37,1,1,0.00,2014
21,Matt Bryant,K,4,ATL,MIN,0,0,0,0,4,4,0.00,2014
22,Cody Parkey,K,4,PHI,SF,0,0,0,0,3,3,0.00,2014
23,Kai Forbath,K,4,WAS,NYG,0,0,0,0,2,2,0.00,2014
24,Sebastian Janikowski,K,4,OAK,MIA,0,0,0,0,2,2,0.00,2014
25,Josh Scobee,K,4,JAX,LAC,0,0,0,0,2,2,0.00,2014
26,Stephen Gostkowski,K,4,NE,KC,0,0,0,0,2,2,0.00,2014
27,DJ Smith,K,4,CAR,BAL,0,0,0,0,0,0,0.00,2014
28,Jordan Gay,K,4,BUF,HOU,0,0,0,0,0,0,0.00,2014
