Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Ryan Succop,K,6,TEN,IND,5,5,100,48,3,3,0.00,2017
2,Kai Forbath,K,6,MIN,GB,3,3,100,53,2,2,0.00,2017
3,Aldrick Rosas,K,6,NYG,DEN,3,4,75,51,2,2,0.00,2017
4,Justin Tucker,K,6,BAL,CHI,3,3,100,50,1,1,0.00,2017
5,Adam Vinatieri,K,6,IND,TEN,3,3,100,52,1,2,0.00,2017
6,Graham Gano,K,6,CAR,PHI,3,3,100,46,2,2,0.00,2017
7,Greg Zuerlein,K,6,LAR,JAX,2,2,100,56,3,3,0.00,2017
8,Jake Elliott,K,6,PHI,CAR,2,2,100,50,2,2,0.00,2017
9,Wil Lutz,K,6,NO,DET,1,1,100,41,7,7,0.00,2017
10,Connor Barth,K,6,CHI,BAL,2,2,100,40,3,3,0.00,2017
11,Matt Prater,K,6,DET,NO,1,2,50,41,5,5,0.00,2017
12,Robbie Gould,K,6,SF,WAS,1,2,50,52,3,3,0.00,2017
13,Dustin Hopkins,K,6,WAS,SF,2,2,100,48,2,3,0.00,2017
14,Cody Parkey,K,6,MIA,ATL,2,2,100,49,2,2,0.00,2017
15,Phil Dawson,K,6,ARI,TB,1,1,100,28,5,5,0.00,2017
16,Matt Bryant,K,6,ATL,MIA,1,2,50,50,2,2,0.00,2017
17,Harrison Butker,K,6,KC,PIT,2,2,100,46,1,1,0.00,2017
18,Stephen Gostkowski,K,6,NE,NYJ,1,2,50,28,3,3,0.00,2017
19,Ka'imi Fairbairn,K,6,HOU,CLE,1,1,100,40,2,3,0.00,2017
20,Zane Gonzalez,K,6,CLE,HOU,1,1,100,41,2,2,0.00,2017
21,Chandler Catanzaro,K,6,NYJ,NE,1,1,100,28,2,2,0.00,2017
22,Jason Myers,K,6,JAX,LAR,1,3,33,41,2,2,0.00,2017
23,Chris Boswell,K,6,PIT,KC,1,1,100,24,2,2,0.00,2017
24,Nick Novak,K,6,LAC,OAK,1,2,50,32,2,2,0.00,2017
25,Mason Crosby,K,6,GB,MIN,1,1,100,26,1,1,0.00,2017
26,Giorgio Tavecchio,K,6,OAK,LAC,1,1,100,44,1,2,0.00,2017
27,Brandon McManus,K,6,DEN,NYG,1,3,33,28,1,1,0.00,2017
28,Patrick Murray,K,6,TB,ARI,0,0,0,0,1,1,0.00,2017
29,Michael Palardy,K,6,CAR,PHI,0,0,0,0,0,0,0.00,2017
