,Player,Position,Team,Opponent,Points,PlayerID
0,Deshaun Watson,QB,HOU,CLE,24.3,00-0033537
1,Cam Newton,QB,CAR,PHI,23.66,00-0027939
2,Matthew Stafford,QB,DET,NO,22.88,00-0026498
3,Ryan Fitzpatrick,QB,TB,ARI,22.8,00-0023682
4,Carson Wentz,QB,PHI,CAR,22.38,00-0032950
5,Carson Palmer,QB,ARI,TB,21.92,00-0021429
6,Trevor Siemian,QB,DEN,NYG,20.94,00-0032156
7,Marcus Mariota,QB,TEN,IND,18.24,00-0032268
8,Tom Brady,QB,NE,NYJ,17.18,00-0019596
9,Alex Smith,QB,KC,PIT,15.14,00-0023436
10,Blake Bortles,QB,JAX,LAR,14.54,00-0031407
11,Philip Rivers,QB,LAC,OAK,14.32,00-0022942
12,CJ Beathard,QB,SF,WAS,14.2,00-0033936
13,Case Keenum,QB,MIN,GB,14.06,00-0028986
14,Jacoby Brissett,QB,IND,TEN,13.98,00-0033119
15,Drew Brees,QB,NO,DET,13.54,00-0020531
16,Jay Cutler,QB,MIA,ATL,12.94,00-0024226
17,Matt Ryan,QB,ATL,MIA,12.92,00-0026143
18,Ben Roethlisberger,QB,PIT,KC,12.88,00-0022924
19,Mitch Trubisky,QB,CHI,BAL,10.72,00-0033869
20,Kevin Hogan,QB,CLE,HOU,10.2,00-0032784
21,Jared Goff,QB,LA,JAX,9.86,00-0033106
22,Eli Manning,QB,NYG,DEN,9.12,00-0022803
23,Derek Carr,QB,OAK,LAC,8.84,00-0031280
24,Brett Hundley,QB,GB,MIN,7.58,00-0031589
25,Joe Flacco,QB,BAL,CHI,7.4,00-0026158
26,Jameis Winston,QB,TB,ARI,2.44,00-0031503
27,Brian Hoyer,QB,SF,WAS,1.36,00-0026625
28,Aaron Rodgers,QB,GB,MIN,0.72,00-0023459
29,Brock Osweiler,QB,DEN,NYG,0.62,00-0029682
30,Demaryius Thomas,WR,DEN,NYG,25.3,00-0027874
31,Golden Tate,WR,DET,NO,22.6,00-0027891
32,Marvin Jones,WR,DET,NO,21.6,00-0029293
33,Jarvis Landry,WR,MIA,ATL,20.2,00-0031382
34,Kelvin Benjamin,WR,CAR,PHI,18.9,00-0031359
35,Adam Thielen,WR,MIN,GB,18.6,00-0030035
36,Mike Evans,WR,TB,ARI,18.5,00-0031408
37,Michael Crabtree,WR,OAK,LAC,17.2,00-0026986
38,Ted Ginn,WR,NO,DET,16.9,00-0025396
