Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,6,NE,NYJ,10,6,60,83,2,33,8,14,0,0,0,0,0,26.30,2017
2,Cameron Brate,TE,6,TB,ARI,8,6,75,76,1,21,10,13,0,0,0,0,0,19.60,2017
3,Evan Engram,TE,6,NYG,DEN,7,5,71,82,1,26,12,16,0,0,0,0,0,19.20,2017
4,Austin Seferian-Jenkins,TE,6,NYJ,NE,11,8,73,46,1,12,4,6,0,0,0,1,1,17.60,2017
5,Jack Doyle,TE,6,IND,TEN,11,7,64,50,1,11,5,7,0,0,0,1,1,17.00,2017
6,Zach Ertz,TE,6,PHI,CAR,5,2,40,18,2,17,4,9,0,0,0,0,0,15.80,2017
7,Hunter Henry,TE,6,LAC,OAK,7,5,71,90,0,34,13,18,0,0,0,0,0,14.00,2017
8,Dion Sims,TE,6,CHI,BAL,4,2,50,42,1,27,11,21,0,0,0,0,0,12.20,2017
9,Austin Hooper,TE,6,ATL,MIA,9,7,78,48,0,11,5,7,0,0,0,0,0,11.80,2017
10,Michael Hoomanawanui,TE,6,NO,DET,3,2,67,27,1,25,9,14,0,0,0,0,0,10.70,2017
11,Darren Fells,TE,6,DET,NO,4,2,50,26,1,22,7,13,0,0,0,0,0,10.60,2017
12,Zach Miller,TE,6,CHI,BAL,3,2,67,25,1,21,8,13,0,0,0,0,0,10.50,2017
13,Jeff Heuerman,TE,6,DEN,NYG,2,2,100,24,1,13,12,12,0,0,0,0,0,10.40,2017
14,Ryan Griffin,TE,6,HOU,CLE,8,3,38,52,0,21,7,17,0,0,0,0,0,10.20,2017
15,Troy Niklas,TE,6,ARI,TB,2,2,100,20,1,14,10,10,0,0,0,0,0,10.00,2017
16,Kyle Rudolph,TE,6,MIN,GB,9,5,56,47,0,16,5,9,0,0,0,0,0,9.70,2017
