Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Philip Rivers,QB,9,LAC,GB,26,46,57,385,8,4,3,86,1,-1,-1,0,31.30,2011
2,Aaron Rodgers,QB,9,GB,LAC,21,26,81,247,10,4,0,146,8,52,7,0,31.08,2011
3,Tim Tebow,QB,9,DEN,OAK,10,21,48,124,6,2,0,98,12,118,10,0,27.76,2011
4,Carson Palmer,QB,9,OAK,DEN,19,35,54,332,10,3,3,80,5,3,1,0,25.58,2011
5,Tom Brady,QB,9,NE,NYG,28,49,57,342,7,2,2,75,1,5,5,0,22.18,2011
6,Matt Moore,QB,9,MIA,KC,17,23,74,244,11,3,0,147,4,3,1,0,22.06,2011
7,Matt Ryan,QB,9,ATL,IND,14,24,58,275,12,3,1,121,2,0,0,0,22.00,2011
8,Andy Dalton,QB,9,CIN,TEN,22,39,56,217,6,3,0,98,3,4,1,0,21.08,2011
9,Ben Roethlisberger,QB,9,PIT,BAL,20,37,54,330,9,1,1,82,3,13,4,0,20.50,2011
10,Tony Romo,QB,9,DAL,SEA,19,31,61,279,9,2,0,112,3,13,4,0,20.46,2011
11,Drew Brees,QB,9,NO,TB,27,36,75,258,7,2,1,101,1,20,20,0,19.32,2011
12,Matt Hasselbeck,QB,9,TEN,CIN,24,41,59,272,7,2,0,95,2,3,2,0,19.18,2011
13,Eli Manning,QB,9,NYG,NE,20,39,51,250,6,2,1,78,3,11,4,0,18.10,2011
14,Joe Flacco,QB,9,BAL,PIT,28,47,60,300,6,1,0,85,0,0,0,0,18.00,2011
15,John Skelton,QB,9,ARI,LAR,20,35,57,222,6,1,0,86,4,38,10,0,16.68,2011
16,Jay Cutler,QB,9,CHI,PHI,18,32,56,208,7,2,0,97,1,0,0,0,16.32,2011
17,John Beck,QB,9,WAS,SF,30,47,64,254,5,1,1,76,4,9,2,0,16.06,2011
18,Josh Freeman,QB,9,TB,NO,27,37,73,281,8,1,0,104,3,8,3,0,16.04,2011
19,Matt Cassel,QB,9,KC,MIA,20,39,51,253,7,0,0,72,9,38,4,0,13.92,2011
20,Alex Smith,QB,9,SF,WAS,17,24,71,200,8,1,0,110,4,9,2,0,12.90,2011
21,Ryan Fitzpatrick,QB,9,BUF,NYJ,15,31,48,191,6,1,2,52,2,9,5,0,12.54,2011
22,Michael Vick,QB,9,PHI,CHI,21,38,55,213,6,0,1,61,5,34,7,0,10.92,2011
23,Mark Sanchez,QB,9,NYJ,BUF,20,28,71,230,8,1,1,93,4,-3,-1,0,10.90,2011
24,Matt Schaub,QB,9,HOU,CLE,14,23,61,119,5,0,1,56,3,0,0,1,9.76,2011
25,Colt McCoy,QB,9,CLE,HOU,14,22,64,146,7,1,1,79,3,6,2,0,9.44,2011
26,Sam Bradford,QB,9,LAR,ARI,23,36,64,255,7,0,1,73,1,2,2,0,9.40,2011
27,Tarvaris Jackson,QB,9,SEA,DAL,17,30,57,221,7,0,3,40,2,3,2,0,6.14,2011
28,Curtis Painter,QB,9,IND,ATL,13,27,48,98,4,0,1,42,1,5,5,0,3.42,2011
29,Dan Orlovsky,QB,9,IND,ATL,4,6,67,20,3,0,0,72,0,0,0,0,0.80,2011
30,Josh Johnson,QB,9,TB,NO,0,0,0,0,0,0,0,0,1,1,1,0,0.10,2011
31,Mark Brunell,QB,9,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
32,Chris Redman,QB,9,ATL,IND,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
33,Chase Daniel,QB,9,NO,TB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
