Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Vincent Jackson,WR,9,LAC,GB,12,7,58,141,3,38,12,20,0,0,0,0,0,42.10,2011
2,Julio Jones,WR,9,ATL,IND,4,3,75,131,2,80,33,44,2,33,0,0,0,34.40,2011
3,Brandon Marshall,WR,9,MIA,KC,11,8,73,106,1,30,10,13,0,0,0,0,0,27.60,2011
4,Wes Welker,WR,9,NE,NYG,10,9,90,136,0,28,14,15,1,13,0,0,0,26.90,2011
5,Jacoby Ford,WR,9,OAK,DEN,6,5,83,105,1,34,18,21,0,0,0,1,0,24.50,2011
6,Jordy Nelson,WR,9,GB,LAC,6,5,83,105,1,64,18,21,0,0,0,0,0,24.50,2011
7,Steve Breaston,WR,9,KC,MIA,11,7,64,115,0,37,11,16,0,0,0,0,0,21.50,2011
8,Earl Bennett,WR,9,CHI,PHI,5,5,100,95,1,28,19,19,0,0,0,0,0,20.50,2011
9,Antonio Brown,WR,9,PIT,BAL,11,5,46,109,0,32,10,22,0,0,0,0,0,18.90,2011
10,Torrey Smith,WR,9,BAL,PIT,9,5,56,71,1,29,8,14,0,0,0,0,0,18.10,2011
11,Lavelle Hawkins,WR,9,TEN,CIN,7,5,71,63,1,30,9,13,0,0,0,1,0,17.30,2011
12,Greg Jennings,WR,9,GB,LAC,8,6,75,46,1,21,6,8,0,0,0,0,0,16.60,2011
13,Eddie Royal,WR,9,DEN,OAK,5,2,40,25,1,26,5,13,0,0,0,0,0,16.50,2011
14,Joshua Cribbs,WR,9,CLE,HOU,5,5,100,50,1,20,10,10,0,0,0,0,0,16.00,2011
15,Mike Wallace,WR,9,PIT,BAL,6,4,67,68,1,25,11,17,0,0,0,1,1,15.80,2011
16,Anquan Boldin,WR,9,BAL,PIT,10,7,70,88,0,21,9,13,0,0,0,0,0,15.80,2011
17,AJ Green,WR,9,CIN,TEN,7,7,100,83,0,23,12,12,0,0,0,0,0,15.30,2011
18,Victor Cruz,WR,9,NYG,NE,11,6,55,91,0,23,8,15,0,0,0,0,0,15.10,2011
19,Dwayne Bowe,WR,9,KC,MIA,10,6,60,88,0,31,9,15,0,0,0,0,0,14.80,2011
