,Player,Position,Team,Opponent,Points,PlayerID
0,Tim Tebow,QB,DEN,OAK,27.76,00-0027876
1,Carson Palmer,QB,OAK,DEN,25.58,00-0021429
2,Tom Brady,QB,NE,NYG,22.18,00-0019596
3,Matt Moore,QB,MIA,KC,22.06,00-0025708
4,Matt Ryan,QB,ATL,IND,22.0,00-0026143
5,Andy Dalton,QB,CIN,TEN,21.08,00-0027973
6,Ben Roethlisberger,QB,PIT,BAL,20.5,00-0022924
7,Tony Romo,QB,DAL,SEA,20.46,00-0021678
8,Drew Brees,QB,NO,TB,19.32,00-0020531
9,Matt Hasselbeck,QB,TEN,CIN,19.18,00-0007091
10,Eli Manning,QB,NYG,NE,18.1,00-0022803
11,Joe Flacco,QB,BAL,PIT,18.0,00-0026158
12,John Skelton,QB,ARI,LAR,16.68,00-0027754
13,Jay Cutler,QB,CHI,PHI,16.32,00-0024226
14,John Beck,QB,WAS,SF,16.06,00-0025427
15,Josh Freeman,QB,TB,NO,16.04,00-0026993
16,Matt Cassel,QB,KC,MIA,13.92,00-0023662
17,Alex Smith,QB,SF,WAS,12.9,00-0023436
18,Ryan Fitzpatrick,QB,BUF,NYJ,12.54,00-0023682
19,Michael Vick,QB,PHI,CHI,10.92,
20,Mark Sanchez,QB,NYJ,BUF,10.9,00-0026898
21,Matt Schaub,QB,HOU,CLE,9.76,00-0022787
22,Colt McCoy,QB,CLE,HOU,9.44,00-0027688
23,Sam Bradford,QB,LA,ARI,9.4,00-0027854
24,Tarvaris Jackson,QB,SEA,DAL,6.14,00-0024279
25,Curtis Painter,QB,IND,ATL,3.42,00-0027134
26,Dan Orlovsky,QB,IND,ATL,0.8,00-0023578
27,Josh Johnson,QB,TB,NO,0.1,
28,Mark Brunell,QB,NYJ,BUF,0.0,00-0002110
29,Chase Daniel,QB,NO,TB,0.0,00-0026544
30,Chris Redman,QB,ATL,IND,0.0,00-0019709
31,Brandon Marshall,WR,MIA,KC,27.6,00-0024334
32,Wes Welker,WR,NE,NYG,26.9,00-0022427
33,Jordy Nelson,WR,GB,LAC,24.5,00-0026176
34,Jacoby Ford,WR,OAK,DEN,24.5,00-0027709
35,Steve Breaston,WR,KC,MIA,21.5,00-0025529
36,Earl Bennett,WR,CHI,PHI,20.5,00-0026210
37,Antonio Brown,WR,PIT,BAL,18.9,00-0027793
38,Torrey Smith,WR,BAL,PIT,18.1,00-0027996
39,Lavelle Hawkins,WR,TEN,CIN,17.3,00-0026266
40,Greg Jennings,WR,GB,LAC,16.6,00-0024267
41,Eddie Royal,WR,DEN,OAK,16.5,00-0026182
42,Joshua Cribbs,WR,CLE,HOU,16.0,
43,Mike Wallace,WR,PIT,BAL,15.8,00-0026901
44,Anquan Boldin,WR,BAL,PIT,15.8,00-0022084
45,AJ Green,WR,CIN,TEN,15.3,00-0027942
46,Victor Cruz,WR,NYG,NE,15.1,00-0027265
47,Dwayne Bowe,WR,KC,MIA,14.8,00-0025410
48,Larry Fitzgerald,WR,ARI,LAR,14.3,00-0022921
49,Laurent Robinson,WR,DAL,SEA,14.2,00-0025462
50,Jabar Gaffney,WR,WAS,SF,14.0,00-0021163
51,Early Doucet,WR,ARI,LAR,13.8,00-0026221
52,Eric Decker,WR,DEN,OAK,13.7,00-0027690
53,David Nelson,WR,BUF,NYJ,13.6,00-0027322
54,Damian Williams,WR,TEN,CIN,13.4,00-0027893
55,Jerome Simpson,WR,CIN,TEN,13.3,00-0026186
56,Andre Caldwell,WR,CIN,TEN,13.2,00-0026237
57,Brandon Lloyd,WR,LA,ARI,13.0,00-0022097
58,Plaxico Burress,WR,NYJ,BUF,12.9,00-0019642
59,Greg Salas,WR,LA,ARI,12.9,00-0028050
60,Mario Manningham,WR,NYG,NE,12.3,00-0026235
61,Santonio Holmes,WR,NYJ,BUF,11.9,00-0024240
62,Vincent Brown,WR,LAC,GB,11.9,00-0028020
63,Roddy White,WR,ATL,IND,11.6,00-0023462
64,Steve Johnson,WR,BUF,NYJ,11.4,00-0026364
65,Lance Moore,WR,NO,TB,11.0,00-0023310
