Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,9,NE,NYG,15,8,53,101,1,27,7,13,0,0,0,0,0,27.10,2011
2,Antonio Gates,TE,9,LAC,GB,11,8,73,96,1,19,9,12,0,0,0,0,0,23.60,2011
3,Anthony Fasano,TE,9,MIA,KC,3,2,67,38,2,35,13,19,0,0,0,0,0,17.80,2011
4,Jason Witten,TE,9,DAL,SEA,7,4,57,71,1,33,10,18,0,0,0,0,0,17.10,2011
5,Jake Ballard,TE,9,NYG,NE,7,4,57,67,1,30,10,17,0,0,0,0,0,16.70,2011
6,Jermichael Finley,TE,9,GB,LAC,7,5,71,44,1,13,6,9,0,0,0,0,0,15.40,2011
7,Jimmy Graham,TE,9,NO,TB,8,6,75,78,0,23,10,13,0,0,0,0,0,13.80,2011
8,Tony Gonzalez,TE,9,ATL,IND,6,4,67,36,1,20,6,9,0,0,0,0,0,13.60,2011
9,Aaron Hernandez,TE,9,NE,NYG,5,4,80,35,1,15,7,9,0,0,0,0,0,13.50,2011
10,Brent Celek,TE,9,PHI,CHI,9,7,78,60,0,21,7,9,0,0,0,0,0,13.00,2011
11,Kellen Winslow,TE,9,TB,NO,6,4,67,29,1,14,5,7,0,0,0,0,0,12.90,2011
12,Heath Miller,TE,9,PIT,BAL,6,5,83,73,0,30,12,15,0,0,0,0,0,12.30,2011
13,Dustin Keller,TE,9,NYJ,BUF,7,4,57,64,0,24,9,16,0,0,0,0,0,10.40,2011
14,Dennis Pitta,TE,9,BAL,PIT,8,5,63,46,0,23,6,9,0,0,0,0,0,9.60,2011
15,Matt Spaeth,TE,9,CHI,PHI,2,2,100,13,1,8,7,7,0,0,0,0,0,9.30,2011
16,Colin Cochart,TE,9,CIN,TEN,2,2,100,7,1,6,4,4,0,0,0,0,0,8.70,2011
