Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,David Akers,K,9,SF,WAS,4,4,100,52,1,1,0.00,2011
2,Robbie Gould,K,9,CHI,PHI,3,3,100,51,3,3,0.00,2011
3,Billy Cundiff,K,9,BAL,PIT,3,4,75,51,2,2,0.00,2011
4,Neil Rackers,K,9,HOU,CLE,3,3,100,50,3,3,0.00,2011
5,Thomas Howard,K,9,CIN,TEN,0,0,0,0,0,0,0.00,2011
6,Dan Bailey,K,9,DAL,SEA,3,3,100,42,2,2,0.00,2011
7,Connor Barth,K,9,TB,NO,3,3,100,48,1,1,0.00,2011
8,Nick Novak,K,9,LAC,GB,1,1,100,52,5,5,0.00,2011
9,Nick Folk,K,9,NYJ,BUF,2,3,67,50,3,3,0.00,2011
10,John Kasay,K,9,NO,TB,2,3,67,34,3,3,0.00,2011
11,Josh Brown,K,9,LAR,ARI,3,4,75,48,0,0,0.00,2011
12,Mason Crosby,K,9,GB,LAC,1,1,100,47,6,6,0.00,2011
13,Phil Dawson,K,9,CLE,HOU,2,2,100,51,0,0,0.00,2011
14,Matt Prater,K,9,DEN,OAK,1,2,50,43,5,5,0.00,2011
15,Stephen Gostkowski,K,9,NE,NYG,2,3,67,45,2,2,0.00,2011
16,Shaun Suisham,K,9,PIT,BAL,2,2,100,36,2,2,0.00,2011
17,Steven Hauschka,K,9,SEA,DAL,2,3,67,45,1,1,0.00,2011
18,Matt Bryant,K,9,ATL,IND,1,1,100,20,4,4,0.00,2011
19,Dan Carpenter,K,9,MIA,KC,1,1,100,42,4,4,0.00,2011
20,Jay Feely,K,9,ARI,LAR,2,2,100,38,1,1,0.00,2011
21,Sebastian Janikowski,K,9,OAK,DEN,1,1,100,48,3,3,0.00,2011
22,Mike Nugent,K,9,CIN,TEN,1,1,100,36,3,3,0.00,2011
23,Lawrence Tynes,K,9,NYG,NE,1,1,100,22,3,3,0.00,2011
24,Alex Henery,K,9,PHI,CHI,1,1,100,47,3,3,0.00,2011
25,Graham Gano,K,9,WAS,SF,1,1,100,59,0,0,0.00,2011
26,Rob Bironas,K,9,TEN,CIN,1,1,100,43,2,2,0.00,2011
27,Rian Lindell,K,9,BUF,NYJ,1,1,100,24,0,0,0.00,2011
28,Ryan Succop,K,9,KC,MIA,1,1,100,43,0,0,0.00,2011
29,Adam Vinatieri,K,9,IND,ATL,0,0,0,0,1,1,0.00,2011
30,David Buehler,K,9,DAL,SEA,0,0,0,0,0,0,0.00,2011
31,DJ Smith,K,9,GB,LAC,0,0,0,0,0,0,0.00,2011
